sample,M2h,sec
0,1.156801700592041,0.280991792678833
3,1.1455587148666382,0.5373895168304443
6,1.1233617067337036,0.7817389965057373
9,1.1512795686721802,1.001450538635254
12,1.1099746227264404,1.2622356414794922
15,1.1547324657440186,1.532456398010254
18,1.122778058052063,1.8076364994049072
21,1.1101199388504028,2.0813148021698
24,1.133130431175232,2.310664176940918
27,1.1076836585998535,2.562727212905884
30,1.1327018737792969,2.801729679107666
33,1.1114271879196167,3.0531036853790283
36,1.0961949825286865,3.3044543266296387
39,1.1020867824554443,3.5682454109191895
42,1.121960997581482,3.801356792449951
45,1.1695771217346191,4.050086736679077
48,1.1079202890396118,4.306535005569458
51,1.122613787651062,4.5903098583221436
54,1.088815689086914,4.817470073699951
57,1.1269639730453491,5.087279796600342
60,1.1136574745178223,5.363211631774902
63,1.1447573900222778,5.625713109970093
66,1.1422072649002075,5.85017728805542
69,1.0832221508026123,6.108466386795044
72,1.146765947341919,6.41616415977478
75,1.1467431783676147,6.648581027984619
78,1.142957091331482,6.882376432418823
81,1.1320993900299072,7.118579387664795
84,1.1230216026306152,7.397437334060669
87,1.1429225206375122,7.6192991733551025
90,1.1033389568328857,7.854058027267456
93,1.135130763053894,8.098965406417847
96,1.129379391670227,8.34917402267456
99,1.1347522735595703,8.603838205337524
102,1.1418789625167847,8.856820821762085
105,1.1360023021697998,9.12311339378357
108,1.1037261486053467,9.379170179367065
111,1.134609341621399,9.619467735290527
114,1.101297378540039,9.869404077529907
117,1.083580493927002,10.09840989112854
120,1.1512086391448975,10.328694105148315
123,1.1243947744369507,10.58934497833252
126,1.1033681631088257,10.808775663375854
129,1.120765209197998,11.06685471534729
132,1.1176296472549438,11.306257724761963
135,1.1153813600540161,11.60420846939087
138,1.1160268783569336,11.821415185928345
141,1.1559644937515259,12.074897766113281
144,1.1084977388381958,12.345081329345703
147,1.1246893405914307,12.6239755153656
150,1.1373798847198486,12.899145603179932
153,1.1325663328170776,13.139668464660645
156,1.1317050457000732,13.373535394668579
159,1.1501188278198242,13.633392572402954
162,1.1006979942321777,13.89820909500122
165,1.0911036729812622,14.157889366149902
168,1.1109598875045776,14.415891170501709
171,1.1441586017608643,14.64126181602478
174,1.105873942375183,14.862263679504395
177,1.1144237518310547,15.106886625289917
180,1.1188862323760986,15.348300218582153
