sample,M2h,sec
407,1.1482267379760742,33.47391653060913
410,1.084309697151184,33.74736714363098
413,1.1115684509277344,33.98829460144043
416,1.1290907859802246,34.25969648361206
419,1.1382865905761719,34.52611064910889
422,1.141599416732788,34.761890172958374
425,1.1633437871932983,35.004066705703735
428,1.1254583597183228,35.252578258514404
431,1.1607261896133423,35.48382830619812
434,1.092856526374817,35.72689986228943
437,1.1094980239868164,35.9734902381897
440,1.1271922588348389,36.22284150123596
443,1.1328837871551514,36.46112370491028
446,1.1210683584213257,36.720343828201294
449,1.1321702003479004,36.956859827041626
452,1.1020220518112183,37.20415902137756
455,1.1362117528915405,37.47242093086243
458,1.1451417207717896,37.70018935203552
461,1.1177783012390137,37.948570728302
464,1.1015357971191406,38.16546010971069
467,1.0787941217422485,38.422510385513306
470,1.1181368827819824,38.69258761405945
473,1.138634204864502,38.91705560684204
476,1.1092506647109985,39.13996887207031
479,1.1551395654678345,39.411606550216675
482,1.13450026512146,39.665722370147705
485,1.1674842834472656,39.91587710380554
488,1.1414357423782349,40.16788101196289
491,1.0956201553344727,40.382728815078735
494,1.1449941396713257,40.619778871536255
497,1.1219898462295532,40.86332941055298
500,1.1939083337783813,41.06629490852356
503,1.1032358407974243,41.329620599746704
506,1.139370083808899,41.54239630699158
509,1.132794976234436,41.78583860397339
512,1.168644666671753,42.00485897064209
515,1.1372801065444946,42.24825477600098
518,1.13765287399292,42.46946406364441
521,1.1134191751480103,42.71198797225952
524,1.1179070472717285,42.9379026889801
527,1.130161166191101,43.187474966049194
530,1.1111429929733276,43.477614402770996
533,1.1245100498199463,43.702892780303955
536,1.1193325519561768,43.92865252494812
539,1.07935631275177,44.19321298599243
542,1.1183230876922607,44.42311644554138
545,1.0880193710327148,44.65646147727966
548,1.1513265371322632,44.89510440826416
551,1.1757043600082397,45.12660455703735
554,1.160591721534729,45.37090277671814
557,1.1022751331329346,45.6507031917572
560,1.0803626775741577,45.89638543128967
563,1.1453609466552734,46.150792837142944
566,1.1486841440200806,46.389545917510986
569,1.1442543268203735,46.62317371368408
572,1.1097906827926636,46.87007164955139
575,1.1258773803710938,47.095617055892944
578,1.1338298320770264,47.34555268287659
581,1.1404170989990234,47.655325174331665
584,1.148093342781067,47.88439917564392
587,1.1086972951889038,48.15849232673645
590,1.1430588960647583,48.39077591896057
593,1.1031066179275513,48.61821222305298
596,1.1012773513793945,48.877715826034546
599,1.115928292274475,49.11396098136902
602,1.1633912324905396,49.33410716056824
605,1.1424403190612793,49.569862842559814
608,1.1391537189483643,49.80952596664429
611,1.151943325996399,50.06763291358948
614,1.1593060493469238,50.3068323135376
617,1.1065691709518433,50.54337406158447
620,1.1017320156097412,50.768930196762085
623,1.0820331573486328,51.0168879032135
626,1.1271049976348877,51.24921441078186
629,1.1337475776672363,51.46488046646118
632,1.130257487297058,51.726935148239136
635,1.0855791568756104,51.955843925476074
638,1.0989176034927368,52.16777300834656
641,1.1338307857513428,52.38807559013367
644,1.1472923755645752,52.61160612106323
647,1.121580719947815,52.84153461456299
650,1.0994319915771484,53.09220504760742
653,1.1112483739852905,53.32052278518677
656,1.157698154449463,53.53858780860901
659,1.152972936630249,53.75606989860535
662,1.097637414932251,53.98440766334534
665,1.1415151357650757,54.250489473342896
668,1.1277142763137817,54.46881723403931
671,1.1474500894546509,54.703991174697876
674,1.1736500263214111,54.933056116104126
677,1.0953449010849,55.16038179397583
680,1.1456102132797241,55.389845848083496
683,1.1037124395370483,55.6248562335968
686,1.128734827041626,55.86126494407654
689,1.116571068763733,56.10256910324097
692,1.1362230777740479,56.355313301086426
695,1.1306887865066528,56.60312247276306
698,1.1612740755081177,56.81891131401062
701,1.1309853792190552,57.01333928108215
704,1.1145858764648438,57.258668422698975
707,1.1577397584915161,57.50782012939453
710,1.103628396987915,57.742964029312134
713,1.1382564306259155,58.00186061859131
716,1.1361688375473022,58.23822903633118
719,1.1469908952713013,58.49787735939026
722,1.1236814260482788,58.74512314796448
725,1.1563146114349365,59.008066177368164
728,1.1131821870803833,59.24595522880554
731,1.0872982740402222,59.471574544906616
734,1.1084595918655396,59.6949200630188
737,1.1191784143447876,59.96269202232361
740,1.121596097946167,60.18839454650879
743,1.1413838863372803,60.40695524215698
746,1.1628131866455078,60.6453320980072
749,1.1239475011825562,60.86172795295715
752,1.1011379957199097,61.108173847198486
755,1.1357263326644897,61.36603879928589
758,1.1001631021499634,61.6297128200531
761,1.1217753887176514,61.87608981132507
764,1.0703365802764893,62.1214702129364
767,1.1108123064041138,62.324684381484985
770,1.136536955833435,62.538540840148926
773,1.1269314289093018,62.771411657333374
776,1.1315033435821533,62.994688272476196
779,1.117471694946289,63.21349811553955
782,1.1090068817138672,63.419785022735596
785,1.1553349494934082,63.64344048500061
788,1.113396167755127,63.89377760887146
791,1.1233214139938354,64.13238286972046
794,1.1681185960769653,64.35938048362732
797,1.1432095766067505,64.58516430854797
800,1.142435908317566,64.85287809371948
803,1.1262742280960083,65.08986234664917
806,1.1564346551895142,65.35325193405151
809,1.13352632522583,65.61795425415039
812,1.1595045328140259,65.84946179389954
815,1.1126049757003784,66.10399985313416
818,1.0957485437393188,66.34242367744446
821,1.0970426797866821,66.57139134407043
824,1.1323530673980713,66.8494484424591
827,1.1214419603347778,67.08960318565369
830,1.11504065990448,67.32581877708435
833,1.1426674127578735,67.55131578445435
836,1.1332775354385376,67.80049204826355
839,1.1088967323303223,68.06822562217712
842,1.1312371492385864,68.32390189170837
845,1.101775884628296,68.62126350402832
848,1.0997921228408813,68.85230326652527
851,1.1568052768707275,69.0977931022644
854,1.1220825910568237,69.33275985717773
857,1.1450330018997192,69.55480146408081
860,1.1031986474990845,69.80962371826172
863,1.1089037656784058,70.07289052009583
866,1.1346030235290527,70.32333731651306
869,1.1120233535766602,70.56461262702942
872,1.1521480083465576,70.81341576576233
875,1.1284470558166504,71.05528283119202
878,1.0952911376953125,71.30375504493713
881,1.1434487104415894,71.59072160720825
884,1.1016623973846436,71.82582664489746
887,1.1240818500518799,72.08542490005493
890,1.101746916770935,72.33262896537781
893,1.1512326002120972,72.59406518936157
896,1.1065772771835327,72.86899018287659
899,1.131003975868225,73.09850835800171
902,1.1629582643508911,73.30528211593628
905,1.1309902667999268,73.55530405044556
908,1.110302448272705,73.79880356788635
911,1.1228446960449219,74.03307604789734
914,1.0821363925933838,74.2665376663208
917,1.1171354055404663,74.4826967716217
920,1.1222796440124512,74.71425795555115
923,1.119004249572754,74.93385100364685
926,1.0872557163238525,75.1848578453064
929,1.0880358219146729,75.39648032188416
932,1.0908087491989136,75.63055872917175
935,1.1409844160079956,75.89660000801086
938,1.102628231048584,76.12412762641907
941,1.1048206090927124,76.35491228103638
944,1.189813494682312,76.61255311965942
947,1.0968228578567505,76.85146832466125
950,1.1122339963912964,77.07473564147949
953,1.1522583961486816,77.30563306808472
956,1.1314184665679932,77.55776476860046
959,1.1189993619918823,77.79164958000183
962,1.0951225757598877,78.0288336277008
965,1.0628817081451416,78.30083322525024
968,1.142667531967163,78.55311322212219
971,1.1240808963775635,78.86540174484253
974,1.15452241897583,79.13352298736572
977,1.142167091369629,79.36941504478455
980,1.0977665185928345,79.6138641834259
983,1.1605509519577026,79.85184383392334
986,1.0953196287155151,80.07185983657837
989,1.1221767663955688,80.28261637687683
992,1.1089431047439575,80.52322769165039
995,1.129130244255066,80.76908445358276
998,1.1129693984985352,80.99560236930847
