sample,M2h,sec
2,1.1076834201812744,0.33570075035095215
5,1.1391688585281372,0.6133227348327637
8,1.113667607307434,0.8603260517120361
11,1.1111726760864258,1.0704197883605957
14,1.1506348848342896,1.3241617679595947
17,1.1350162029266357,1.5883629322052002
20,1.1317617893218994,1.8716769218444824
23,1.1211122274398804,2.1150524616241455
26,1.094611644744873,2.3713958263397217
29,1.1108500957489014,2.5977327823638916
32,1.1670621633529663,2.818835735321045
35,1.0949287414550781,3.0906054973602295
38,1.089709758758545,3.339155912399292
41,1.1036828756332397,3.5793373584747314
44,1.1445256471633911,3.7976737022399902
47,1.1309723854064941,4.054626226425171
50,1.1630940437316895,4.3184733390808105
53,1.1374762058258057,4.571664810180664
56,1.141858458518982,4.8670125007629395
59,1.1155048608779907,5.1193366050720215
62,1.1363675594329834,5.349174737930298
65,1.1163944005966187,5.6158177852630615
68,1.184526801109314,5.846169948577881
71,1.128661036491394,6.081914663314819
74,1.1138969659805298,6.36877179145813
77,1.1329858303070068,6.620274305343628
80,1.0992664098739624,6.8511388301849365
83,1.1125760078430176,7.076312065124512
86,1.1431413888931274,7.324476957321167
89,1.103729486465454,7.567993879318237
92,1.0993536710739136,7.784433603286743
95,1.1460989713668823,8.038139343261719
98,1.1522819995880127,8.286788940429688
101,1.1416337490081787,8.51163125038147
104,1.1120007038116455,8.77511978149414
107,1.136981725692749,9.029444694519043
110,1.0607129335403442,9.294743061065674
113,1.1213034391403198,9.530285120010376
116,1.1133146286010742,9.766403913497925
119,1.1370726823806763,10.009362697601318
122,1.132063627243042,10.231480360031128
125,1.144779920578003,10.4836745262146
128,1.1456013917922974,10.745074033737183
131,1.1170964241027832,10.979598999023438
134,1.0917718410491943,11.201987504959106
137,1.1635191440582275,11.42371416091919
140,1.1153615713119507,11.706021070480347
143,1.1159262657165527,11.917470216751099
146,1.1502840518951416,12.191203117370605
149,1.1253851652145386,12.453733682632446
152,1.1332427263259888,12.719786882400513
155,1.1140178442001343,12.941503763198853
158,1.1583898067474365,13.162108421325684
161,1.136756181716919,13.388846635818481
164,1.1110131740570068,13.632454633712769
167,1.1258188486099243,13.918988466262817
170,1.1168895959854126,14.165311574935913
173,1.1250450611114502,14.420885562896729
176,1.1296945810317993,14.678155183792114
179,1.0949409008026123,14.91520881652832
182,1.145236611366272,15.15988540649414
185,1.1179393529891968,15.369173288345337
188,1.1318995952606201,15.614707469940186
191,1.112839937210083,15.857324123382568
194,1.137186884880066,16.113837480545044
197,1.1176460981369019,16.349596977233887
200,1.116969108581543,16.58828568458557
203,1.0933148860931396,16.82996439933777
206,1.113898515701294,17.063470602035522
209,1.143182635307312,17.292450189590454
212,1.1633951663970947,17.521668672561646
215,1.1117159128189087,17.789684772491455
218,1.1026939153671265,18.013439178466797
221,1.1239756345748901,18.25510287284851
224,1.178749680519104,18.456085920333862
227,1.1628038883209229,18.695117712020874
230,1.1376497745513916,18.93278479576111
233,1.1603450775146484,19.18994951248169
236,1.1307724714279175,19.416855812072754
239,1.0910946130752563,19.663049936294556
242,1.1453728675842285,19.915754795074463
245,1.1398835182189941,20.160412549972534
248,1.1169030666351318,20.448381900787354
251,1.1217525005340576,20.66159462928772
254,1.1423122882843018,20.88028359413147
257,1.1482642889022827,21.14296245574951
260,1.1148278713226318,21.374483108520508
263,1.105884313583374,21.6090247631073
266,1.1271038055419922,21.848350763320923
269,1.119737982749939,22.084550142288208
272,1.119150996208191,22.33871579170227
275,1.1174991130828857,22.588517904281616
278,1.126410722732544,22.832904815673828
281,1.110323429107666,23.068893432617188
284,1.1127125024795532,23.320820569992065
287,1.1208045482635498,23.548524856567383
290,1.1552793979644775,23.792225122451782
293,1.1199049949645996,24.015034198760986
296,1.14743971824646,24.269062757492065
299,1.090330719947815,24.52381181716919
302,1.1320730447769165,24.808100938796997
305,1.138769507408142,25.028473615646362
308,1.1324418783187866,25.299425840377808
311,1.1414912939071655,25.547930002212524
314,1.1335363388061523,25.807511568069458
317,1.0990233421325684,26.102208375930786
320,1.1058069467544556,26.37080478668213
323,1.114119052886963,26.59127426147461
326,1.1303330659866333,26.808112621307373
329,1.1303833723068237,27.05487322807312
332,1.1167763471603394,27.273642778396606
335,1.1150859594345093,27.516085863113403
338,1.09989595413208,27.769847869873047
341,1.120955467224121,27.998755931854248
344,1.1261252164840698,28.25497841835022
347,1.1605807542800903,28.518310546875
350,1.1223686933517456,28.765087842941284
353,1.137121319770813,29.02897024154663
356,1.0860059261322021,29.292877435684204
359,1.1498650312423706,29.560065746307373
362,1.1376651525497437,29.823511123657227
365,1.1245009899139404,30.057613849639893
368,1.1061930656433105,30.294031620025635
371,1.1387794017791748,30.55555486679077
374,1.1215903759002686,30.78592801094055
377,1.1076818704605103,31.08093237876892
380,1.1649160385131836,31.332839488983154
383,1.141749620437622,31.58062982559204
386,1.1302739381790161,31.829410076141357
389,1.1327420473098755,32.04528546333313
392,1.1182056665420532,32.26605725288391
395,1.1260414123535156,32.505197286605835
398,1.1250786781311035,32.74722671508789
401,1.1072828769683838,32.96346092224121
404,1.1529076099395752,33.24087905883789
