sample,M3,sec
0,165,0.0018482208251953125
3,165,0.002855539321899414
6,169,0.0048542022705078125
9,165,0.005856037139892578
12,166,0.006856441497802734
15,165,0.006856441497802734
18,167,0.007865190505981445
21,167,0.008887767791748047
24,167,0.009874343872070312
27,164,0.01087331771850586
30,157,0.011856317520141602
33,167,0.012853145599365234
36,160,0.013356924057006836
39,169,0.014789581298828125
42,165,0.014789581298828125
45,164,0.015801191329956055
48,163,0.015801191329956055
51,166,0.017830848693847656
54,168,0.018802165985107422
57,165,0.01980137825012207
60,161,0.020801067352294922
63,163,0.021822214126586914
66,162,0.0238189697265625
69,163,0.024941444396972656
72,164,0.026013851165771484
75,163,0.027016401290893555
78,166,0.027016401290893555
81,167,0.028038501739501953
84,161,0.029039621353149414
87,164,0.030051469802856445
90,161,0.03204035758972168
93,168,0.03302001953125
96,163,0.03401374816894531
99,166,0.03401374816894531
102,164,0.0351409912109375
105,166,0.036295413970947266
108,163,0.037314414978027344
111,163,0.03831362724304199
114,169,0.03929615020751953
117,165,0.0402984619140625
120,168,0.0402984619140625
123,166,0.04129838943481445
126,164,0.04129838943481445
129,162,0.04230380058288574
132,167,0.043303728103637695
135,164,0.043303728103637695
138,164,0.04430365562438965
141,162,0.04430365562438965
144,167,0.04430365562438965
147,161,0.04544496536254883
150,164,0.04653763771057129
153,165,0.0475461483001709
156,164,0.04855060577392578
159,167,0.0495610237121582
162,159,0.0515599250793457
165,164,0.05255460739135742
168,165,0.053544044494628906
171,165,0.05454540252685547
174,167,0.05454540252685547
177,161,0.0567171573638916
180,159,0.057738304138183594
183,165,0.057738304138183594
186,155,0.05873560905456543
189,164,0.059746742248535156
192,167,0.060717105865478516
195,163,0.06171846389770508
198,166,0.06171846389770508
201,170,0.06273841857910156
204,170,0.06371855735778809
207,169,0.06483244895935059
210,167,0.0659947395324707
213,167,0.06696605682373047
216,165,0.06796908378601074
219,158,0.06796908378601074
222,171,0.06896662712097168
225,168,0.06998801231384277
228,165,0.07098698616027832
231,163,0.07198715209960938
234,166,0.07198715209960938
237,163,0.07298660278320312
240,165,0.07396602630615234
243,166,0.07457351684570312
246,168,0.07577729225158691
249,167,0.07577729225158691
252,165,0.0767827033996582
255,165,0.07777953147888184
258,163,0.07877874374389648
261,168,0.07977652549743652
264,166,0.08077788352966309
267,167,0.08278083801269531
270,164,0.08378219604492188
273,162,0.08499646186828613
276,164,0.0861501693725586
279,166,0.0861501693725586
282,167,0.08714890480041504
285,163,0.08814024925231934
288,163,0.0896461009979248
291,165,0.09068441390991211
294,164,0.09068441390991211
297,164,0.09169530868530273
300,164,0.09269261360168457
303,169,0.09369468688964844
306,167,0.09469342231750488
309,164,0.09589958190917969
312,168,0.09688997268676758
315,169,0.09788823127746582
318,168,0.09888863563537598
321,163,0.0999143123626709
324,164,0.10090780258178711
327,162,0.10188841819763184
330,167,0.10289406776428223
333,162,0.10389208793640137
336,168,0.10389208793640137
339,164,0.10501241683959961
342,165,0.10617280006408691
345,168,0.10617280006408691
348,163,0.1072235107421875
351,165,0.10820937156677246
354,166,0.1091911792755127
357,166,0.11019253730773926
360,163,0.11119437217712402
363,165,0.11219334602355957
366,163,0.11219334602355957
369,166,0.11319327354431152
372,165,0.11419200897216797
375,167,0.11536860466003418
378,166,0.11650872230529785
381,169,0.11750340461730957
384,166,0.11852312088012695
387,159,0.11852312088012695
390,165,0.11954355239868164
393,162,0.12052631378173828
396,166,0.12151217460632324
399,165,0.12258243560791016
402,168,0.1235055923461914
405,165,0.12450218200683594
408,167,0.12450218200683594
411,168,0.12568879127502441
414,165,0.12667560577392578
417,164,0.12769460678100586
420,167,0.12869668006896973
423,164,0.12967729568481445
426,165,0.1306760311126709
429,166,0.1306760311126709
432,166,0.1316826343536377
435,167,0.13268327713012695
438,164,0.13371491432189941
441,167,0.13371491432189941
444,168,0.13488554954528809
447,168,0.1360335350036621
450,164,0.13700628280639648
453,165,0.13800811767578125
456,165,0.13901710510253906
459,168,0.13901710510253906
462,168,0.1400134563446045
465,162,0.14101266860961914
468,164,0.14101266860961914
471,157,0.1420118808746338
474,164,0.1430072784423828
477,163,0.14443540573120117
480,169,0.1455376148223877
483,169,0.1455376148223877
486,157,0.1466073989868164
489,161,0.14761590957641602
492,167,0.1486067771911621
495,164,0.1486067771911621
498,168,0.14960718154907227
501,165,0.1505887508392334
504,165,0.15158963203430176
507,169,0.15360498428344727
510,164,0.15581250190734863
513,166,0.15681052207946777
516,164,0.1577930450439453
519,166,0.15879344940185547
522,164,0.15979647636413574
525,165,0.160811185836792
528,168,0.1627957820892334
531,162,0.16379523277282715
534,169,0.1649641990661621
537,162,0.1649641990661621
540,163,0.1661391258239746
543,164,0.16714048385620117
546,168,0.1681365966796875
549,165,0.1691582202911377
552,170,0.17113375663757324
555,168,0.172135591506958
558,166,0.17313766479492188
561,165,0.17313766479492188
564,159,0.17413640022277832
567,164,0.1753687858581543
570,166,0.17648744583129883
573,164,0.1774911880493164
576,161,0.17849421501159668
579,161,0.1794872283935547
582,162,0.1794872283935547
585,164,0.18048906326293945
588,165,0.18048906326293945
591,165,0.1814899444580078
594,168,0.18248820304870605
597,163,0.18378734588623047
600,163,0.18378734588623047
603,171,0.18482637405395508
606,169,0.18605542182922363
609,167,0.18605542182922363
612,169,0.18707799911499023
615,164,0.18807721138000488
618,169,0.19008326530456543
621,167,0.19205594062805176
624,170,0.19305753707885742
627,165,0.19405579566955566
630,168,0.1952354907989502
633,163,0.1964123249053955
636,162,0.1974482536315918
639,167,0.19843077659606934
642,166,0.19941234588623047
645,171,0.20041227340698242
648,168,0.20091915130615234
651,162,0.20091915130615234
654,163,0.20192718505859375
657,166,0.20292878150939941
660,163,0.2039506435394287
663,163,0.20495009422302246
666,167,0.20618700981140137
669,167,0.20718693733215332
672,163,0.20718693733215332
675,170,0.20818400382995605
678,168,0.20818400382995605
681,165,0.20920467376708984
684,167,0.21018671989440918
687,163,0.21121835708618164
690,164,0.21220803260803223
693,165,0.21318578720092773
696,165,0.2141873836517334
699,166,0.2153468132019043
702,162,0.2164931297302246
705,162,0.21746301651000977
708,165,0.21849513053894043
711,162,0.21849513053894043
714,167,0.21948838233947754
717,169,0.22046518325805664
720,163,0.2214653491973877
723,164,0.2224864959716797
726,162,0.2234644889831543
729,168,0.22448372840881348
732,168,0.22566699981689453
735,165,0.2266404628753662
738,168,0.2276453971862793
741,164,0.2276453971862793
744,167,0.22864723205566406
747,167,0.22965073585510254
750,164,0.2316727638244629
753,161,0.23266291618347168
756,160,0.23364043235778809
759,163,0.23471808433532715
762,164,0.23471808433532715
765,161,0.23582124710083008
768,166,0.23582124710083008
771,162,0.23681426048278809
774,166,0.2377934455871582
777,166,0.23882293701171875
780,168,0.2398240566253662
783,163,0.24079680442810059
786,165,0.24079680442810059
789,165,0.24179697036743164
792,166,0.2427997589111328
795,168,0.24381089210510254
798,163,0.24506187438964844
801,167,0.24625849723815918
804,168,0.24625849723815918
807,161,0.24725580215454102
810,169,0.24823641777038574
813,165,0.24823641777038574
816,170,0.24925899505615234
819,163,0.2502577304840088
822,159,0.2512524127960205
825,164,0.2522585391998291
828,166,0.25325536727905273
831,171,0.2542543411254883
834,169,0.2554309368133545
837,168,0.2554309368133545
840,162,0.2565336227416992
843,170,0.25753164291381836
846,162,0.25850844383239746
849,167,0.25952863693237305
852,164,0.26053714752197266
855,169,0.26150941848754883
858,169,0.2625110149383545
861,164,0.26351475715637207
864,166,0.2645235061645508
867,166,0.26575255393981934
870,163,0.2667529582977295
873,164,0.26776909828186035
876,166,0.268796443939209
879,162,0.2698054313659668
882,163,0.27080774307250977
885,164,0.27181029319763184
888,169,0.27181029319763184
891,167,0.27289724349975586
894,165,0.27381348609924316
897,161,0.27501869201660156
900,165,0.27624988555908203
903,167,0.27724719047546387
906,166,0.27824997901916504
909,168,0.27824997901916504
912,160,0.2792479991912842
915,166,0.2803473472595215
918,165,0.28133606910705566
921,164,0.28224778175354004
924,168,0.28224778175354004
927,166,0.2832474708557129
930,163,0.28424882888793945
933,165,0.28547096252441406
936,162,0.28547096252441406
939,163,0.2865912914276123
942,167,0.2875986099243164
945,166,0.28859758377075195
948,164,0.28958964347839355
951,164,0.2905888557434082
954,166,0.2905888557434082
957,167,0.29159092903137207
960,164,0.2926030158996582
963,165,0.2935919761657715
966,165,0.2959275245666504
969,171,0.29700422286987305
972,166,0.29750967025756836
975,169,0.29851794242858887
978,164,0.2995188236236572
981,171,0.2995188236236572
984,161,0.3005189895629883
987,166,0.3005189895629883
990,170,0.3015158176422119
993,164,0.3015158176422119
996,164,0.3025190830230713
999,167,0.30351877212524414
