test,obs,null_mean,null_std,p_raw,n
"H6b.1 r_cv (S, ko-analiz)",1.6561858790313135,2.6754836858230955,0.18588003751216545,0.000999000999000999,1000
"H6b.2 g_max (S, ko-analiz)",87.1251558932239,91.60004586500773,14.556563552364517,0.2087912087912088,1000
