embed,kume,root_id,x,y,r,angle_deg
S(51x51),EPG,720575940614297640,-0.03757537534410057,0.016245044061649897,0.040936661915879136,156.61961809300848
S(51x51),EPG,720575940626449082,-0.08258683486146591,-0.027863722436662998,0.08716061220793742,198.6437249398472
S(51x51),EPG,720575940619006272,-0.04982291106326689,-0.00876203105192417,0.050587504929311265,189.97424269584982
S(51x51),EPG,720575940631708836,-0.05612173442638731,-0.03114847813088596,0.06418626617039067,209.03098924848263
S(51x51),EPG,720575940658101889,-0.026187376051249794,0.003477751022594377,0.026417293892916617,172.43523762750965
S(51x51),EPG,720575940613829900,-0.06294151857626303,-0.041027727125385174,0.07513261045485603,213.09787097837096
S(51x51),EPG,720575940631125036,-0.03658678777345345,-0.0003047870464657487,0.03658805726905187,180.47729272036688
S(51x51),EPG,720575940628493572,0.033825553438939074,0.07437952640841439,0.08170974246802228,65.54539879506345
S(51x51),EPG,720575940611216099,0.038156605464253715,0.05791894229006203,0.06935798740270828,56.62337966639832
S(51x51),EPG,720575940619296365,0.006469026129295313,0.030861113261848018,0.03153183487877152,78.16121830369877
S(51x51),EPG,720575940638850512,0.03460204418331064,0.07465475903154345,0.08228386541553323,65.13255298446352
S(51x51),EPG,720575940620419354,0.041032175541872024,0.1811091379340683,0.18569910951030527,77.2345436077889
S(51x51),EPG,720575940626315207,-0.10598948965158922,-0.05479390976636779,0.11931531529560323,207.33783065394564
S(51x51),EPG,720575940627140551,0.018849200876919048,0.041672383064750886,0.04573707340871051,65.66186786403628
S(51x51),EPG,720575940620020694,0.035420945938858805,0.0753371197842858,0.08324857373309989,64.81868967447623
S(51x51),EPG,720575940626137895,0.015172268778667508,0.03857460521900901,0.04145115086091723,68.52915813401876
S(51x51),EPG,720575940620664741,0.8957181200721043,-0.3876147904087404,0.9759898443985554,336.5998412085449
S(51x51),EPG,720575940620776662,0.028025137051256532,0.11354575631285765,0.11695318329742269,76.13547506287563
S(51x51),EPG,720575940624096234,-0.3044370528180748,-0.8131584567883098,0.8682790996994578,249.47468531532098
S(51x51),EPG,720575940616502066,0.053367650330178956,0.17381316015607168,0.18182167292488663,72.93140201622047
S(51x51),EPG,720575940619905404,-0.09150252620303795,-0.07070362370342437,0.11563613062677727,217.6931137333612
S(51x51),EPG,720575940602917088,-0.08165249221711025,-0.061363092576951606,0.10213989727757121,216.92542016548137
S(51x51),EPG,720575940629691753,5.689893001203927e-16,2.6506574712925612e-15,2.6347428906745595e-15,78.58533170621759
S(51x51),EPG,720575940610453427,0.03310580580333039,0.07395350226927129,0.08102539648640372,65.88398810965856
S(51x51),EPG,720575940626721835,0.008668449670727607,0.059663300592315394,0.06028972928503586,81.73336922915698
S(51x51),EPG,720575940635461550,-0.014900666698292412,0.03015399509005595,0.033634703625046496,116.29638691185406
S(51x51),EPG,720575940632614295,0.015993154992258365,0.03958060294221549,0.042689637335959055,67.99806696050592
S(51x51),EPG,720575940624784280,0.038456487437243225,0.05801938021304484,0.06960711103268612,56.46273040138561
S(51x51),EPG,720575940614926475,-0.05922823790909985,-0.03434560890148952,0.0684660866168866,210.10883300619625
S(51x51),EPG,720575940613836438,-0.05936279005425918,-0.0352887696701385,0.06905967063241868,210.72976533647375
S(51x51),EPG,720575940605827761,0.03766975266451766,0.05607265137024879,0.0675511102610119,56.10669180061941
S(51x51),EPG,720575940623046548,0.03576450737028354,0.054822502456569604,0.06545690768008855,56.88081199569386
S(51x51),EPG,720575940633719487,-0.06610360290990479,-0.04571938614849922,0.0803738053563844,214.66898555122995
S(51x51),EPG,720575940616569601,0.022298361634286168,0.0772802666955808,0.08043293201241322,73.90509277422613
S(51x51),EPG,720575940623852873,-0.06433138375168546,-0.04319921105069375,0.07748999142346714,213.88178220020234
S(51x51),EPG,720575940630199963,-0.04971656425712012,-0.02386754860960466,0.0551488589017416,205.64437556029623
S(51x51),EPG,720575940608722371,-0.06413555284154196,-0.04329300874115884,0.0773799311459521,214.02027705718973
S(51x51),EPG,720575940625351354,0.035377012506885665,0.07060085953920413,0.07896843914873057,63.385250124895954
S(51x51),EPG,720575940617769851,0.024095274492155844,0.07614299025415625,0.07986449284692701,72.44014415045538
S(51x51),EPG,720575940660921985,0.018012708288977244,0.07110147688249724,0.07334764941547935,75.78389350050675
S(51x51),EPG,720575940628843458,-0.040055999417701146,-0.004654987345959635,0.04032557496852244,186.62872238931834
