embed,n,n_zero,r_cv,r_mean,g_max_deg,kuiper_V,literal_r_cv,literal_g_max_deg,literal_kuiper_V,i_prim,lam2,lam3,degen
M(93x93),93,2,1.1537719675598332,0.0963434377685105,86.18833097409247,0.4209514564237075,1.7667634693199892,92.25544025827065,0.5043718688159455,"[2, 3]",6.063821831061247e-14,6.539234784468271,False
S(51x51),51,2,1.6561858790313135,0.10310166425807679,87.1251558932239,0.5119331416900964,2.059716595658677,93.68515283188404,0.5270593764272042,"[2, 3]",1.3401534013275433e-11,1291.0935166207973,False
