sample,m_r_cv,m_gmax,m_V,m_nzero,s_r_cv,s_gmax,s_V,s_nzero,m_lit_r_cv,m_lit_gmax,s_lit_r_cv,s_lit_gmax
19,3.0280925128030884,47.798598785369414,0.6409294602370372,2,2.723412079095104,95.3292711593852,0.6941776589307993,2,3.9099116870555877,93.61378095138936,3.2821441694300866,91.33949481830201
20,2.404059724393247,46.619056005890954,0.46026395798494707,2,2.5511697809678284,91.00001994783531,0.5911407390091991,2,3.3349445093123964,102.45517492266124,2.7238354355767807,94.77686474892498
21,3.384555351196107,90.59233943376707,0.6284191191094437,2,2.8291146804096696,91.18775247312338,0.7618994598589501,2,4.156333468199938,116.62861272461188,3.271184252344342,151.60916749411808
22,3.143690300070778,50.7849706919711,0.5835254349754262,2,2.7189176304565073,91.23948620248798,0.6827312080459056,2,3.40434224662855,105.45935815915766,2.818034844416406,115.6477142483886
23,2.3739954156486456,57.515206646791405,0.3972258449170436,2,2.5934815750722917,67.48732261478322,0.5591011104401462,2,3.1141457375610075,100.46155122732814,2.8888761088983963,146.23646594113092
24,2.430607875625973,85.57126646038246,0.50529490897291,2,2.5788950341421812,94.68052104580377,0.5844324590707867,2,3.7469925691677455,120.18198152516523,2.853192262577287,125.81536182584834
25,2.945621721938577,57.15681396779791,0.552256223988789,2,2.7313883844922855,107.65533581731363,0.6882084878465973,2,4.2132096711363225,92.95670293614052,2.8490334586646924,121.44596985994468
26,2.999977100254483,84.22833397348165,0.5996861952456529,2,2.347944758888801,94.00478170997471,0.5594046515227591,2,3.76013542046847,120.55847908500665,3.2707289718614216,165.10359181357234
27,2.7073933579182135,49.92562008627865,0.5076297215568145,2,2.6235482744021645,102.21710415963474,0.7132142118469202,2,3.733552093875079,117.05107704130758,3.2706659517020817,149.41635499488896
28,2.7101408398247524,90.26564366667724,0.5389377711927196,2,2.678521357364299,90.98951007299492,0.6928793910402573,2,3.408208470873114,99.46518837587006,2.7468813963702807,92.67606527543877
29,2.248738283312905,70.70948275782483,0.5748128928057589,2,2.7097195850019156,96.34861466172555,0.7065480719232451,2,3.4591109422986706,106.29359913929274,2.8383804594105273,112.81944823068841
30,3.3364565087689195,83.59258753023991,0.6319779698194146,2,2.6876283607941382,113.09308339719028,0.7101281311865122,2,4.389858840109173,90.17005594043097,3.4184274143989106,131.94880268528004
31,2.648907746851692,84.43882165904832,0.5887539630125191,2,2.7853962664612095,91.19718608065824,0.7826162457336493,2,3.1340218666281747,110.38948510549105,3.142263591751479,151.5288830530102
32,2.5917590713910728,85.96194822822059,0.5393111073284442,2,2.6710974238050507,91.3306925268063,0.6781752374529106,2,3.2322470457961834,103.60373907603625,2.7831053714186993,110.23325376863475
33,2.9623230256041695,51.188298475470795,0.603691229564301,2,2.781636809252797,111.12901359356269,0.7340911200729747,2,3.8746734948042842,93.31815106768552,2.7986062140292933,124.77594376713131
34,3.0948203642199457,90.73022175337125,0.628321534603573,2,2.8041282347937497,109.79696258015998,0.7403622816863429,2,3.779988694910494,115.3392354349777,3.2721461393267353,156.61136734231758
35,3.5679577256345545,90.61562290053716,0.7360438351367179,2,2.7782316361733814,91.67106907881292,0.769418775801851,2,3.9072183404079563,126.12118186539988,3.2703183108339786,170.62013139837916
36,2.3337853665226325,52.54789604258858,0.412673959476945,2,2.615875205547401,87.12954871383633,0.49555326025813595,2,3.3958381471780688,104.02751032174622,3.1860034472756853,92.90465051560226
37,2.926919796738114,67.9338752571341,0.5212264415297279,2,2.661749950583163,89.39969717736108,0.6122288352248293,2,3.6936617304957897,125.79110915562657,2.8009358512663303,114.52114687501772
38,3.0136600981405857,62.101635709817806,0.4891791802670183,2,2.804873077318682,91.86701341466036,0.6512850160887753,2,3.739146531246965,90.79387845987962,2.7709485436725823,93.97461176666583
39,3.508784882511343,82.28245789882361,0.6273994218224995,2,2.8265920984496646,98.40945133117859,0.7460791563642899,2,4.108875240347872,90.73102929450825,3.2770635513135398,132.9353507386702
40,2.6288671941657356,45.25487654091786,0.2995222236309395,2,2.6653513495414365,92.3657074958486,0.575591920273339,2,2.976051733304232,90.22760395331997,2.7813248530986727,101.43521834004126
41,2.5844960268034916,57.53943386548013,0.4093534355255923,2,2.53239446456842,85.88474489634523,0.6724335533032891,2,3.556609683898298,110.64138454020404,2.8363481868999996,121.35738283220314
42,3.400082094245001,90.81921866580332,0.6402645313191502,2,2.8556558359392397,113.32380120055653,0.8221316250560005,2,3.74911099454613,104.13027475807698,3.3439691480995433,144.55837491992176
43,3.112508478445003,68.06974156941573,0.5949960285957215,2,2.7599738145791615,93.25131782854835,0.6404544230875314,2,4.201438984325667,125.76552676600222,3.2704342477816333,157.71770350219907
