acc_sep_n1,acc_sep_n2,acc_con_n1,acc_con_n2,sep_mean_off,sep_max_off,con_mean_off,con_max_off
1.0,1.0,0.20987654320987653,0.20987654320987653,0.35606319082716614,0.937269926071167,0.34382446844172054,1.0000001192092896
