arm,scope,rank,re,im,abs
A_derece,A_derece_SCC,37,-89.58398080386442,59.790552236530665,107.70422347065342
A_derece,A_derece_SCC,38,-89.58398080386442,-59.790552236530665,107.70422347065342
A_derece,A_derece_SCC,39,-92.7186419888097,53.842603403949845,107.21834037870617
A_derece,A_derece_SCC,40,-92.7186419888097,-53.842603403949845,107.21834037870617
A_derece,A_derece_SCC,41,-97.1108108130246,45.22735242931641,107.12620120460096
A_derece,A_derece_SCC,42,-97.1108108130246,-45.22735242931641,107.12620120460096
A_derece,A_derece_SCC,43,-100.33872183089055,36.304099513367355,106.70448322415189
A_derece,A_derece_SCC,44,-102.28127654175267,44.4974937628964,111.541411512449
A_derece,A_derece_SCC,45,-102.28127654175267,-44.4974937628964,111.541411512449
A_derece,A_derece_SCC,46,-107.51529448097978,3.304863230373749,107.56607582459851
A_derece,A_derece_SCC,47,-107.51529448097978,-3.304863230373749,107.56607582459851
A_derece,A_derece_SCC,48,-108.91444605995544,24.269060088285222,111.58558974220524
A_derece,A_derece_SCC,49,-108.91444605995544,-24.269060088285222,111.58558974220524
A_derece,A_derece_SCC,50,-112.9983838738751,0.0,112.9983838738751
A_er,A_er,1,125.84812771211803,0.0,125.84812771211803
A_er,A_er,2,79.63357555786945,5.835106230660991,79.84707146072422
A_er,A_er,3,79.63357555786945,-5.835106230660991,79.84707146072422
A_er,A_er,4,78.73020105212315,12.442668009560775,79.70736819707372
A_er,A_er,5,78.73020105212315,-12.442668009560775,79.70736819707372
A_er,A_er,6,77.69695440361384,16.925026472310886,79.51901184424811
A_er,A_er,7,77.69695440361384,-16.925026472310886,79.51901184424811
A_er,A_er,8,76.32103608618297,22.644806543824025,79.60959623484884
A_er,A_er,9,76.32103608618297,-22.644806543824025,79.60959623484884
A_er,A_er,10,73.52099287948383,31.320401740005476,79.91435389928677
A_er,A_er,11,73.52099287948383,-31.320401740005476,79.91435389928677
A_er,A_er,12,67.8610205460459,41.511892443604964,79.55096054605684
A_er,A_er,13,67.8610205460459,-41.511892443604964,79.55096054605684
A_er,A_er,14,67.69615323542709,44.939365118527796,81.25463494552652
A_er,A_er,15,67.69615323542709,-44.939365118527796,81.25463494552652
A_er,A_er,16,52.82354299601041,59.68331905603305,79.70210328589577
A_er,A_er,17,52.82354299601041,-59.68331905603305,79.70210328589577
A_er,A_er,18,45.715426690688616,64.88431107958456,79.37174599178239
A_er,A_er,19,45.715426690688616,-64.88431107958456,79.37174599178239
A_er,A_er,20,30.53225577738619,73.10574224199394,79.22542642112182
A_er,A_er,21,25.119949794269292,75.78348601227698,79.83826544859045
A_er,A_er,22,25.119949794269292,-75.78348601227698,79.83826544859045
A_er,A_er,23,21.41953351632233,77.21729283737645,80.13305640739034
A_er,A_er,24,21.41953351632233,-77.21729283737645,80.13305640739034
A_er,A_er,25,13.109672513358866,78.78785879340468,79.87108492224824
A_er,A_er,26,13.109672513358866,-78.78785879340468,79.87108492224824
A_er,A_er,27,-5.8452638887930775,79.68979255760446,79.90388068050049
A_er,A_er,28,-5.8452638887930775,-79.68979255760446,79.90388068050049
A_er,A_er,29,-14.597814797510352,78.43020983163754,79.77715218718393
A_er,A_er,30,-14.597814797510352,-78.43020983163754,79.77715218718393
A_er,A_er,31,-19.13376339289466,77.11604826992453,79.45430008718601
A_er,A_er,32,-19.13376339289466,-77.11604826992453,79.45430008718601
A_er,A_er,33,-35.23070569164115,71.13259578571414,79.3791459184642
A_er,A_er,34,-35.23070569164115,-71.13259578571414,79.3791459184642
A_er,A_er,35,-41.60279144460692,68.13421018766162,79.83146531211808
A_er,A_er,36,-41.60279144460692,-68.13421018766162,79.83146531211808
A_er,A_er,37,-44.37809333212549,66.94620109618954,80.31941862965823
A_er,A_er,38,-44.37809333212549,-66.94620109618954,80.31941862965823
A_er,A_er,39,-65.65517500102476,48.302915034340344,81.50934673538912
A_er,A_er,40,-65.65517500102476,-48.302915034340344,81.50934673538912
A_er,A_er,41,-72.00711342235206,36.329802041448694,80.65282945929624
A_er,A_er,42,-72.00711342235206,-36.329802041448694,80.65282945929624
A_er,A_er,43,-78.16708169753362,18.106343270792046,80.23672680106444
A_er,A_er,44,-78.16708169753362,-18.106343270792046,80.23672680106444
A_er,A_er,45,-78.85345389627237,8.348858398983104,79.29420299074721
A_er,A_er,46,-78.85345389627237,-8.348858398983104,79.29420299074721
A_er,A_er,47,-79.52954366037162,6.308654913172469,79.7793672677369
A_er,A_er,48,-79.52954366037162,-6.308654913172469,79.7793672677369
A_er,A_er,49,-80.0500983859763,1.717320479169434,80.06851716644101
A_er,A_er,50,-80.0500983859763,-1.717320479169434,80.06851716644101
A_er,A_er_SCC,1,125.84812771211821,0.0,125.84812771211821
A_er,A_er_SCC,2,79.63357555786841,5.835106230660709,79.84707146072317
A_er,A_er_SCC,3,79.63357555786841,-5.835106230660709,79.84707146072317
A_er,A_er_SCC,4,78.73020105212204,12.442668009560313,79.70736819707257
A_er,A_er_SCC,5,78.73020105212204,-12.442668009560313,79.70736819707257
A_er,A_er_SCC,6,77.69695440361502,16.92502647231142,79.51901184424939
A_er,A_er_SCC,7,77.69695440361502,-16.92502647231142,79.51901184424939
A_er,A_er_SCC,8,76.32103608618104,22.644806543824398,79.60959623484709
A_er,A_er_SCC,9,76.32103608618104,-22.644806543824398,79.60959623484709
A_er,A_er_SCC,10,73.52099287948533,31.320401740005728,79.91435389928824
A_er,A_er_SCC,11,73.52099287948533,-31.320401740005728,79.91435389928824
A_er,A_er_SCC,12,67.86102054604861,41.511892443605554,79.55096054605944
A_er,A_er_SCC,13,67.86102054604861,-41.511892443605554,79.55096054605944
A_er,A_er_SCC,14,67.69615323543132,44.939365118528514,81.25463494553044
A_er,A_er_SCC,15,67.69615323543132,-44.939365118528514,81.25463494553044
A_er,A_er_SCC,16,52.823542996009635,59.68331905603339,79.70210328589552
A_er,A_er_SCC,17,52.823542996009635,-59.68331905603339,79.70210328589552
A_er,A_er_SCC,18,45.71542669069116,64.88431107958523,79.37174599178441
A_er,A_er_SCC,19,45.71542669069116,-64.88431107958523,79.37174599178441
A_er,A_er_SCC,20,30.532255777388116,-73.10574224199543,79.22542642112394
A_er,A_er_SCC,21,25.119949794270102,75.78348601227765,79.83826544859133
A_er,A_er_SCC,22,25.119949794270102,-75.78348601227765,79.83826544859133
A_er,A_er_SCC,23,21.419533516323284,77.21729283737723,80.13305640739136
A_er,A_er_SCC,24,21.419533516323284,-77.21729283737723,80.13305640739136
A_er,A_er_SCC,25,13.109672513359001,78.78785879340391,79.87108492224752
A_er,A_er_SCC,26,13.109672513359001,-78.78785879340391,79.87108492224752
A_er,A_er_SCC,27,-5.8452638887927115,79.68979255760541,79.90388068050142
A_er,A_er_SCC,28,-5.8452638887927115,-79.68979255760541,79.90388068050142
A_er,A_er_SCC,29,-14.597814797510356,78.43020983163815,79.77715218718454
A_er,A_er_SCC,30,-14.597814797510356,-78.43020983163815,79.77715218718454
A_er,A_er_SCC,31,-19.13376339289568,77.11604826992551,79.4543000871872
A_er,A_er_SCC,32,-19.13376339289568,-77.11604826992551,79.4543000871872
A_er,A_er_SCC,33,-35.230705691642115,71.13259578571466,79.3791459184651
A_er,A_er_SCC,34,-35.230705691642115,-71.13259578571466,79.3791459184651
A_er,A_er_SCC,35,-41.602791444607675,68.13421018766188,79.83146531211868
A_er,A_er_SCC,36,-41.602791444607675,-68.13421018766188,79.83146531211868
A_er,A_er_SCC,37,-44.37809333212719,66.9462010961904,80.31941862965989
A_er,A_er_SCC,38,-44.37809333212719,-66.9462010961904,80.31941862965989
A_er,A_er_SCC,39,-65.65517500102496,48.302915034338724,81.50934673538832
A_er,A_er_SCC,40,-65.65517500102496,-48.302915034338724,81.50934673538832
A_er,A_er_SCC,41,-72.00711342235397,36.32980204144871,80.65282945929795
A_er,A_er_SCC,42,-72.00711342235397,-36.32980204144871,80.65282945929795
A_er,A_er_SCC,43,-78.16708169753653,18.106343270792323,80.23672680106733
A_er,A_er_SCC,44,-78.16708169753653,-18.106343270792323,80.23672680106733
A_er,A_er_SCC,45,-78.85345389627321,8.348858398983007,79.29420299074803
A_er,A_er_SCC,46,-78.85345389627321,-8.348858398983007,79.29420299074803
A_er,A_er_SCC,47,-79.52954366038254,6.308654913173177,79.77936726774786
A_er,A_er_SCC,48,-79.52954366038254,-6.308654913173177,79.77936726774786
A_er,A_er_SCC,49,-80.05009838598303,1.7173204791685739,80.06851716644773
A_er,A_er_SCC,50,-80.05009838598303,-1.7173204791685739,80.06851716644773
