arm,seed,task,k,H,acc,val,lam,reachable,chance,sat,activity,active_frac,participation_ratio
A_gercek,7,T1,2.0,0.0,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_gercek,7,T1,2.0,10.0,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_gercek,7,T1,2.0,20.0,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_gercek,7,T1,4.0,0.0,0.9583333333333334,0.9666666666666667,1e-06,5.0,0.2,,,,
A_gercek,7,T1,4.0,10.0,1.0,1.0,1e-06,5.0,0.2,,,,
A_gercek,7,T1,4.0,20.0,1.0,1.0,1e-06,5.0,0.2,,,,
A_gercek,7,T1,6.0,0.0,0.6166666666666667,0.6916666666666667,1e-06,7.0,0.14285714285714285,,,,
A_gercek,7,T1,6.0,10.0,1.0,1.0,1e-06,7.0,0.14285714285714285,,,,
A_gercek,7,T1,6.0,20.0,1.0,1.0,1e-06,7.0,0.14285714285714285,,,,
A_gercek,7,T1,8.0,0.0,0.5333333333333333,0.525,1e-06,9.0,0.1111111111111111,,,,
A_gercek,7,T1,8.0,10.0,0.6833333333333333,0.6833333333333333,1e-06,9.0,0.1111111111111111,,,,
A_gercek,7,T1,8.0,20.0,0.6916666666666667,0.7,0.0001,9.0,0.1111111111111111,,,,
A_gercek,7,T1,10.0,0.0,0.31666666666666665,0.25833333333333336,0.1,9.0,0.1111111111111111,,,,
A_gercek,7,diag,10.0,0.0,,,,,,0.30589348791662296,0.46557598742807826,0.6815391879131256,2.0197145206447074
A_gercek,7,T1,10.0,10.0,0.24166666666666667,0.25,1.0,9.0,0.1111111111111111,,,,
A_gercek,7,T1,10.0,20.0,0.225,0.26666666666666666,0.1,9.0,0.1111111111111111,,,,
A_gercek,7,T2,,,2.2256183209944096,,1e-05,,,,,,
A_gercek,7,T2_lag,1.0,,0.824119448283468,,,,,,,,
A_gercek,7,T2_lag,2.0,,0.5418967032147745,,,,,,,,
A_gercek,7,T2_lag,3.0,,0.3040960975752912,,,,,,,,
A_gercek,7,T2_lag,4.0,,0.11942493759570115,,,,,,,,
A_gercek,7,T2_lag,5.0,,0.07575887979672832,,,,,,,,
A_gercek,7,T2_lag,6.0,,0.0419278917047082,,,,,,,,
A_gercek,7,T2_lag,7.0,,0.0556879399036783,,,,,,,,
A_gercek,7,T2_lag,8.0,,0.05297494709040432,,,,,,,,
A_gercek,7,T2_lag,9.0,,0.027841825533734075,,,,,,,,
A_gercek,7,T2_lag,10.0,,0.027708534931922258,,,,,,,,
A_gercek,7,T2_lag,11.0,,0.0092564429289835,,,,,,,,
A_gercek,7,T2_lag,12.0,,0.039379412613928085,,,,,,,,
A_gercek,7,T2_lag,13.0,,0.03687898443255759,,,,,,,,
A_gercek,7,T2_lag,14.0,,0.00113560376993883,,,,,,,,
A_gercek,7,T2_lag,15.0,,0.007911830201414997,,,,,,,,
A_gercek,7,T2_lag,16.0,,0.0004486677069610308,,,,,,,,
A_gercek,7,T2_lag,17.0,,0.003365304048469287,,,,,,,,
A_gercek,7,T2_lag,18.0,,0.0007228102944734702,,,,,,,,
A_gercek,7,T2_lag,19.0,,0.005895380847715049,,,,,,,,
A_gercek,7,T2_lag,20.0,,0.002239938044479186,,,,,,,,
A_gercek,7,T2_lag,21.0,,0.002464340860103251,,,,,,,,
A_gercek,7,T2_lag,22.0,,0.005343150243467052,,,,,,,,
A_gercek,7,T2_lag,23.0,,0.0014418010111275372,,,,,,,,
A_gercek,7,T2_lag,24.0,,0.00010847933355751265,,,,,,,,
A_gercek,7,T2_lag,25.0,,0.0019597127528318413,,,,,,,,
A_gercek,7,T2_lag,26.0,,0.0006637142499536576,,,,,,,,
A_gercek,7,T2_lag,27.0,,0.0031861348334784154,,,,,,,,
A_gercek,7,T2_lag,28.0,,0.0007509468137352615,,,,,,,,
A_gercek,7,T2_lag,29.0,,0.0028199593141627574,,,,,,,,
A_gercek,7,T2_lag,30.0,,0.010343452150497638,,,,,,,,
A_gercek,7,T2_lag,31.0,,0.0003330630244993021,,,,,,,,
A_gercek,7,T2_lag,32.0,,9.307129412738994e-05,,,,,,,,
A_gercek,7,T2_lag,33.0,,0.010525114326337993,,,,,,,,
A_gercek,7,T2_lag,34.0,,0.0016995751986615465,,,,,,,,
A_gercek,7,T2_lag,35.0,,0.0003433379126352067,,,,,,,,
A_gercek,7,T2_lag,36.0,,0.0024935241461434797,,,,,,,,
A_gercek,7,T2_lag,37.0,,0.0005334014737282904,,,,,,,,
A_gercek,7,T2_lag,38.0,,0.0007322748228284973,,,,,,,,
A_gercek,7,T2_lag,39.0,,0.0007090607476096374,,,,,,,,
A_gercek,7,T2_lag,40.0,,0.00040262596559136754,,,,,,,,
