arm,seed,task,k,H,acc,val,lam,reachable,chance,sat,activity,active_frac,participation_ratio
A_gercek,9,T1,2.0,0.0,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_gercek,9,T1,2.0,10.0,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_gercek,9,T1,2.0,20.0,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_gercek,9,T1,4.0,0.0,0.975,0.975,1e-06,5.0,0.2,,,,
A_gercek,9,T1,4.0,10.0,1.0,1.0,1e-06,5.0,0.2,,,,
A_gercek,9,T1,4.0,20.0,1.0,1.0,1e-06,5.0,0.2,,,,
A_gercek,9,T1,6.0,0.0,0.775,0.7,1e-06,7.0,0.14285714285714285,,,,
A_gercek,9,T1,6.0,10.0,1.0,1.0,1e-06,7.0,0.14285714285714285,,,,
A_gercek,9,T1,6.0,20.0,1.0,1.0,1e-06,7.0,0.14285714285714285,,,,
A_gercek,9,T1,8.0,0.0,0.5166666666666667,0.55,1e-06,9.0,0.1111111111111111,,,,
A_gercek,9,T1,8.0,10.0,0.8166666666666667,0.6916666666666667,1e-06,9.0,0.1111111111111111,,,,
A_gercek,9,T1,8.0,20.0,0.8,0.75,1e-06,9.0,0.1111111111111111,,,,
A_gercek,9,T1,10.0,0.0,0.26666666666666666,0.325,1.0,9.0,0.1111111111111111,,,,
A_gercek,9,diag,10.0,0.0,,,,,,0.27266944706746404,0.4445007957739486,0.6850802644003777,1.6059544758953028
A_gercek,9,T1,10.0,10.0,0.2833333333333333,0.2833333333333333,1.0,9.0,0.1111111111111111,,,,
A_gercek,9,T1,10.0,20.0,0.25,0.2916666666666667,0.1,9.0,0.1111111111111111,,,,
A_gercek,9,T2,,,1.778415588091897,,0.0001,,,,,,
A_gercek,9,T2_lag,1.0,,0.6439193761658993,,,,,,,,
A_gercek,9,T2_lag,2.0,,0.23059597420601166,,,,,,,,
A_gercek,9,T2_lag,3.0,,0.17105848051558967,,,,,,,,
A_gercek,9,T2_lag,4.0,,0.1334976878572771,,,,,,,,
A_gercek,9,T2_lag,5.0,,0.09496411156310769,,,,,,,,
A_gercek,9,T2_lag,6.0,,0.09213341168210042,,,,,,,,
A_gercek,9,T2_lag,7.0,,0.07262617009811513,,,,,,,,
A_gercek,9,T2_lag,8.0,,0.09564850123874456,,,,,,,,
A_gercek,9,T2_lag,9.0,,0.05396870807196511,,,,,,,,
A_gercek,9,T2_lag,10.0,,0.042978559169042946,,,,,,,,
A_gercek,9,T2_lag,11.0,,0.0200899808333508,,,,,,,,
A_gercek,9,T2_lag,12.0,,0.028915945684379586,,,,,,,,
A_gercek,9,T2_lag,13.0,,0.026593407955465883,,,,,,,,
A_gercek,9,T2_lag,14.0,,0.005483740086381356,,,,,,,,
A_gercek,9,T2_lag,15.0,,2.6853613154198993e-05,,,,,,,,
A_gercek,9,T2_lag,16.0,,0.002263112007868763,,,,,,,,
A_gercek,9,T2_lag,17.0,,0.002198240829669443,,,,,,,,
A_gercek,9,T2_lag,18.0,,0.00015280524621686924,,,,,,,,
A_gercek,9,T2_lag,19.0,,0.001538517166989797,,,,,,,,
A_gercek,9,T2_lag,20.0,,0.0025514087595794833,,,,,,,,
A_gercek,9,T2_lag,21.0,,0.0003187609838052591,,,,,,,,
A_gercek,9,T2_lag,22.0,,0.010881004340252139,,,,,,,,
A_gercek,9,T2_lag,23.0,,0.002828069695134213,,,,,,,,
A_gercek,9,T2_lag,24.0,,0.001911628951997498,,,,,,,,
A_gercek,9,T2_lag,25.0,,0.0015618356700067104,,,,,,,,
A_gercek,9,T2_lag,26.0,,0.0010123814481135238,,,,,,,,
A_gercek,9,T2_lag,27.0,,0.0006940287759433411,,,,,,,,
A_gercek,9,T2_lag,28.0,,0.0015887079723995103,,,,,,,,
A_gercek,9,T2_lag,29.0,,0.002843536411805618,,,,,,,,
A_gercek,9,T2_lag,30.0,,0.005106918154236048,,,,,,,,
A_gercek,9,T2_lag,31.0,,0.001828868377350349,,,,,,,,
A_gercek,9,T2_lag,32.0,,0.003459570722639173,,,,,,,,
A_gercek,9,T2_lag,33.0,,0.004019430291202764,,,,,,,,
A_gercek,9,T2_lag,34.0,,4.590575719938907e-05,,,,,,,,
A_gercek,9,T2_lag,35.0,,0.000111398106297166,,,,,,,,
A_gercek,9,T2_lag,36.0,,0.0003627355801412473,,,,,,,,
A_gercek,9,T2_lag,37.0,,0.015784937048109935,,,,,,,,
A_gercek,9,T2_lag,38.0,,0.0005608820599484512,,,,,,,,
A_gercek,9,T2_lag,39.0,,0.00228318071759382,,,,,,,,
A_gercek,9,T2_lag,40.0,,6.814276810805505e-06,,,,,,,,
