arm,seed,task,k,H,acc,val,lam,reachable,chance,sat,activity,active_frac,participation_ratio
A_derece,3,T1,2,0,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_derece,3,T1,2,10,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_derece,3,T1,2,20,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_derece,3,T1,4,0,1.0,1.0,1e-06,5.0,0.2,,,,
A_derece,3,T1,4,10,1.0,1.0,1e-06,5.0,0.2,,,,
A_derece,3,T1,4,20,1.0,1.0,1e-06,5.0,0.2,,,,
A_derece,3,T1,6,0,0.8916666666666667,0.8916666666666667,1e-06,7.0,0.14285714285714285,,,,
A_derece,3,T1,6,10,1.0,1.0,1e-06,7.0,0.14285714285714285,,,,
A_derece,3,T1,6,20,1.0,1.0,1e-06,7.0,0.14285714285714285,,,,
A_derece,3,T1,8,0,0.6916666666666667,0.525,1e-06,9.0,0.1111111111111111,,,,
A_derece,3,T1,8,10,0.7,0.6,1e-06,9.0,0.1111111111111111,,,,
A_derece,3,T1,8,20,0.725,0.6083333333333333,0.01,9.0,0.1111111111111111,,,,
A_derece,3,T1,10,0,0.25,0.24166666666666667,0.1,9.0,0.1111111111111111,,,,
A_derece,3,diag,10,0,,,,,,0.5516608085895149,0.7417188039086908,0.97780925401322,20.364247907666197
A_derece,3,T1,10,10,0.175,0.2,1.0,9.0,0.1111111111111111,,,,
A_derece,3,T1,10,20,0.2,0.175,1e-06,9.0,0.1111111111111111,,,,
