arm,seed,task,k,H,acc,val,lam,reachable,chance,sat,activity,active_frac,participation_ratio
A_gercek,6,T1,2.0,0.0,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_gercek,6,T1,2.0,10.0,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_gercek,6,T1,2.0,20.0,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_gercek,6,T1,4.0,0.0,0.975,1.0,1e-06,5.0,0.2,,,,
A_gercek,6,T1,4.0,10.0,1.0,1.0,1e-06,5.0,0.2,,,,
A_gercek,6,T1,4.0,20.0,1.0,1.0,1e-06,5.0,0.2,,,,
A_gercek,6,T1,6.0,0.0,0.625,0.625,1e-06,7.0,0.14285714285714285,,,,
A_gercek,6,T1,6.0,10.0,0.9583333333333334,0.9583333333333334,1e-06,7.0,0.14285714285714285,,,,
A_gercek,6,T1,6.0,20.0,1.0,1.0,1e-06,7.0,0.14285714285714285,,,,
A_gercek,6,T1,8.0,0.0,0.5,0.5,1e-05,9.0,0.1111111111111111,,,,
A_gercek,6,T1,8.0,10.0,0.7,0.75,1e-06,9.0,0.1111111111111111,,,,
A_gercek,6,T1,8.0,20.0,0.675,0.7333333333333333,1e-06,9.0,0.1111111111111111,,,,
A_gercek,6,T1,10.0,0.0,0.21666666666666667,0.2916666666666667,0.0001,9.0,0.1111111111111111,,,,
A_gercek,6,diag,10.0,0.0,,,,,,0.330229426782779,0.47877068976143433,0.6789423984891407,1.2283931051566406
A_gercek,6,T1,10.0,10.0,0.18333333333333332,0.26666666666666666,0.001,9.0,0.1111111111111111,,,,
A_gercek,6,T1,10.0,20.0,0.13333333333333333,0.24166666666666667,0.001,9.0,0.1111111111111111,,,,
A_gercek,6,T2,,,1.7260774774364327,,1e-05,,,,,,
A_gercek,6,T2_lag,1.0,,0.7818654182351338,,,,,,,,
A_gercek,6,T2_lag,2.0,,0.26347434536002445,,,,,,,,
A_gercek,6,T2_lag,3.0,,0.16552254800585514,,,,,,,,
A_gercek,6,T2_lag,4.0,,0.10567069465916935,,,,,,,,
A_gercek,6,T2_lag,5.0,,0.09582866285871326,,,,,,,,
A_gercek,6,T2_lag,6.0,,0.05875401702022917,,,,,,,,
A_gercek,6,T2_lag,7.0,,0.05634851576316869,,,,,,,,
A_gercek,6,T2_lag,8.0,,0.037717098190633444,,,,,,,,
A_gercek,6,T2_lag,9.0,,0.03653656793953319,,,,,,,,
A_gercek,6,T2_lag,10.0,,0.0029564081772852275,,,,,,,,
A_gercek,6,T2_lag,11.0,,0.006151896414730863,,,,,,,,
A_gercek,6,T2_lag,12.0,,0.008847770830043351,,,,,,,,
A_gercek,6,T2_lag,13.0,,0.008677491545594669,,,,,,,,
A_gercek,6,T2_lag,14.0,,0.023536046213878923,,,,,,,,
A_gercek,6,T2_lag,15.0,,0.0035699846478762787,,,,,,,,
A_gercek,6,T2_lag,16.0,,0.0013183146112880687,,,,,,,,
A_gercek,6,T2_lag,17.0,,0.014229475879494436,,,,,,,,
A_gercek,6,T2_lag,18.0,,3.570484442526971e-05,,,,,,,,
A_gercek,6,T2_lag,19.0,,0.0008986016798461444,,,,,,,,
A_gercek,6,T2_lag,20.0,,0.0020991445794546547,,,,,,,,
A_gercek,6,T2_lag,21.0,,0.009843496019982637,,,,,,,,
A_gercek,6,T2_lag,22.0,,0.0010296027580978002,,,,,,,,
A_gercek,6,T2_lag,23.0,,0.0002701515901604571,,,,,,,,
A_gercek,6,T2_lag,24.0,,0.000605286125798314,,,,,,,,
A_gercek,6,T2_lag,25.0,,0.0018031668840247355,,,,,,,,
A_gercek,6,T2_lag,26.0,,0.0019084210980002906,,,,,,,,
A_gercek,6,T2_lag,27.0,,0.0027928172873959455,,,,,,,,
A_gercek,6,T2_lag,28.0,,0.0009787699069457357,,,,,,,,
A_gercek,6,T2_lag,29.0,,0.007559506055332965,,,,,,,,
A_gercek,6,T2_lag,30.0,,0.008615491043584571,,,,,,,,
A_gercek,6,T2_lag,31.0,,2.1272663825056955e-05,,,,,,,,
A_gercek,6,T2_lag,32.0,,0.0028333943372432675,,,,,,,,
A_gercek,6,T2_lag,33.0,,0.0009769040793213735,,,,,,,,
A_gercek,6,T2_lag,34.0,,0.0015974793616198514,,,,,,,,
A_gercek,6,T2_lag,35.0,,0.00040314739943006907,,,,,,,,
A_gercek,6,T2_lag,36.0,,0.0001288841607512919,,,,,,,,
A_gercek,6,T2_lag,37.0,,0.00017029105766084565,,,,,,,,
A_gercek,6,T2_lag,38.0,,0.004248802882619097,,,,,,,,
A_gercek,6,T2_lag,39.0,,0.0011864800582682118,,,,,,,,
A_gercek,6,T2_lag,40.0,,0.00506540520999159,,,,,,,,
