arm,seed,task,k,H,acc,val,lam,reachable,chance,sat,activity,active_frac,participation_ratio
A_w0,14,T1,2.0,0.0,0.55,0.525,1e-06,3.0,0.3333333333333333,,,,
A_w0,14,T1,2.0,10.0,0.5166666666666667,0.5083333333333333,1e-05,3.0,0.3333333333333333,,,,
A_w0,14,T1,2.0,20.0,0.5333333333333333,0.5416666666666666,1e-06,3.0,0.3333333333333333,,,,
A_w0,14,T1,4.0,0.0,0.44166666666666665,0.4583333333333333,0.01,5.0,0.2,,,,
A_w0,14,T1,4.0,10.0,0.44166666666666665,0.4583333333333333,0.01,5.0,0.2,,,,
A_w0,14,T1,4.0,20.0,0.44166666666666665,0.4583333333333333,0.01,5.0,0.2,,,,
A_w0,14,T1,6.0,0.0,0.325,0.3333333333333333,1e-05,7.0,0.14285714285714285,,,,
A_w0,14,T1,6.0,10.0,0.3,0.3416666666666667,1e-05,7.0,0.14285714285714285,,,,
A_w0,14,T1,6.0,20.0,0.2916666666666667,0.3416666666666667,1e-06,7.0,0.14285714285714285,,,,
A_w0,14,T1,8.0,0.0,0.225,0.2916666666666667,1e-05,9.0,0.1111111111111111,,,,
A_w0,14,T1,8.0,10.0,0.225,0.325,1e-06,9.0,0.1111111111111111,,,,
A_w0,14,T1,8.0,20.0,0.225,0.2916666666666667,0.0001,9.0,0.1111111111111111,,,,
A_w0,14,T1,10.0,0.0,0.25,0.2916666666666667,1e-05,9.0,0.1111111111111111,,,,
A_w0,14,diag,10.0,0.0,,,,,,0.0,0.0028152984084803636,0.023607176581680833,1.000000000000002
A_w0,14,T1,10.0,10.0,0.24166666666666667,0.2916666666666667,1e-05,9.0,0.1111111111111111,,,,
A_w0,14,T1,10.0,20.0,0.25,0.30833333333333335,1e-06,9.0,0.1111111111111111,,,,
A_w0,14,T2,,,0.33325246622662774,,1e-05,,,,,,
A_w0,14,T2_lag,1.0,,0.14068435282846198,,,,,,,,
A_w0,14,T2_lag,2.0,,0.04621821296745902,,,,,,,,
A_w0,14,T2_lag,3.0,,0.019484214157848605,,,,,,,,
A_w0,14,T2_lag,4.0,,0.003606977612055353,,,,,,,,
A_w0,14,T2_lag,5.0,,0.0027907922135401147,,,,,,,,
A_w0,14,T2_lag,6.0,,0.00014480293932657459,,,,,,,,
A_w0,14,T2_lag,7.0,,0.001672611098349927,,,,,,,,
A_w0,14,T2_lag,8.0,,4.894359452452859e-05,,,,,,,,
A_w0,14,T2_lag,9.0,,0.0012667683292767878,,,,,,,,
A_w0,14,T2_lag,10.0,,0.0005987471572130492,,,,,,,,
A_w0,14,T2_lag,11.0,,0.0012688230274692377,,,,,,,,
A_w0,14,T2_lag,12.0,,0.0002448219529618663,,,,,,,,
A_w0,14,T2_lag,13.0,,0.012018073140333704,,,,,,,,
A_w0,14,T2_lag,14.0,,0.005745349515601535,,,,,,,,
A_w0,14,T2_lag,15.0,,5.853693137988492e-05,,,,,,,,
A_w0,14,T2_lag,16.0,,0.0017194373415344568,,,,,,,,
A_w0,14,T2_lag,17.0,,0.0027013995242730453,,,,,,,,
A_w0,14,T2_lag,18.0,,0.001148791362030626,,,,,,,,
A_w0,14,T2_lag,19.0,,0.0034941712490844925,,,,,,,,
A_w0,14,T2_lag,20.0,,0.00955882740162876,,,,,,,,
A_w0,14,T2_lag,21.0,,0.003977483824366789,,,,,,,,
A_w0,14,T2_lag,22.0,,0.001326652710986881,,,,,,,,
A_w0,14,T2_lag,23.0,,0.0013721475850479777,,,,,,,,
A_w0,14,T2_lag,24.0,,0.002008684255823536,,,,,,,,
A_w0,14,T2_lag,25.0,,0.008176454960555883,,,,,,,,
A_w0,14,T2_lag,26.0,,0.007582086632337527,,,,,,,,
A_w0,14,T2_lag,27.0,,0.0035224066606282635,,,,,,,,
A_w0,14,T2_lag,28.0,,0.004487749112268454,,,,,,,,
A_w0,14,T2_lag,29.0,,0.0002849659965903102,,,,,,,,
A_w0,14,T2_lag,30.0,,1.1778380568395362e-05,,,,,,,,
A_w0,14,T2_lag,31.0,,0.0016360912674576343,,,,,,,,
A_w0,14,T2_lag,32.0,,0.0004518018850333164,,,,,,,,
A_w0,14,T2_lag,33.0,,0.0007229750473798642,,,,,,,,
A_w0,14,T2_lag,34.0,,0.004493048827817777,,,,,,,,
A_w0,14,T2_lag,35.0,,0.012198717528609295,,,,,,,,
A_w0,14,T2_lag,36.0,,0.01162372883683974,,,,,,,,
A_w0,14,T2_lag,37.0,,0.0009260423462542143,,,,,,,,
A_w0,14,T2_lag,38.0,,0.005410935614403385,,,,,,,,
A_w0,14,T2_lag,39.0,,0.006873750016419683,,,,,,,,
A_w0,14,T2_lag,40.0,,0.0016903103928853443,,,,,,,,
