arm,seed,task,k,H,acc,val,lam,reachable,chance,sat,activity,active_frac,participation_ratio
A_er,3,T1,2,0,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_er,3,T1,2,10,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_er,3,T1,2,20,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_er,3,T1,4,0,0.825,0.85,1e-06,5.0,0.2,,,,
A_er,3,T1,4,10,1.0,1.0,1e-06,5.0,0.2,,,,
A_er,3,T1,4,20,1.0,1.0,1e-06,5.0,0.2,,,,
A_er,3,T1,6,0,0.625,0.5666666666666667,1e-05,7.0,0.14285714285714285,,,,
A_er,3,T1,6,10,0.8916666666666667,0.875,1e-06,7.0,0.14285714285714285,,,,
A_er,3,T1,6,20,0.975,0.9666666666666667,1e-06,7.0,0.14285714285714285,,,,
A_er,3,T1,8,0,0.4583333333333333,0.3416666666666667,0.0001,9.0,0.1111111111111111,,,,
A_er,3,T1,8,10,0.5666666666666667,0.5166666666666667,1e-06,9.0,0.1111111111111111,,,,
A_er,3,T1,8,20,0.6333333333333333,0.5,1e-06,9.0,0.1111111111111111,,,,
A_er,3,T1,10,0,0.225,0.325,0.01,9.0,0.1111111111111111,,,,
A_er,3,diag,10,0,,,,,,0.95313625712587,0.9774292374040228,0.9997639282341831,2.2129478245502097
A_er,3,T1,10,10,0.24166666666666667,0.2916666666666667,1e-06,9.0,0.1111111111111111,,,,
A_er,3,T1,10,20,0.19166666666666668,0.275,0.0001,9.0,0.1111111111111111,,,,
