arm,seed,task,k,H,acc,val,lam,reachable,chance,sat,activity,active_frac,participation_ratio
A_gercek,19,T1,2.0,0.0,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_gercek,19,T1,2.0,10.0,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_gercek,19,T1,2.0,20.0,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_gercek,19,T1,4.0,0.0,1.0,1.0,1e-05,5.0,0.2,,,,
A_gercek,19,T1,4.0,10.0,1.0,1.0,1e-06,5.0,0.2,,,,
A_gercek,19,T1,4.0,20.0,1.0,1.0,1e-06,5.0,0.2,,,,
A_gercek,19,T1,6.0,0.0,0.6916666666666667,0.7416666666666667,1e-06,7.0,0.14285714285714285,,,,
A_gercek,19,T1,6.0,10.0,0.9666666666666667,0.9916666666666667,1e-06,7.0,0.14285714285714285,,,,
A_gercek,19,T1,6.0,20.0,1.0,1.0,1e-06,7.0,0.14285714285714285,,,,
A_gercek,19,T1,8.0,0.0,0.5333333333333333,0.525,1e-06,9.0,0.1111111111111111,,,,
A_gercek,19,T1,8.0,10.0,0.7083333333333334,0.6333333333333333,1e-06,9.0,0.1111111111111111,,,,
A_gercek,19,T1,8.0,20.0,0.7083333333333334,0.6583333333333333,1e-06,9.0,0.1111111111111111,,,,
A_gercek,19,T1,10.0,0.0,0.2833333333333333,0.23333333333333334,0.01,9.0,0.1111111111111111,,,,
A_gercek,19,diag,10.0,0.0,,,,,,0.32518667156296993,0.4768270050366604,0.6754013220018886,1.4526647832174686
A_gercek,19,T1,10.0,10.0,0.25833333333333336,0.2833333333333333,1.0,9.0,0.1111111111111111,,,,
A_gercek,19,T1,10.0,20.0,0.175,0.275,0.1,9.0,0.1111111111111111,,,,
A_gercek,19,T2,,,1.4432619858101075,,1e-05,,,,,,
A_gercek,19,T2_lag,1.0,,0.756230196586902,,,,,,,,
A_gercek,19,T2_lag,2.0,,0.25473296814781027,,,,,,,,
A_gercek,19,T2_lag,3.0,,0.15614324832520649,,,,,,,,
A_gercek,19,T2_lag,4.0,,0.036931075389231856,,,,,,,,
A_gercek,19,T2_lag,5.0,,0.04511506957869272,,,,,,,,
A_gercek,19,T2_lag,6.0,,0.013365455892878386,,,,,,,,
A_gercek,19,T2_lag,7.0,,0.02797377427045845,,,,,,,,
A_gercek,19,T2_lag,8.0,,0.022846777791964597,,,,,,,,
A_gercek,19,T2_lag,9.0,,0.015865133574099393,,,,,,,,
A_gercek,19,T2_lag,10.0,,0.03574842800114342,,,,,,,,
A_gercek,19,T2_lag,11.0,,0.034980682156916035,,,,,,,,
A_gercek,19,T2_lag,12.0,,0.00032424657479243087,,,,,,,,
A_gercek,19,T2_lag,13.0,,0.0030173835361658645,,,,,,,,
A_gercek,19,T2_lag,14.0,,1.2517766828570753e-06,,,,,,,,
A_gercek,19,T2_lag,15.0,,0.0073476972282134016,,,,,,,,
A_gercek,19,T2_lag,16.0,,0.00015007181437787494,,,,,,,,
A_gercek,19,T2_lag,17.0,,0.0003657852558221544,,,,,,,,
A_gercek,19,T2_lag,18.0,,0.005227546125902481,,,,,,,,
A_gercek,19,T2_lag,19.0,,0.0002555231444559894,,,,,,,,
A_gercek,19,T2_lag,20.0,,0.00015196056290928117,,,,,,,,
A_gercek,19,T2_lag,21.0,,0.0004055535595897794,,,,,,,,
A_gercek,19,T2_lag,22.0,,0.0005942293623228787,,,,,,,,
A_gercek,19,T2_lag,23.0,,6.507038265907816e-08,,,,,,,,
A_gercek,19,T2_lag,24.0,,0.00019116194489209439,,,,,,,,
A_gercek,19,T2_lag,25.0,,0.0004378954795369676,,,,,,,,
A_gercek,19,T2_lag,26.0,,6.2139726919406854e-06,,,,,,,,
A_gercek,19,T2_lag,27.0,,0.0010011831241826794,,,,,,,,
A_gercek,19,T2_lag,28.0,,0.0036688355809715734,,,,,,,,
A_gercek,19,T2_lag,29.0,,1.2633330814778614e-05,,,,,,,,
A_gercek,19,T2_lag,30.0,,0.0001054185831825223,,,,,,,,
A_gercek,19,T2_lag,31.0,,0.005284883555909096,,,,,,,,
A_gercek,19,T2_lag,32.0,,0.0014642881797855755,,,,,,,,
A_gercek,19,T2_lag,33.0,,0.0017403500888663864,,,,,,,,
A_gercek,19,T2_lag,34.0,,0.000817827009727298,,,,,,,,
A_gercek,19,T2_lag,35.0,,0.003573117407057204,,,,,,,,
A_gercek,19,T2_lag,36.0,,0.003425884550067873,,,,,,,,
A_gercek,19,T2_lag,37.0,,6.650578408600282e-05,,,,,,,,
A_gercek,19,T2_lag,38.0,,0.0005962088268158254,,,,,,,,
A_gercek,19,T2_lag,39.0,,0.0006605788720259431,,,,,,,,
A_gercek,19,T2_lag,40.0,,0.0024348757925726685,,,,,,,,
