arm,seed,task,k,H,acc,val,lam,reachable,chance,sat,activity,active_frac,participation_ratio
A_er,17,T1,2,0,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_er,17,T1,2,10,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_er,17,T1,2,20,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_er,17,T1,4,0,0.975,0.975,1e-06,5.0,0.2,,,,
A_er,17,T1,4,10,1.0,1.0,1e-06,5.0,0.2,,,,
A_er,17,T1,4,20,1.0,1.0,1e-06,5.0,0.2,,,,
A_er,17,T1,6,0,0.7333333333333333,0.7083333333333334,1e-05,7.0,0.14285714285714285,,,,
A_er,17,T1,6,10,0.9,0.85,1e-06,7.0,0.14285714285714285,,,,
A_er,17,T1,6,20,1.0,1.0,1e-06,7.0,0.14285714285714285,,,,
A_er,17,T1,8,0,0.36666666666666664,0.49166666666666664,1e-06,9.0,0.1111111111111111,,,,
A_er,17,T1,8,10,0.625,0.6416666666666667,1e-06,9.0,0.1111111111111111,,,,
A_er,17,T1,8,20,0.7083333333333334,0.6916666666666667,1e-06,9.0,0.1111111111111111,,,,
A_er,17,T1,10,0,0.25833333333333336,0.25833333333333336,0.001,9.0,0.1111111111111111,,,,
A_er,17,diag,10,0,,,,,,0.9507169586961843,0.9766629419186118,0.9997639282341831,2.4662667430319196
A_er,17,T1,10,10,0.225,0.25833333333333336,0.01,9.0,0.1111111111111111,,,,
A_er,17,T1,10,20,0.23333333333333334,0.25,1e-06,9.0,0.1111111111111111,,,,
