arm,seed,task,k,H,acc,val,lam,reachable,chance,sat,activity,active_frac,participation_ratio
A_w0,18,T1,2.0,0.0,0.49166666666666664,0.49166666666666664,1e-06,3.0,0.3333333333333333,,,,
A_w0,18,T1,2.0,10.0,0.4166666666666667,0.4666666666666667,1e-06,3.0,0.3333333333333333,,,,
A_w0,18,T1,2.0,20.0,0.45,0.4583333333333333,1e-05,3.0,0.3333333333333333,,,,
A_w0,18,T1,4.0,0.0,0.4,0.44166666666666665,0.01,5.0,0.2,,,,
A_w0,18,T1,4.0,10.0,0.4,0.44166666666666665,0.01,5.0,0.2,,,,
A_w0,18,T1,4.0,20.0,0.4,0.44166666666666665,0.01,5.0,0.2,,,,
A_w0,18,T1,6.0,0.0,0.25,0.35833333333333334,1e-05,7.0,0.14285714285714285,,,,
A_w0,18,T1,6.0,10.0,0.2916666666666667,0.35833333333333334,1e-05,7.0,0.14285714285714285,,,,
A_w0,18,T1,6.0,20.0,0.36666666666666664,0.31666666666666665,1e-06,7.0,0.14285714285714285,,,,
A_w0,18,T1,8.0,0.0,0.25,0.2833333333333333,1e-05,9.0,0.1111111111111111,,,,
A_w0,18,T1,8.0,10.0,0.25833333333333336,0.275,0.0001,9.0,0.1111111111111111,,,,
A_w0,18,T1,8.0,20.0,0.275,0.2833333333333333,1e-05,9.0,0.1111111111111111,,,,
A_w0,18,T1,10.0,0.0,0.3416666666666667,0.225,1e-06,9.0,0.1111111111111111,,,,
A_w0,18,diag,10.0,0.0,,,,,,0.0,0.0028152984084803636,0.023607176581680833,1.000000000000003
A_w0,18,T1,10.0,10.0,0.325,0.20833333333333334,1e-05,9.0,0.1111111111111111,,,,
A_w0,18,T1,10.0,20.0,0.325,0.23333333333333334,1e-05,9.0,0.1111111111111111,,,,
A_w0,18,T2,,,0.3946986077292388,,0.01,,,,,,
A_w0,18,T2_lag,1.0,,0.22540720772378883,,,,,,,,
A_w0,18,T2_lag,2.0,,0.07187630076731831,,,,,,,,
A_w0,18,T2_lag,3.0,,0.021137133434638123,,,,,,,,
A_w0,18,T2_lag,4.0,,5.6941203706580307e-05,,,,,,,,
A_w0,18,T2_lag,5.0,,0.0006589915487554889,,,,,,,,
A_w0,18,T2_lag,6.0,,0.001323769112716356,,,,,,,,
A_w0,18,T2_lag,7.0,,0.0003305368136359685,,,,,,,,
A_w0,18,T2_lag,8.0,,0.0031980041087175948,,,,,,,,
A_w0,18,T2_lag,9.0,,0.003109963008072449,,,,,,,,
A_w0,18,T2_lag,10.0,,3.868561810557603e-05,,,,,,,,
A_w0,18,T2_lag,11.0,,1.0347869563985426e-05,,,,,,,,
A_w0,18,T2_lag,12.0,,0.008478213509234896,,,,,,,,
A_w0,18,T2_lag,13.0,,0.004693710955022063,,,,,,,,
A_w0,18,T2_lag,14.0,,0.007945601780711492,,,,,,,,
A_w0,18,T2_lag,15.0,,0.00016679228506497358,,,,,,,,
A_w0,18,T2_lag,16.0,,0.0016481646729526378,,,,,,,,
A_w0,18,T2_lag,17.0,,0.0002819362798686886,,,,,,,,
A_w0,18,T2_lag,18.0,,0.0015811791779544201,,,,,,,,
A_w0,18,T2_lag,19.0,,0.00020164837516336594,,,,,,,,
A_w0,18,T2_lag,20.0,,1.0066658654383636e-05,,,,,,,,
A_w0,18,T2_lag,21.0,,0.0003814420044235218,,,,,,,,
A_w0,18,T2_lag,22.0,,0.0013965739097748185,,,,,,,,
A_w0,18,T2_lag,23.0,,0.004980471190319653,,,,,,,,
A_w0,18,T2_lag,24.0,,0.0030958280102344493,,,,,,,,
A_w0,18,T2_lag,25.0,,0.003448870080314894,,,,,,,,
A_w0,18,T2_lag,26.0,,1.369588524641466e-06,,,,,,,,
A_w0,18,T2_lag,27.0,,2.3065145370416338e-05,,,,,,,,
A_w0,18,T2_lag,28.0,,0.0012032882992939926,,,,,,,,
A_w0,18,T2_lag,29.0,,0.008235248348495983,,,,,,,,
A_w0,18,T2_lag,30.0,,0.002114318048723297,,,,,,,,
A_w0,18,T2_lag,31.0,,0.0016521386028107567,,,,,,,,
A_w0,18,T2_lag,32.0,,0.00037948028282124593,,,,,,,,
A_w0,18,T2_lag,33.0,,0.0010569268719267154,,,,,,,,
A_w0,18,T2_lag,34.0,,0.0094619819581223,,,,,,,,
A_w0,18,T2_lag,35.0,,0.00015078372579908607,,,,,,,,
A_w0,18,T2_lag,36.0,,0.0008362104485829924,,,,,,,,
A_w0,18,T2_lag,37.0,,0.002128708462840837,,,,,,,,
A_w0,18,T2_lag,38.0,,0.001124152505986015,,,,,,,,
A_w0,18,T2_lag,39.0,,0.0008656497786754243,,,,,,,,
A_w0,18,T2_lag,40.0,,6.905562551494264e-06,,,,,,,,
