arm,seed,task,k,H,acc,val,lam,reachable,chance,sat,activity,active_frac,participation_ratio
A_w0,10,T1,2.0,0.0,0.44166666666666665,0.5833333333333334,1e-05,3.0,0.3333333333333333,,,,
A_w0,10,T1,2.0,10.0,0.45,0.5916666666666667,1e-05,3.0,0.3333333333333333,,,,
A_w0,10,T1,2.0,20.0,0.48333333333333334,0.6,1e-06,3.0,0.3333333333333333,,,,
A_w0,10,T1,4.0,0.0,0.5,0.3333333333333333,1e-06,5.0,0.2,,,,
A_w0,10,T1,4.0,10.0,0.44166666666666665,0.325,1e-06,5.0,0.2,,,,
A_w0,10,T1,4.0,20.0,0.375,0.3,1e-06,5.0,0.2,,,,
A_w0,10,T1,6.0,0.0,0.39166666666666666,0.36666666666666664,1e-06,7.0,0.14285714285714285,,,,
A_w0,10,T1,6.0,10.0,0.30833333333333335,0.36666666666666664,1e-05,7.0,0.14285714285714285,,,,
A_w0,10,T1,6.0,20.0,0.31666666666666665,0.36666666666666664,0.0001,7.0,0.14285714285714285,,,,
A_w0,10,T1,8.0,0.0,0.2833333333333333,0.325,1e-06,9.0,0.1111111111111111,,,,
A_w0,10,T1,8.0,10.0,0.25833333333333336,0.2916666666666667,1e-05,9.0,0.1111111111111111,,,,
A_w0,10,T1,8.0,20.0,0.24166666666666667,0.3,1e-05,9.0,0.1111111111111111,,,,
A_w0,10,T1,10.0,0.0,0.23333333333333334,0.275,1e-05,9.0,0.1111111111111111,,,,
A_w0,10,diag,10.0,0.0,,,,,,0.0,0.0028152984084803636,0.023607176581680833,1.0000000000000013
A_w0,10,T1,10.0,10.0,0.21666666666666667,0.275,1e-05,9.0,0.1111111111111111,,,,
A_w0,10,T1,10.0,20.0,0.21666666666666667,0.31666666666666665,1e-06,9.0,0.1111111111111111,,,,
A_w0,10,T2,,,0.35926169642764305,,0.001,,,,,,
A_w0,10,T2_lag,1.0,,0.18499419891254115,,,,,,,,
A_w0,10,T2_lag,2.0,,0.05125115442949005,,,,,,,,
A_w0,10,T2_lag,3.0,,0.006713992595515192,,,,,,,,
A_w0,10,T2_lag,4.0,,0.0032545216285239397,,,,,,,,
A_w0,10,T2_lag,5.0,,0.004331469081534655,,,,,,,,
A_w0,10,T2_lag,6.0,,0.00029715342818772484,,,,,,,,
A_w0,10,T2_lag,7.0,,5.420955137907876e-06,,,,,,,,
A_w0,10,T2_lag,8.0,,0.0028340702105214208,,,,,,,,
A_w0,10,T2_lag,9.0,,0.007709802756120884,,,,,,,,
A_w0,10,T2_lag,10.0,,0.003509915820291657,,,,,,,,
A_w0,10,T2_lag,11.0,,0.0001665059154273101,,,,,,,,
A_w0,10,T2_lag,12.0,,0.004613768723878329,,,,,,,,
A_w0,10,T2_lag,13.0,,0.0055093776437670945,,,,,,,,
A_w0,10,T2_lag,14.0,,0.014983828379064331,,,,,,,,
A_w0,10,T2_lag,15.0,,0.006838305071128096,,,,,,,,
A_w0,10,T2_lag,16.0,,0.0028860204659939158,,,,,,,,
A_w0,10,T2_lag,17.0,,0.0009233212090928384,,,,,,,,
A_w0,10,T2_lag,18.0,,0.0024042976577558313,,,,,,,,
A_w0,10,T2_lag,19.0,,0.0004793802538770245,,,,,,,,
A_w0,10,T2_lag,20.0,,0.001407378441523076,,,,,,,,
A_w0,10,T2_lag,21.0,,0.0019882359471000864,,,,,,,,
A_w0,10,T2_lag,22.0,,0.002764672334802797,,,,,,,,
A_w0,10,T2_lag,23.0,,0.0013395047191589338,,,,,,,,
A_w0,10,T2_lag,24.0,,5.886211291565643e-05,,,,,,,,
A_w0,10,T2_lag,25.0,,0.005623980353242596,,,,,,,,
A_w0,10,T2_lag,26.0,,0.005913122512512004,,,,,,,,
A_w0,10,T2_lag,27.0,,0.00046985036025258146,,,,,,,,
A_w0,10,T2_lag,28.0,,0.00022648035609145538,,,,,,,,
A_w0,10,T2_lag,29.0,,0.0023641145556793073,,,,,,,,
A_w0,10,T2_lag,30.0,,0.0038397404555576588,,,,,,,,
A_w0,10,T2_lag,31.0,,0.0007272511020001091,,,,,,,,
A_w0,10,T2_lag,32.0,,0.013754732054195976,,,,,,,,
A_w0,10,T2_lag,33.0,,0.00029481603798458205,,,,,,,,
A_w0,10,T2_lag,34.0,,2.5620848805966644e-05,,,,,,,,
A_w0,10,T2_lag,35.0,,0.002600238016713005,,,,,,,,
A_w0,10,T2_lag,36.0,,0.0017819626797568617,,,,,,,,
A_w0,10,T2_lag,37.0,,0.0015596844506958472,,,,,,,,
A_w0,10,T2_lag,38.0,,0.003294857968322275,,,,,,,,
A_w0,10,T2_lag,39.0,,0.005256237671116526,,,,,,,,
A_w0,10,T2_lag,40.0,,0.00026384831136645466,,,,,,,,
