arm,seed,task,k,H,acc,val,lam,reachable,chance,sat,activity,active_frac,participation_ratio
A_w0,2,T1,2.0,0.0,0.5166666666666667,0.5333333333333333,1e-05,3.0,0.3333333333333333,,,,
A_w0,2,T1,2.0,10.0,0.4666666666666667,0.5916666666666667,1e-05,3.0,0.3333333333333333,,,,
A_w0,2,T1,2.0,20.0,0.525,0.5666666666666667,1e-05,3.0,0.3333333333333333,,,,
A_w0,2,T1,4.0,0.0,0.38333333333333336,0.45,1e-05,5.0,0.2,,,,
A_w0,2,T1,4.0,10.0,0.4166666666666667,0.45,0.001,5.0,0.2,,,,
A_w0,2,T1,4.0,20.0,0.4,0.4583333333333333,0.001,5.0,0.2,,,,
A_w0,2,T1,6.0,0.0,0.275,0.31666666666666665,1e-05,7.0,0.14285714285714285,,,,
A_w0,2,T1,6.0,10.0,0.275,0.31666666666666665,0.0001,7.0,0.14285714285714285,,,,
A_w0,2,T1,6.0,20.0,0.26666666666666666,0.375,1e-06,7.0,0.14285714285714285,,,,
A_w0,2,T1,8.0,0.0,0.23333333333333334,0.26666666666666666,1e-06,9.0,0.1111111111111111,,,,
A_w0,2,T1,8.0,10.0,0.225,0.3416666666666667,1e-05,9.0,0.1111111111111111,,,,
A_w0,2,T1,8.0,20.0,0.275,0.25833333333333336,0.0001,9.0,0.1111111111111111,,,,
A_w0,2,T1,10.0,0.0,0.21666666666666667,0.25,1e-06,9.0,0.1111111111111111,,,,
A_w0,2,diag,10.0,0.0,,,,,,0.0,0.002815298408480364,0.023607176581680833,1.0000000000000007
A_w0,2,T1,10.0,10.0,0.18333333333333332,0.275,1e-06,9.0,0.1111111111111111,,,,
A_w0,2,T1,10.0,20.0,0.20833333333333334,0.25,1e-05,9.0,0.1111111111111111,,,,
A_w0,2,T2,,,0.33149095366793097,,1e-06,,,,,,
A_w0,2,T2_lag,1.0,,0.1930777550517044,,,,,,,,
A_w0,2,T2_lag,2.0,,0.03884597204772467,,,,,,,,
A_w0,2,T2_lag,3.0,,0.015802347716011304,,,,,,,,
A_w0,2,T2_lag,4.0,,0.0014740024282200806,,,,,,,,
A_w0,2,T2_lag,5.0,,0.0011941494637312962,,,,,,,,
A_w0,2,T2_lag,6.0,,1.1366115580372324e-06,,,,,,,,
A_w0,2,T2_lag,7.0,,0.006044755524111155,,,,,,,,
A_w0,2,T2_lag,8.0,,0.004982133020366704,,,,,,,,
A_w0,2,T2_lag,9.0,,0.0005763458552124264,,,,,,,,
A_w0,2,T2_lag,10.0,,5.770294944734993e-05,,,,,,,,
A_w0,2,T2_lag,11.0,,0.004136529651210727,,,,,,,,
A_w0,2,T2_lag,12.0,,2.6090477608623048e-08,,,,,,,,
A_w0,2,T2_lag,13.0,,0.00014070870638912452,,,,,,,,
A_w0,2,T2_lag,14.0,,0.000589673082449328,,,,,,,,
A_w0,2,T2_lag,15.0,,0.00027373777405956907,,,,,,,,
A_w0,2,T2_lag,16.0,,1.2808279236880841e-05,,,,,,,,
A_w0,2,T2_lag,17.0,,0.011508916364884212,,,,,,,,
A_w0,2,T2_lag,18.0,,0.003402793768493767,,,,,,,,
A_w0,2,T2_lag,19.0,,0.000890806760271163,,,,,,,,
A_w0,2,T2_lag,20.0,,0.00044868817245232346,,,,,,,,
A_w0,2,T2_lag,21.0,,0.0018136986992818168,,,,,,,,
A_w0,2,T2_lag,22.0,,0.00028514575909426937,,,,,,,,
A_w0,2,T2_lag,23.0,,0.002167619643675408,,,,,,,,
A_w0,2,T2_lag,24.0,,0.007271923867159429,,,,,,,,
A_w0,2,T2_lag,25.0,,0.007744147817443035,,,,,,,,
A_w0,2,T2_lag,26.0,,0.000284407418554717,,,,,,,,
A_w0,2,T2_lag,27.0,,0.00030243904756814815,,,,,,,,
A_w0,2,T2_lag,28.0,,0.0005296796043436921,,,,,,,,
A_w0,2,T2_lag,29.0,,0.0041142018826846385,,,,,,,,
A_w0,2,T2_lag,30.0,,0.0009218884488522914,,,,,,,,
A_w0,2,T2_lag,31.0,,0.0017927600094902435,,,,,,,,
A_w0,2,T2_lag,32.0,,0.0046761616645097,,,,,,,,
A_w0,2,T2_lag,33.0,,0.0006366868529413928,,,,,,,,
A_w0,2,T2_lag,34.0,,0.002908684063780812,,,,,,,,
A_w0,2,T2_lag,35.0,,0.0007560965922171757,,,,,,,,
A_w0,2,T2_lag,36.0,,0.0002752460286856528,,,,,,,,
A_w0,2,T2_lag,37.0,,0.003054666402353773,,,,,,,,
A_w0,2,T2_lag,38.0,,0.003209037579846774,,,,,,,,
A_w0,2,T2_lag,39.0,,0.001908684043386358,,,,,,,,
A_w0,2,T2_lag,40.0,,0.0033767889240495248,,,,,,,,
