arm,seed,task,k,H,acc,val,lam,reachable,chance,sat,activity,active_frac,participation_ratio
A_derece,12,T1,2,0,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_derece,12,T1,2,10,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_derece,12,T1,2,20,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_derece,12,T1,4,0,0.9416666666666667,0.925,1e-06,5.0,0.2,,,,
A_derece,12,T1,4,10,1.0,1.0,1e-06,5.0,0.2,,,,
A_derece,12,T1,4,20,1.0,1.0,1e-06,5.0,0.2,,,,
A_derece,12,T1,6,0,0.7583333333333333,0.7916666666666666,1e-06,7.0,0.14285714285714285,,,,
A_derece,12,T1,6,10,1.0,1.0,1e-06,7.0,0.14285714285714285,,,,
A_derece,12,T1,6,20,1.0,1.0,1e-06,7.0,0.14285714285714285,,,,
A_derece,12,T1,8,0,0.525,0.575,1e-06,9.0,0.1111111111111111,,,,
A_derece,12,T1,8,10,0.675,0.7333333333333333,1e-06,9.0,0.1111111111111111,,,,
A_derece,12,T1,8,20,0.675,0.7333333333333333,1e-06,9.0,0.1111111111111111,,,,
A_derece,12,T1,10,0,0.19166666666666668,0.23333333333333334,0.1,9.0,0.1111111111111111,,,,
A_derece,12,diag,10,0,,,,,,0.6422026370090581,0.7915078655780909,0.9745042492917847,8.397388407293848
A_derece,12,T1,10,10,0.15,0.225,0.1,9.0,0.1111111111111111,,,,
A_derece,12,T1,10,20,0.15833333333333333,0.225,1.0,9.0,0.1111111111111111,,,,
