arm,seed,task,k,H,acc,val,lam,reachable,chance,sat,activity,active_frac,participation_ratio
A_gercek,1,T1,2.0,0.0,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_gercek,1,T1,2.0,10.0,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_gercek,1,T1,2.0,20.0,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_gercek,1,T1,4.0,0.0,0.9333333333333333,0.9583333333333334,1e-06,5.0,0.2,,,,
A_gercek,1,T1,4.0,10.0,1.0,1.0,1e-06,5.0,0.2,,,,
A_gercek,1,T1,4.0,20.0,1.0,1.0,1e-06,5.0,0.2,,,,
A_gercek,1,T1,6.0,0.0,0.75,0.7333333333333333,1e-06,7.0,0.14285714285714285,,,,
A_gercek,1,T1,6.0,10.0,1.0,1.0,1e-06,7.0,0.14285714285714285,,,,
A_gercek,1,T1,6.0,20.0,1.0,1.0,1e-06,7.0,0.14285714285714285,,,,
A_gercek,1,T1,8.0,0.0,0.5916666666666667,0.5083333333333333,1e-06,9.0,0.1111111111111111,,,,
A_gercek,1,T1,8.0,10.0,0.7333333333333333,0.7083333333333334,1e-06,9.0,0.1111111111111111,,,,
A_gercek,1,T1,8.0,20.0,0.7083333333333334,0.725,1e-06,9.0,0.1111111111111111,,,,
A_gercek,1,T1,10.0,0.0,0.2916666666666667,0.325,0.1,9.0,0.1111111111111111,,,,
A_gercek,1,diag,10.0,0.0,,,,,,0.32481114258734656,0.47795366350724916,0.6836638338054769,1.1247431846363856
A_gercek,1,T1,10.0,10.0,0.25,0.2916666666666667,0.1,9.0,0.1111111111111111,,,,
A_gercek,1,T1,10.0,20.0,0.20833333333333334,0.3,0.001,9.0,0.1111111111111111,,,,
A_gercek,1,T2,,,2.2938160314724856,,0.0001,,,,,,
A_gercek,1,T2_lag,1.0,,0.7306822280814703,,,,,,,,
A_gercek,1,T2_lag,2.0,,0.33154941287563805,,,,,,,,
A_gercek,1,T2_lag,3.0,,0.13171590019102206,,,,,,,,
A_gercek,1,T2_lag,4.0,,0.1441329431684363,,,,,,,,
A_gercek,1,T2_lag,5.0,,0.11539228887808446,,,,,,,,
A_gercek,1,T2_lag,6.0,,0.144260448887431,,,,,,,,
A_gercek,1,T2_lag,7.0,,0.09340943081290565,,,,,,,,
A_gercek,1,T2_lag,8.0,,0.08603791272110385,,,,,,,,
A_gercek,1,T2_lag,9.0,,0.0437449188710048,,,,,,,,
A_gercek,1,T2_lag,10.0,,0.042794106547865036,,,,,,,,
A_gercek,1,T2_lag,11.0,,0.06527425168169596,,,,,,,,
A_gercek,1,T2_lag,12.0,,0.08529121023481526,,,,,,,,
A_gercek,1,T2_lag,13.0,,0.04755965630148974,,,,,,,,
A_gercek,1,T2_lag,14.0,,0.043813197904870975,,,,,,,,
A_gercek,1,T2_lag,15.0,,0.03345874596896654,,,,,,,,
A_gercek,1,T2_lag,16.0,,0.02031524671941489,,,,,,,,
A_gercek,1,T2_lag,17.0,,0.01011960500541195,,,,,,,,
A_gercek,1,T2_lag,18.0,,0.03074169496524684,,,,,,,,
A_gercek,1,T2_lag,19.0,,0.0020796198235950064,,,,,,,,
A_gercek,1,T2_lag,20.0,,0.003918084962218303,,,,,,,,
A_gercek,1,T2_lag,21.0,,0.0029509872594254104,,,,,,,,
A_gercek,1,T2_lag,22.0,,0.008224077425677063,,,,,,,,
A_gercek,1,T2_lag,23.0,,0.0023006320372913514,,,,,,,,
A_gercek,1,T2_lag,24.0,,0.00027914978215923584,,,,,,,,
A_gercek,1,T2_lag,25.0,,0.0035702607587847004,,,,,,,,
A_gercek,1,T2_lag,26.0,,0.005945751022311392,,,,,,,,
A_gercek,1,T2_lag,27.0,,0.0005291670308871417,,,,,,,,
A_gercek,1,T2_lag,28.0,,0.004183252272306931,,,,,,,,
A_gercek,1,T2_lag,29.0,,0.006478029438734463,,,,,,,,
A_gercek,1,T2_lag,30.0,,0.0042110997747926366,,,,,,,,
A_gercek,1,T2_lag,31.0,,0.006740852408243612,,,,,,,,
A_gercek,1,T2_lag,32.0,,0.014064205115140402,,,,,,,,
A_gercek,1,T2_lag,33.0,,0.0010325552508432647,,,,,,,,
A_gercek,1,T2_lag,34.0,,2.6599469858925446e-05,,,,,,,,
A_gercek,1,T2_lag,35.0,,0.005743327688827682,,,,,,,,
A_gercek,1,T2_lag,36.0,,0.0021800491971143052,,,,,,,,
A_gercek,1,T2_lag,37.0,,0.002990809132822841,,,,,,,,
A_gercek,1,T2_lag,38.0,,0.0081498711850015,,,,,,,,
A_gercek,1,T2_lag,39.0,,0.005723561342479499,,,,,,,,
A_gercek,1,T2_lag,40.0,,0.0022008892770955784,,,,,,,,
