arm,seed,task,k,H,acc,val,lam,reachable,chance,sat,activity,active_frac,participation_ratio
A_er,15,T1,2,0,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_er,15,T1,2,10,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_er,15,T1,2,20,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_er,15,T1,4,0,0.7,0.8,1e-06,5.0,0.2,,,,
A_er,15,T1,4,10,0.7833333333333333,0.8833333333333333,1e-06,5.0,0.2,,,,
A_er,15,T1,4,20,0.9,0.9416666666666667,1e-06,5.0,0.2,,,,
A_er,15,T1,6,0,0.5166666666666667,0.625,1e-05,7.0,0.14285714285714285,,,,
A_er,15,T1,6,10,0.625,0.6583333333333333,1e-06,7.0,0.14285714285714285,,,,
A_er,15,T1,6,20,0.7333333333333333,0.7583333333333333,1e-06,7.0,0.14285714285714285,,,,
A_er,15,T1,8,0,0.425,0.4083333333333333,1e-05,9.0,0.1111111111111111,,,,
A_er,15,T1,8,10,0.425,0.375,1e-06,9.0,0.1111111111111111,,,,
A_er,15,T1,8,20,0.5166666666666667,0.36666666666666664,1e-06,9.0,0.1111111111111111,,,,
A_er,15,T1,10,0,0.20833333333333334,0.35833333333333334,1e-06,9.0,0.1111111111111111,,,,
A_er,15,diag,10,0,,,,,,0.9532223796033994,0.9770565383070519,0.9995278564683664,1.1430421364714256
A_er,15,T1,10,10,0.24166666666666667,0.35833333333333334,1e-05,9.0,0.1111111111111111,,,,
A_er,15,T1,10,20,0.25,0.26666666666666666,1.0,9.0,0.1111111111111111,,,,
