arm,seed,task,k,H,acc,val,lam,reachable,chance,sat,activity,active_frac,participation_ratio
A_derece,17,T1,2,0,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_derece,17,T1,2,10,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_derece,17,T1,2,20,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_derece,17,T1,4,0,1.0,1.0,1e-06,5.0,0.2,,,,
A_derece,17,T1,4,10,1.0,1.0,1e-06,5.0,0.2,,,,
A_derece,17,T1,4,20,1.0,1.0,1e-06,5.0,0.2,,,,
A_derece,17,T1,6,0,0.95,0.9333333333333333,1e-06,7.0,0.14285714285714285,,,,
A_derece,17,T1,6,10,1.0,1.0,1e-06,7.0,0.14285714285714285,,,,
A_derece,17,T1,6,20,1.0,1.0,1e-06,7.0,0.14285714285714285,,,,
A_derece,17,T1,8,0,0.575,0.6083333333333333,1e-05,9.0,0.1111111111111111,,,,
A_derece,17,T1,8,10,0.675,0.675,1e-06,9.0,0.1111111111111111,,,,
A_derece,17,T1,8,20,0.6833333333333333,0.7,1e-06,9.0,0.1111111111111111,,,,
A_derece,17,T1,10,0,0.275,0.25,1.0,9.0,0.1111111111111111,,,,
A_derece,17,diag,10,0,,,,,,0.6529198580072045,0.7986015206067337,0.9759206798866855,12.39910715874468
A_derece,17,T1,10,10,0.26666666666666666,0.23333333333333334,1.0,9.0,0.1111111111111111,,,,
A_derece,17,T1,10,20,0.2916666666666667,0.21666666666666667,1.0,9.0,0.1111111111111111,,,,
