arm,seed,task,k,H,acc,val,lam,reachable,chance,sat,activity,active_frac,participation_ratio
A_w0,13,T1,2.0,0.0,0.7,0.7166666666666667,0.001,3.0,0.3333333333333333,,,,
A_w0,13,T1,2.0,10.0,0.7,0.7166666666666667,0.001,3.0,0.3333333333333333,,,,
A_w0,13,T1,2.0,20.0,0.7,0.7166666666666667,0.01,3.0,0.3333333333333333,,,,
A_w0,13,T1,4.0,0.0,0.375,0.35,1e-05,5.0,0.2,,,,
A_w0,13,T1,4.0,10.0,0.35833333333333334,0.4166666666666667,1e-06,5.0,0.2,,,,
A_w0,13,T1,4.0,20.0,0.39166666666666666,0.35833333333333334,1e-06,5.0,0.2,,,,
A_w0,13,T1,6.0,0.0,0.31666666666666665,0.3,1e-06,7.0,0.14285714285714285,,,,
A_w0,13,T1,6.0,10.0,0.30833333333333335,0.25,1e-06,7.0,0.14285714285714285,,,,
A_w0,13,T1,6.0,20.0,0.30833333333333335,0.23333333333333334,1e-06,7.0,0.14285714285714285,,,,
A_w0,13,T1,8.0,0.0,0.225,0.2916666666666667,1e-05,9.0,0.1111111111111111,,,,
A_w0,13,T1,8.0,10.0,0.23333333333333334,0.2916666666666667,1e-05,9.0,0.1111111111111111,,,,
A_w0,13,T1,8.0,20.0,0.19166666666666668,0.3,1e-06,9.0,0.1111111111111111,,,,
A_w0,13,T1,10.0,0.0,0.15833333333333333,0.23333333333333334,1e-05,9.0,0.1111111111111111,,,,
A_w0,13,diag,10.0,0.0,,,,,,0.0,0.0028152984084803636,0.023607176581680833,1.0000000000000049
A_w0,13,T1,10.0,10.0,0.15833333333333333,0.23333333333333334,1e-05,9.0,0.1111111111111111,,,,
A_w0,13,T1,10.0,20.0,0.15833333333333333,0.23333333333333334,1e-05,9.0,0.1111111111111111,,,,
A_w0,13,T2,,,0.35000884993354087,,1.0,,,,,,
A_w0,13,T2_lag,1.0,,0.17362165445497058,,,,,,,,
A_w0,13,T2_lag,2.0,,0.0649706400964296,,,,,,,,
A_w0,13,T2_lag,3.0,,0.008162450197973875,,,,,,,,
A_w0,13,T2_lag,4.0,,0.002064616645675495,,,,,,,,
A_w0,13,T2_lag,5.0,,0.0005907345087262913,,,,,,,,
A_w0,13,T2_lag,6.0,,5.677699034601846e-05,,,,,,,,
A_w0,13,T2_lag,7.0,,0.00046502364609178273,,,,,,,,
A_w0,13,T2_lag,8.0,,0.0011131033910477535,,,,,,,,
A_w0,13,T2_lag,9.0,,0.0008493129148551073,,,,,,,,
A_w0,13,T2_lag,10.0,,0.0013635929628027677,,,,,,,,
A_w0,13,T2_lag,11.0,,0.005245916394979333,,,,,,,,
A_w0,13,T2_lag,12.0,,0.00018120158225507375,,,,,,,,
A_w0,13,T2_lag,13.0,,0.0015074636162538196,,,,,,,,
A_w0,13,T2_lag,14.0,,0.00012909833535792504,,,,,,,,
A_w0,13,T2_lag,15.0,,0.011379428662792459,,,,,,,,
A_w0,13,T2_lag,16.0,,0.00592531059863728,,,,,,,,
A_w0,13,T2_lag,17.0,,0.009351413299954613,,,,,,,,
A_w0,13,T2_lag,18.0,,0.00011666777397638507,,,,,,,,
A_w0,13,T2_lag,19.0,,0.0028545081343317224,,,,,,,,
A_w0,13,T2_lag,20.0,,0.006697412303776176,,,,,,,,
A_w0,13,T2_lag,21.0,,0.008454621267085878,,,,,,,,
A_w0,13,T2_lag,22.0,,0.001705135730875594,,,,,,,,
A_w0,13,T2_lag,23.0,,0.005027728618101092,,,,,,,,
A_w0,13,T2_lag,24.0,,0.009717203860183791,,,,,,,,
A_w0,13,T2_lag,25.0,,0.0004913795102987328,,,,,,,,
A_w0,13,T2_lag,26.0,,0.00260332435809606,,,,,,,,
A_w0,13,T2_lag,27.0,,1.3679496275779061e-05,,,,,,,,
A_w0,13,T2_lag,28.0,,0.005555244137642426,,,,,,,,
A_w0,13,T2_lag,29.0,,0.000585513903860053,,,,,,,,
A_w0,13,T2_lag,30.0,,0.008748800118136606,,,,,,,,
A_w0,13,T2_lag,31.0,,0.0020969307780945388,,,,,,,,
A_w0,13,T2_lag,32.0,,0.0024395104379130975,,,,,,,,
A_w0,13,T2_lag,33.0,,0.00032110431431367807,,,,,,,,
A_w0,13,T2_lag,34.0,,1.395694012287651e-05,,,,,,,,
A_w0,13,T2_lag,35.0,,0.0001440010796558885,,,,,,,,
A_w0,13,T2_lag,36.0,,0.00039354951633163417,,,,,,,,
A_w0,13,T2_lag,37.0,,0.00011868566126823481,,,,,,,,
A_w0,13,T2_lag,38.0,,0.00013082195218012428,,,,,,,,
A_w0,13,T2_lag,39.0,,9.313177896431592e-05,,,,,,,,
A_w0,13,T2_lag,40.0,,0.004708199962906451,,,,,,,,
