arm,seed,task,k,H,acc,val,lam,reachable,chance,sat,activity,active_frac,participation_ratio
A_gercek,16,T1,2.0,0.0,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_gercek,16,T1,2.0,10.0,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_gercek,16,T1,2.0,20.0,1.0,1.0,1e-06,3.0,0.3333333333333333,,,,
A_gercek,16,T1,4.0,0.0,1.0,1.0,1e-06,5.0,0.2,,,,
A_gercek,16,T1,4.0,10.0,1.0,1.0,1e-06,5.0,0.2,,,,
A_gercek,16,T1,4.0,20.0,1.0,1.0,1e-06,5.0,0.2,,,,
A_gercek,16,T1,6.0,0.0,0.8,0.7166666666666667,1e-06,7.0,0.14285714285714285,,,,
A_gercek,16,T1,6.0,10.0,0.9833333333333333,0.9833333333333333,1e-06,7.0,0.14285714285714285,,,,
A_gercek,16,T1,6.0,20.0,0.9833333333333333,0.9833333333333333,1e-06,7.0,0.14285714285714285,,,,
A_gercek,16,T1,8.0,0.0,0.525,0.4583333333333333,1e-05,9.0,0.1111111111111111,,,,
A_gercek,16,T1,8.0,10.0,0.6333333333333333,0.625,1e-06,9.0,0.1111111111111111,,,,
A_gercek,16,T1,8.0,20.0,0.6416666666666667,0.5916666666666667,1e-06,9.0,0.1111111111111111,,,,
A_gercek,16,T1,10.0,0.0,0.275,0.2833333333333333,0.01,9.0,0.1111111111111111,,,,
A_gercek,16,diag,10.0,0.0,,,,,,0.32953170356380934,0.47975344367510103,0.682247403210576,1.641052783269293
A_gercek,16,T1,10.0,10.0,0.21666666666666667,0.24166666666666667,0.01,9.0,0.1111111111111111,,,,
A_gercek,16,T1,10.0,20.0,0.2833333333333333,0.275,0.01,9.0,0.1111111111111111,,,,
A_gercek,16,T2,,,2.985093525008685,,1e-05,,,,,,
A_gercek,16,T2_lag,1.0,,0.90860397228213,,,,,,,,
A_gercek,16,T2_lag,2.0,,0.506855112326614,,,,,,,,
A_gercek,16,T2_lag,3.0,,0.224933910868289,,,,,,,,
A_gercek,16,T2_lag,4.0,,0.22348588874393133,,,,,,,,
A_gercek,16,T2_lag,5.0,,0.12867160957345783,,,,,,,,
A_gercek,16,T2_lag,6.0,,0.15131397134686717,,,,,,,,
A_gercek,16,T2_lag,7.0,,0.11695150366563294,,,,,,,,
A_gercek,16,T2_lag,8.0,,0.09067713764752847,,,,,,,,
A_gercek,16,T2_lag,9.0,,0.08218207286662449,,,,,,,,
A_gercek,16,T2_lag,10.0,,0.06612438178198646,,,,,,,,
A_gercek,16,T2_lag,11.0,,0.04769509858466887,,,,,,,,
A_gercek,16,T2_lag,12.0,,0.07486138363980409,,,,,,,,
A_gercek,16,T2_lag,13.0,,0.07058714029479936,,,,,,,,
A_gercek,16,T2_lag,14.0,,0.03796001916329778,,,,,,,,
A_gercek,16,T2_lag,15.0,,0.0676903447565839,,,,,,,,
A_gercek,16,T2_lag,16.0,,0.03077929370891994,,,,,,,,
A_gercek,16,T2_lag,17.0,,0.027452116645688956,,,,,,,,
A_gercek,16,T2_lag,18.0,,0.028681956834023886,,,,,,,,
A_gercek,16,T2_lag,19.0,,0.03267136067349387,,,,,,,,
A_gercek,16,T2_lag,20.0,,0.008241355564439388,,,,,,,,
A_gercek,16,T2_lag,21.0,,0.014994302243398728,,,,,,,,
A_gercek,16,T2_lag,22.0,,0.013974439897323837,,,,,,,,
A_gercek,16,T2_lag,23.0,,0.008372795179734636,,,,,,,,
A_gercek,16,T2_lag,24.0,,0.00014829353967625578,,,,,,,,
A_gercek,16,T2_lag,25.0,,0.0049309651463310695,,,,,,,,
A_gercek,16,T2_lag,26.0,,0.0008959283386691376,,,,,,,,
A_gercek,16,T2_lag,27.0,,0.0022471681635403756,,,,,,,,
A_gercek,16,T2_lag,28.0,,0.0003055667523948176,,,,,,,,
A_gercek,16,T2_lag,29.0,,0.0005175059712347116,,,,,,,,
A_gercek,16,T2_lag,30.0,,0.0002725392379110994,,,,,,,,
A_gercek,16,T2_lag,31.0,,1.696219668435395e-05,,,,,,,,
A_gercek,16,T2_lag,32.0,,0.001394256546035002,,,,,,,,
A_gercek,16,T2_lag,33.0,,5.494924515101386e-05,,,,,,,,
A_gercek,16,T2_lag,34.0,,0.001198430385148175,,,,,,,,
A_gercek,16,T2_lag,35.0,,0.0016976143558039062,,,,,,,,
A_gercek,16,T2_lag,36.0,,0.00011573530046279268,,,,,,,,
A_gercek,16,T2_lag,37.0,,0.005703518417744949,,,,,,,,
A_gercek,16,T2_lag,38.0,,3.2592278826843084e-06,,,,,,,,
A_gercek,16,T2_lag,39.0,,0.0003602621678868615,,,,,,,,
A_gercek,16,T2_lag,40.0,,0.0014694017268893753,,,,,,,,
