seed,n,op,wrong,sim
5,0,-,0,0.9249999999999998
5,1,+,0,0.9374999999999999
5,1,-,0,0.9624999999999998
5,2,+,0,0.9374999999999999
5,2,-,0,0.9624999999999998
5,3,+,0,0.9249999999999998
5,3,-,0,0.8624999999999998
5,4,+,0,0.7999999999999998
5,4,-,0,0.8499999999999999
5,5,+,0,0.7731370925362601
5,5,-,0,0.8499999999999999
5,6,+,0,0.9374999999999999
5,6,-,0,0.8499999999999999
5,7,+,0,0.9499999999999998
5,7,-,0,0.9624999999999998
5,8,+,0,0.9499999999999998
5,8,-,0,0.9624999999999998
5,9,+,0,0.8874999999999998
5,9,-,0,0.9249999999999998
5,10,+,0,0.8624999999999998
5,10,-,0,0.8749999999999999
5,11,+,0,0.8124999999999999
5,11,-,0,0.7999999999999998
5,12,+,0,0.8766100170265106
5,12,-,0,0.9192723907499135
5,13,+,0,0.8766100170265106
5,13,-,0,0.9192723907499135
5,14,+,0,0.8466416999071569
5,14,-,0,0.8944271909999159
5,15,+,0,0.8695819912499182
5,15,-,0,0.9124999999999999
5,16,+,0,0.8695819912499182
5,16,-,0,0.9124999999999999
5,17,+,0,0.9383431168171099
5,17,-,0,0.9068497908749147
5,18,+,0,0.9383431168171099
5,18,-,0,0.9068497908749147
5,19,+,0,0.8272235371940312
5,19,-,0,0.8999999999999998
5,20,+,0,0.9013032569427504
5,20,-,0,0.8323141916249217
5,21,+,0,0.9013032569427504
5,21,-,0,0.8944271909999159
5,22,+,0,0.8874999999999998
5,22,-,0,0.8874999999999998
5,23,+,0,0.9249999999999998
5,23,-,0,0.9249999999999998
5,24,+,0,0.9249999999999998
5,24,-,0,0.9249999999999998
5,25,+,0,0.9249999999999998
5,25,-,0,0.9249999999999998
5,26,+,0,0.9249999999999998
5,26,-,0,0.9249999999999998
5,27,+,0,0.8624999999999998
5,27,-,0,0.8499999999999999
5,28,+,0,0.8695819912499182
5,28,-,0,0.8249999999999998
5,29,+,0,0.8695819912499182
5,29,-,0,0.8874999999999998
5,30,+,0,0.8198915917499229
5,30,-,0,0.8874999999999998
5,31,+,0,0.8124999999999999
5,31,-,0,0.8374999999999998
5,32,+,0,0.8999999999999998
5,32,-,0,0.8749999999999999
5,33,+,0,0.9249999999999998
5,33,-,0,0.8749999999999999
5,34,+,0,0.9441175904999112
5,34,-,0,0.9624999999999998
5,35,+,0,0.9441175904999112
5,35,-,0,0.9624999999999998
5,36,+,0,0.9374999999999999
5,36,-,0,0.9124999999999999
5,37,+,0,0.9374999999999999
5,37,-,0,0.8499999999999999
5,38,+,0,0.7874999999999999
5,38,-,0,0.8124999999999999
5,39,+,0,0.8695819912499182
5,39,-,0,0.9124999999999999
5,40,+,0,0.8695819912499182
5,40,-,0,0.9124999999999999
5,41,+,0,0.8499999999999999
5,41,-,0,0.8624999999999998
5,42,+,0,0.8874999999999998
5,42,-,0,0.8749999999999999
5,43,+,0,0.8874999999999998
5,43,-,0,0.8749999999999999
5,44,+,0,0.8374999999999998
5,44,-,0,0.7999999999999998
5,45,+,0,0.9441175904999112
5,45,-,0,0.9374999999999999
5,46,+,0,0.9506172839506173
5,46,-,0,0.9374999999999999
5,47,+,0,0.9506172839506173
5,47,-,0,0.9249999999999998
5,48,+,0,0.8944271909999159
5,48,-,0,0.8999999999999998
5,49,+,0,0.9124999999999999
5,49,-,0,0.9349276099540231
5,50,+,0,0.9124999999999999
5,50,-,0,0.9349276099540231
5,51,+,0,0.9068497908749147
5,51,-,0,0.8728715609439694
5,52,+,0,0.9068497908749147
5,52,-,0,0.9587309488182338
5,53,+,0,0.9068497908749147
5,53,-,0,0.9587309488182338
5,54,+,0,0.9624999999999998
5,54,-,0,0.9585135395861193
5,55,+,0,0.9624999999999998
5,55,-,0,0.9374999999999999
5,56,+,0,0.9124999999999999
5,56,-,0,0.9374999999999999
5,57,+,0,0.8999999999999998
5,57,-,0,0.9624999999999998
5,58,+,0,0.8999999999999998
5,58,-,0,0.9624999999999998
5,59,+,0,0.9458889376416986
5,59,-,0,0.9249999999999998
5,60,+,0,0.9458889376416986
5,60,-,0,0.9229668553593643
5,61,+,0,0.9458889376416986
5,61,-,0,0.9462604796066584
5,62,+,0,0.9124999999999999
5,62,-,0,0.9462604796066584
5,63,+,0,0.9124999999999999
5,63,-,0,0.977589800571701
5,64,+,0,0.9124999999999999
5,64,-,0,0.977589800571701
5,65,+,0,0.8749999999999999
5,65,-,0,0.8249999999999998
5,66,+,0,0.8749999999999999
5,66,-,0,0.9499999999999998
5,67,+,0,0.8374999999999998
5,67,-,0,0.9499999999999998
5,68,+,0,0.8499999999999999
5,68,-,0,0.7874999999999999
5,69,+,0,0.8874999999999998
5,69,-,0,0.8874999999999998
5,70,+,0,0.9374999999999999
5,70,-,0,0.9374999999999999
5,71,+,0,0.9249999999999998
5,71,-,0,0.9249999999999998
5,72,+,0,0.9374999999999999
5,72,-,0,0.9249999999999998
5,73,+,0,0.9374999999999999
5,73,-,0,0.9068497908749147
5,74,+,0,0.8624999999999998
5,74,-,0,0.8499999999999999
5,75,+,0,0.7624999999999998
5,75,-,0,0.7624999999999998
5,76,+,0,0.8571593913749194
5,76,-,0,0.8874999999999998
5,77,+,0,0.8944271909999159
5,77,-,0,0.8874999999999998
5,78,+,0,0.9374999999999999
5,78,-,0,0.9499999999999998
5,79,+,0,0.9374999999999999
5,79,-,0,0.9499999999999998
5,80,+,0,0.9249999999999998
5,80,-,0,0.8749999999999999
5,81,+,0,0.9124999999999999
5,81,-,0,0.8086924733689046
6,0,+,0,0.9374999999999999
6,0,-,0,0.9624999999999998
6,1,+,0,0.9499999999999998
6,1,-,0,0.9624999999999998
6,2,+,0,0.9499999999999998
6,2,-,0,0.9124999999999999
6,3,+,0,0.8783100656536799
6,3,-,0,0.8749999999999999
6,4,+,0,0.8295150620062532
6,4,-,0,0.8249999999999998
6,5,+,0,0.8999999999999998
6,5,-,0,0.8749999999999999
6,6,+,0,0.8999999999999998
6,6,-,0,0.8749999999999999
6,7,+,0,0.8999999999999998
6,7,-,0,0.9499999999999998
6,8,+,0,0.9374999999999999
6,8,-,0,0.9499999999999998
6,9,+,0,0.9374999999999999
6,9,-,0,0.9441175904999112
6,10,+,0,0.8999999999999998
6,10,-,0,0.8944271909999159
6,11,+,0,0.8749999999999999
6,11,-,0,0.8874999999999998
6,12,+,0,0.8374999999999998
6,12,-,0,0.8695819912499182
6,13,+,0,0.8249999999999998
6,13,-,0,0.807468991874924
6,14,+,0,0.9124999999999999
6,14,-,0,0.9374999999999999
6,15,+,0,0.9124999999999999
6,15,-,0,0.9374999999999999
6,16,+,0,0.8749999999999999
6,16,-,0,0.8624999999999998
6,17,+,0,0.8999999999999998
6,17,-,0,0.9124999999999999
6,18,+,0,0.8999999999999998
6,18,-,0,0.9124999999999999
6,19,+,0,0.8749999999999999
6,19,-,0,0.9124999999999999
6,20,+,0,0.9192723907499135
6,20,-,0,0.9124999999999999
6,21,+,0,0.9192723907499135
6,21,-,0,0.8994240298291868
6,22,+,0,0.9249999999999998
6,22,-,0,0.9285714285714286
6,23,+,0,0.9249999999999998
6,23,-,0,0.9285714285714286
6,24,+,0,0.8499999999999999
6,24,-,0,0.8874999999999998
6,25,+,0,0.9124999999999999
6,25,-,0,0.8874999999999998
6,26,+,0,0.9124999999999999
6,26,-,0,0.8198127976897005
6,27,+,0,0.9624999999999998
6,27,-,0,0.9013032569427504
6,28,+,0,0.9624999999999998
6,28,-,0,0.9136498769008702
6,29,+,0,0.9374999999999999
6,29,-,0,0.9136498769008702
6,30,+,0,0.8874999999999998
6,30,-,0,0.9259964968589901
6,31,+,0,0.8874999999999998
6,31,-,0,0.9374999999999999
6,32,+,0,0.9624999999999998
6,32,-,0,0.9374999999999999
6,33,+,0,0.9624999999999998
6,33,-,0,0.9249999999999998
6,34,+,0,0.9095085938862486
6,34,-,0,0.8749999999999999
6,35,+,0,0.8624999999999998
6,35,-,0,0.8499999999999999
6,36,+,0,0.8624999999999998
6,36,-,0,0.8499999999999999
6,37,+,0,0.8999999999999998
6,37,-,0,0.9374999999999999
6,38,+,0,0.8999999999999998
6,38,-,0,0.9374999999999999
6,39,+,0,0.8749999999999999
6,39,-,0,0.9124999999999999
6,40,+,0,0.8749999999999999
6,40,-,0,0.8874999999999998
6,41,+,0,0.8874999999999998
6,41,-,0,0.9249999999999998
6,42,+,0,0.8874999999999998
6,42,-,0,0.9249999999999998
6,43,+,0,0.8571593913749194
6,43,-,0,0.8499999999999999
6,44,+,0,0.882004591124917
6,44,-,0,0.8749999999999999
6,45,+,0,0.882004591124917
6,45,-,0,0.8749999999999999
6,46,+,0,0.8271604938271605
6,46,-,0,0.8374999999999998
6,47,+,0,0.8695819912499182
6,47,-,0,0.8874999999999998
6,48,+,0,0.8999999999999998
6,48,-,0,0.8874999999999998
6,49,+,0,0.8999999999999998
6,49,-,0,0.8874999999999998
6,50,+,0,0.9694893700057865
6,50,-,0,0.9499999999999998
6,51,+,0,0.9694893700057865
6,51,-,0,0.9499999999999998
6,52,+,0,0.9249999999999998
6,52,-,0,0.9374999999999999
6,53,+,0,0.8249999999999998
6,53,-,0,0.8249999999999998
6,54,+,0,0.9068497908749147
6,54,-,0,0.9124999999999999
6,55,+,0,0.9068497908749147
6,55,-,0,0.9124999999999999
6,56,+,0,0.8249999999999998
6,56,-,0,0.8249999999999998
6,57,+,0,0.8249999999999998
6,57,-,0,0.8249999999999998
6,58,+,0,0.8749999999999999
6,58,-,0,0.8749999999999999
6,59,+,0,0.8749999999999999
6,59,-,0,0.8749999999999999
6,60,+,0,0.8874999999999998
6,60,-,0,0.9374999999999999
6,61,+,0,0.8874999999999998
6,61,-,0,0.9374999999999999
6,62,+,0,0.8874999999999998
6,62,-,0,0.8499999999999999
6,63,+,0,0.8249999999999998
6,63,-,0,0.8249999999999998
6,64,+,0,0.7999999999999998
6,64,-,0,0.7999999999999998
6,65,+,0,0.8249999999999998
6,65,-,0,0.8249999999999998
6,66,+,0,0.9124999999999999
6,66,-,0,0.9013032569427504
6,67,+,0,0.9124999999999999
6,67,-,0,0.9013032569427504
6,68,+,0,0.9192723907499135
6,68,-,0,0.9316949906249123
6,69,+,0,0.9192723907499135
6,69,-,0,0.9316949906249123
6,70,+,0,0.8447367914999205
6,70,-,0,0.8447367914999205
6,71,+,0,0.8749999999999999
6,71,-,0,0.8249999999999998
6,72,+,0,0.8749999999999999
6,72,-,0,0.8749999999999999
6,73,+,0,0.834497179245487
6,73,-,0,0.8749999999999999
6,74,+,0,0.9124999999999999
6,74,-,0,0.882004591124917
6,75,+,0,0.9124999999999999
6,75,-,0,0.9068497908749147
6,76,+,0,0.8571593913749194
6,76,-,0,0.9068497908749147
6,77,+,0,0.8499999999999999
6,77,-,0,0.8499999999999999
6,78,+,0,0.9124999999999999
6,78,-,0,0.8781140799175228
6,79,+,0,0.9192723907499135
6,79,-,0,0.95654019037491
6,80,+,0,0.9813853901249077
6,80,-,1,0.9999999999999998
6,81,+,0,0.9813853901249077
6,81,-,0,0.9999999999999998
7,0,+,0,0.9624999999999998
7,0,-,0,0.9938079899999065
7,1,+,0,0.9624999999999998
7,1,-,0,0.9938079899999065
7,2,+,0,0.934953437896499
7,2,-,0,0.95654019037491
7,3,+,0,0.9124999999999999
7,3,-,0,0.9095085938862486
7,4,+,0,0.9124999999999999
7,4,-,0,0.8749999999999999
7,5,+,0,0.9124999999999999
7,5,-,0,0.882004591124917
7,6,+,0,0.9124999999999999
7,6,-,0,0.882004591124917
7,7,+,0,0.8222251619036417
7,7,-,0,0.7950463919999252
7,8,+,0,0.8539125638299666
7,8,-,0,0.807468991874924
7,9,+,0,0.8539125638299666
7,9,-,0,0.807468991874924
7,10,+,0,0.8295150620062532
7,10,-,0,0.8374999999999998
7,11,+,0,0.8713132312710232
7,11,-,0,0.8624999999999998
7,12,+,0,0.9374999999999999
7,12,-,0,0.8874999999999998
7,13,+,0,0.9624999999999998
7,13,-,0,0.9374999999999999
7,14,+,0,0.9624999999999998
7,14,-,0,0.9374999999999999
7,15,+,0,0.9124999999999999
7,15,-,0,0.9249999999999998
7,16,+,0,0.8249999999999998
7,16,-,0,0.8499999999999999
7,17,+,0,0.8874999999999998
7,17,-,0,0.8749999999999999
7,18,+,0,0.8874999999999998
7,18,-,0,0.8499999999999999
7,19,+,0,0.9249999999999998
7,19,-,0,0.9249999999999998
7,20,+,0,0.9441175904999112
7,20,-,0,0.9441175904999112
7,21,+,0,0.9249999999999998
7,21,-,0,0.9249999999999998
7,22,+,0,0.9249999999999998
7,22,-,0,0.9249999999999998
7,23,+,0,0.9249999999999998
7,23,-,0,0.9249999999999998
7,24,+,0,0.7577785923749287
7,24,-,0,0.7749999999999999
7,25,+,0,0.9249999999999998
7,25,-,0,0.8249999999999998
7,26,+,0,0.9249999999999998
7,26,-,0,0.8695819912499182
7,27,+,0,0.8889566369846305
7,27,-,0,0.8695819912499182
7,28,+,0,0.9499999999999998
7,28,-,0,0.9374999999999999
7,29,+,0,0.9499999999999998
7,29,-,0,0.9374999999999999
7,30,+,0,0.8874999999999998
7,30,-,0,0.8766100170265106
7,31,+,0,0.963855421686747
7,31,-,0,0.8766100170265106
7,32,+,0,0.963855421686747
7,32,-,0,0.9124999999999999
7,33,+,0,0.9221722216732094
7,33,-,0,0.9124999999999999
7,34,+,0,0.9124999999999999
7,34,-,0,0.8749999999999999
7,35,+,0,0.9499999999999998
7,35,-,0,0.9499999999999998
7,36,+,0,0.9499999999999998
7,36,-,0,0.9499999999999998
7,37,+,0,0.9124999999999999
7,37,-,0,0.9499999999999998
7,38,+,0,0.8571593913749194
7,38,-,0,0.8249999999999998
7,39,+,0,0.8499999999999999
7,39,-,0,0.8447367914999205
7,40,+,0,0.8999999999999998
7,40,-,0,0.8944271909999159
7,41,+,0,0.9749999999999999
7,41,-,0,0.8944271909999159
7,42,+,0,0.9749999999999999
7,42,-,0,0.9124999999999999
7,43,+,0,0.9249999999999998
7,43,-,0,0.9374999999999999
7,44,+,0,0.8874999999999998
7,44,-,0,0.9374999999999999
7,45,+,0,0.8374999999999998
7,45,-,0,0.8374999999999998
7,46,+,0,0.8323141916249217
7,46,-,0,0.8124999999999999
7,47,+,0,0.8695819912499182
7,47,-,0,0.8124999999999999
7,48,+,0,0.8695819912499182
7,48,-,0,0.8124999999999999
7,49,+,0,0.7999999999999998
7,49,-,0,0.9124999999999999
7,50,+,0,0.8749999999999999
7,50,-,0,0.9124999999999999
7,51,+,0,0.8749999999999999
7,51,-,0,0.8571593913749194
7,52,+,0,0.8749999999999999
7,52,-,0,0.8889566369846305
7,53,+,0,0.9383431168171099
7,53,-,0,0.9383431168171099
7,54,+,0,0.9249999999999998
7,54,-,0,0.9249999999999998
7,55,+,0,0.9249999999999998
7,55,-,0,0.9249999999999998
7,56,+,0,0.9249999999999998
7,56,-,0,0.9249999999999998
7,57,+,0,0.9249999999999998
7,57,-,0,0.8749999999999999
7,58,+,0,0.9249999999999998
7,58,-,0,0.9249999999999998
7,59,+,0,0.9124999999999999
7,59,-,0,0.9249999999999998
7,60,+,0,0.7749999999999999
7,60,-,0,0.7654904374034318
7,61,+,0,0.9499999999999998
7,61,-,0,0.8766100170265106
7,62,+,0,0.9499999999999998
7,62,-,0,0.8889566369846305
7,63,+,0,0.9249999999999998
7,63,-,0,0.8889566369846305
7,64,+,0,0.9124999999999999
7,64,-,0,0.9624999999999998
7,65,+,0,0.9124999999999999
7,65,-,0,0.9624999999999998
7,66,+,0,0.8571593913749194
7,66,-,0,0.8749999999999999
7,67,+,0,0.8874999999999998
7,67,-,0,0.8624999999999998
7,68,+,0,0.8874999999999998
7,68,-,0,0.8624999999999998
7,69,+,0,0.8148769172359113
7,69,-,0,0.8148769172359113
7,70,+,0,0.8499999999999999
7,70,-,0,0.8499999999999999
7,71,+,0,0.8874999999999998
7,71,-,0,0.9249999999999998
7,72,+,0,0.8874999999999998
7,72,-,0,0.9249999999999998
7,73,+,0,0.95654019037491
7,73,-,0,0.9124999999999999
7,74,+,0,0.95654019037491
7,74,-,0,0.8999999999999998
7,75,+,0,0.8749999999999999
7,75,-,0,0.8642633970683907
7,76,+,0,0.8749999999999999
7,76,-,0,0.8642633970683907
7,77,+,0,0.8624999999999998
7,77,-,0,0.8624999999999998
7,78,+,0,0.8700346126866029
7,78,-,0,0.8198915917499229
7,79,+,0,0.8946750577612211
7,79,-,0,0.9441175904999112
7,80,+,0,0.9753829766914696
7,80,-,0,0.9689627902499088
7,81,+,0,0.9753829766914696
7,81,-,0,0.9689627902499088
8,0,+,0,0.9589266029707681
8,0,-,0,0.9644856443408241
8,1,+,0,0.9589266029707681
8,1,-,0,0.9644856443408241
8,2,+,0,0.7702011922499276
8,2,-,0,0.8077567271354402
8,3,+,0,0.9316949906249123
8,3,-,0,0.8874999999999998
8,4,+,0,0.9749999999999999
8,4,-,0,0.9749999999999999
8,5,+,0,0.9749999999999999
8,5,-,0,0.9749999999999999
8,6,+,0,0.9499999999999998
8,6,-,0,0.8999999999999998
8,7,+,0,0.7999999999999998
8,7,-,0,0.7999999999999998
8,8,+,0,0.8944271909999159
8,8,-,0,0.8624999999999998
8,9,+,0,0.8944271909999159
8,9,-,0,0.8624999999999998
8,10,+,0,0.8874999999999998
8,10,-,0,0.8766100170265106
8,11,+,0,0.8874999999999998
8,11,-,0,0.9124999999999999
8,12,+,0,0.8874999999999998
8,12,-,0,0.9124999999999999
8,13,+,0,0.8999999999999998
8,13,-,0,0.8661113147418232
8,14,+,0,0.9624999999999998
8,14,-,0,0.9449453353220957
8,15,+,0,0.9624999999999998
8,15,-,0,0.9449453353220957
8,16,+,0,0.8874999999999998
8,16,-,0,0.8874999999999998
8,17,+,0,0.9124999999999999
8,17,-,0,0.8999999999999998
8,18,+,0,0.9124999999999999
8,18,-,0,0.8999999999999998
8,19,+,0,0.8749999999999999
8,19,-,0,0.8624999999999998
8,20,+,0,0.9374999999999999
8,20,-,0,0.9374999999999999
8,21,+,0,0.9374999999999999
8,21,-,0,0.9374999999999999
8,22,+,0,0.9249999999999998
8,22,-,0,0.9249999999999998
8,23,+,0,0.95654019037491
8,23,-,0,0.9624999999999998
8,24,+,0,0.95654019037491
8,24,-,0,0.9624999999999998
8,25,+,0,0.7874999999999999
8,25,-,0,0.7874999999999999
8,26,+,0,0.8374999999999998
8,26,-,0,0.8374999999999998
8,27,+,0,0.9374999999999999
8,27,-,0,0.9192723907499135
8,28,+,0,0.95654019037491
8,28,-,0,0.95654019037491
8,29,+,0,0.95654019037491
8,29,-,0,0.95654019037491
8,30,+,0,0.9441175904999112
8,30,-,0,0.9259259259259259
8,31,+,0,0.9374999999999999
8,31,-,0,0.8695819912499182
8,32,+,0,0.8249999999999998
8,32,-,0,0.8249999999999998
8,33,+,0,0.9624999999999998
8,33,-,0,0.9624999999999998
8,34,+,0,0.9749999999999999
8,34,-,0,0.9749999999999999
8,35,+,0,0.9749999999999999
8,35,-,0,0.9749999999999999
8,36,+,0,0.9124999999999999
8,36,-,0,0.9124999999999999
8,37,+,0,0.8374999999999998
8,37,-,0,0.7999999999999998
8,38,+,0,0.8749999999999999
8,38,-,0,0.9216353751380653
8,39,+,0,0.9499999999999998
8,39,-,0,0.9441175904999112
8,40,+,0,0.9499999999999998
8,40,-,0,0.9441175904999112
8,41,+,0,0.9204013006384049
8,41,-,0,0.9124999999999999
8,42,+,0,0.9025061376930095
8,42,-,0,0.9124999999999999
8,43,+,0,0.8944271909999159
8,43,-,0,0.8124999999999999
8,44,+,0,0.8944271909999159
8,44,-,0,0.8624999999999998
8,45,+,0,0.9249999999999998
8,45,-,0,0.8874999999999998
8,46,+,0,0.95654019037491
8,46,-,0,0.9624999999999998
8,47,+,0,0.95654019037491
8,47,-,0,0.9624999999999998
8,48,+,0,0.9624999999999998
8,48,-,0,0.9637013220366766
8,49,+,0,0.9624999999999998
8,49,-,0,0.9637013220366766
8,50,+,0,0.8999999999999998
8,50,-,0,0.882004591124917
8,51,+,0,0.7999999999999998
8,51,-,0,0.7950463919999252
8,52,+,0,0.807468991874924
8,52,-,0,0.7624999999999998
8,53,+,0,0.8499999999999999
8,53,-,0,0.7624999999999998
8,54,+,0,0.9249999999999998
8,54,-,0,0.8999999999999998
8,55,+,0,0.9249999999999998
8,55,-,0,0.8999999999999998
8,56,+,0,0.9624999999999998
8,56,-,0,0.9624999999999998
8,57,+,0,0.9624999999999998
8,57,-,0,0.9624999999999998
8,58,+,0,0.9124999999999999
8,58,-,0,0.8749999999999999
8,59,+,0,0.8749999999999999
8,59,-,0,0.8249999999999998
8,60,+,0,0.7874999999999999
8,60,-,0,0.8124999999999999
8,61,+,0,0.9325328868542597
8,61,-,0,0.9374999999999999
8,62,+,0,0.9325328868542597
8,62,-,0,0.9374999999999999
8,63,+,0,0.9202627172903879
8,63,-,0,0.9124999999999999
8,64,+,0,0.8589118694710287
8,64,-,0,0.8624999999999998
8,65,+,0,0.8624999999999998
8,65,-,0,0.895857265954714
8,66,+,0,0.8624999999999998
8,66,-,0,0.895857265954714
8,67,+,0,0.9068497908749147
8,67,-,0,0.9068497908749147
8,68,+,0,0.9068497908749147
8,68,-,0,0.9068497908749147
8,69,+,0,0.9374999999999999
8,69,-,0,0.9249999999999998
8,70,+,0,0.9374999999999999
8,70,-,0,0.9249999999999998
8,71,+,0,0.9124999999999999
8,71,-,0,0.9124999999999999
8,72,+,0,0.8749999999999999
8,72,-,0,0.8874999999999998
8,73,+,0,0.9124999999999999
8,73,-,0,0.9499999999999998
8,74,+,0,0.9124999999999999
8,74,-,0,0.9499999999999998
8,75,+,0,0.8124999999999999
8,75,-,0,0.8124999999999999
8,76,+,0,0.8999999999999998
8,76,-,0,0.8499999999999999
8,77,+,0,0.8999999999999998
8,77,-,0,0.8749999999999999
8,78,+,0,0.9874999999999998
8,78,-,0,0.9813853901249077
8,79,+,0,0.9874999999999998
8,79,-,0,0.9813853901249077
8,80,+,0,0.95654019037491
8,80,-,0,0.8888888888888888
8,81,+,0,0.95654019037491
8,81,-,0,0.8571593913749194
9,0,+,0,0.9874999999999998
9,0,-,0,0.9624999999999998
9,1,+,0,0.9874999999999998
9,1,-,0,0.9624999999999998
9,2,+,0,0.9249999999999998
9,2,-,0,0.9249999999999998
9,3,+,0,0.8874999999999998
9,3,-,0,0.8499999999999999
9,4,+,0,0.8874999999999998
9,4,-,0,0.8249999999999998
9,5,+,0,0.8999999999999998
9,5,-,0,0.8999999999999998
9,6,+,0,0.8999999999999998
9,6,-,0,0.9124999999999999
9,7,+,0,0.8999999999999998
9,7,-,0,0.9124999999999999
9,8,+,0,0.8874999999999998
9,8,-,0,0.8749999999999999
9,9,+,0,0.8874999999999998
9,9,-,0,0.8749999999999999
9,10,+,0,0.8124999999999999
9,10,-,0,0.8499999999999999
9,11,+,0,0.8624999999999998
9,11,-,0,0.8749999999999999
9,12,+,0,0.8624999999999998
9,12,-,0,0.8749999999999999
9,13,+,0,0.8695819912499182
9,13,-,0,0.8695819912499182
9,14,+,0,0.8749999999999999
9,14,-,0,0.8624999999999998
9,15,+,0,0.8749999999999999
9,15,-,0,0.8749999999999999
9,16,+,0,0.8999999999999998
9,16,-,0,0.8999999999999998
9,17,+,0,0.9249999999999998
9,17,-,0,0.9249999999999998
9,18,+,0,0.8999999999999998
9,18,-,0,0.9124999999999999
9,19,+,0,0.8944271909999159
9,19,-,0,0.8874999999999998
9,20,+,0,0.8624999999999998
9,20,-,0,0.8624999999999998
9,21,+,0,0.8749999999999999
9,21,-,0,0.8852550313826153
9,22,+,0,0.8749999999999999
9,22,-,0,0.8852550313826153
9,23,+,0,0.8783100656536799
9,23,-,0,0.9259259259259259
9,24,+,0,0.8783100656536799
9,24,-,0,0.9259259259259259
9,25,+,0,0.8417138129181099
9,25,-,0,0.8242575622613652
9,26,+,0,0.8889566369846305
9,26,-,0,0.8590412139291779
9,27,+,0,0.8889566369846305
9,27,-,0,0.8749999999999999
9,28,+,0,0.8999999999999998
9,28,-,0,0.9249999999999998
9,29,+,0,0.8999999999999998
9,29,-,0,0.9249999999999998
9,30,+,0,0.8889566369846305
9,30,-,0,0.8642633970683907
9,31,+,0,0.8874999999999998
9,31,-,0,0.8624999999999998
9,32,+,0,0.8874999999999998
9,32,-,0,0.8624999999999998
9,33,+,0,0.9374999999999999
9,33,-,0,0.9192723907499135
9,34,+,0,0.9374999999999999
9,34,-,0,0.9192723907499135
9,35,+,0,0.8499999999999999
9,35,-,0,0.8695819912499182
9,36,+,0,0.8571593913749194
9,36,-,0,0.8999999999999998
9,37,+,0,0.9192723907499135
9,37,-,0,0.8999999999999998
9,38,+,0,0.9192723907499135
9,38,-,0,0.8999999999999998
9,39,+,0,0.8374999999999998
9,39,-,0,0.8374999999999998
9,40,+,0,0.8889566369846305
9,40,-,0,0.8874999999999998
9,41,+,0,0.8889566369846305
9,41,-,0,0.8874999999999998
9,42,+,0,0.8999999999999998
9,42,-,0,0.95654019037491
9,43,+,0,0.8999999999999998
9,43,-,0,0.95654019037491
9,44,+,0,0.9249999999999998
9,44,-,0,0.9124999999999999
9,45,+,0,0.9249999999999998
9,45,-,0,0.9124999999999999
9,46,+,0,0.8499999999999999
9,46,-,0,0.8713132312710232
9,47,+,0,0.9499999999999998
9,47,-,0,0.9326733179802502
9,48,+,0,0.9499999999999998
9,48,-,0,0.9326733179802502
9,49,+,0,0.9374999999999999
9,49,-,0,0.9374999999999999
9,50,+,0,0.9374999999999999
9,50,-,0,0.9374999999999999
9,51,+,0,0.882004591124917
9,51,-,0,0.8749999999999999
9,52,+,0,0.9249999999999998
9,52,-,0,0.8749999999999999
9,53,+,0,0.9249999999999998
9,53,-,0,0.8642633970683907
9,54,+,0,0.8124999999999999
9,54,-,0,0.8025302972777915
9,55,+,0,0.8198915917499229
9,55,-,0,0.8198915917499229
9,56,+,0,0.9938079899999065
9,56,-,0,0.9753829766914696
9,57,+,0,0.9938079899999065
9,57,-,0,0.9874999999999998
9,58,+,0,0.9874999999999998
9,58,-,0,0.9874999999999998
9,59,+,0,0.8781140799175228
9,59,-,0,0.8781140799175228
9,60,+,0,0.8624999999999998
9,60,-,0,0.8624999999999998
9,61,+,0,0.8874999999999998
9,61,-,0,0.8874999999999998
9,62,+,0,0.9874999999999998
9,62,-,0,0.9749999999999999
9,63,+,0,0.9874999999999998
9,63,-,0,0.9749999999999999
9,64,+,0,0.8374999999999998
9,64,-,0,0.9124999999999999
9,65,+,0,0.9624999999999998
9,65,-,0,0.9259964968589901
9,66,+,0,0.9624999999999998
9,66,-,0,0.9259964968589901
9,67,+,0,0.9499999999999998
9,67,-,0,0.9506172839506173
9,68,+,0,0.9499999999999998
9,68,-,0,0.9506172839506173
9,69,+,0,0.9499999999999998
9,69,-,0,0.9316949906249123
9,70,+,0,0.8499999999999999
9,70,-,0,0.8499999999999999
9,71,+,0,0.8874999999999998
9,71,-,0,0.8749999999999999
9,72,+,0,0.8999999999999998
9,72,-,0,0.8999999999999998
9,73,+,0,0.9124999999999999
9,73,-,0,0.9249999999999998
9,74,+,0,0.9249999999999998
9,74,-,0,0.9249999999999998
9,75,+,0,0.9249999999999998
9,75,-,0,0.9249999999999998
9,76,+,0,0.8999999999999998
9,76,-,0,0.8749999999999999
9,77,+,0,0.7702011922499276
9,77,-,0,0.7702011922499276
9,78,+,0,0.9374999999999999
9,78,-,0,0.9383431168171099
9,79,+,0,0.9749999999999999
9,79,-,0,0.9749999999999999
9,80,+,0,0.9749999999999999
9,80,-,0,0.9749999999999999
9,81,+,0,0.9499999999999998
9,81,-,0,0.9316949906249123
10,0,+,0,0.8374999999999998
10,0,-,0,0.957217352663941
10,1,+,0,0.9192723907499135
10,1,-,0,0.957217352663941
10,2,+,0,0.9192723907499135
