n_kc,n_alpn,n_mbon,n_dan,n_alpn_used,k_comp,n_kcmbon,n_danmbon,n_mbondan,n_dankc,n_mbon_sign,n_pam,n_ppl1,mbon_ge30,comp_ge8,kcmbon_ge5000,g0_gecildi
5177,685,96,331,295,12,35204,1338,877,1923,96,307,16,True,True,True,True
