arm,seed,task,cond,value
plastisitesiz,5,T1,N2_s0.1,0.5
plastisitesiz,5,T1,N2_s0.3,0.75
plastisitesiz,5,T1,N2_s0.6,0.5
plastisitesiz,5,T1,N4_s0.1,0.5
plastisitesiz,5,T1,N4_s0.3,0.5
plastisitesiz,5,T1,N4_s0.6,0.25
plastisitesiz,5,T1,N8_s0.1,0.4791666666666667
plastisitesiz,5,T1,N8_s0.3,0.4583333333333333
plastisitesiz,5,T1,N8_s0.6,0.4375
plastisitesiz,5,T1,N16_s0.1,0.3125
plastisitesiz,5,T1,N16_s0.3,0.4375
plastisitesiz,5,T1,N16_s0.6,0.4479166666666667
plastisitesiz,5,T2,d0.1,0.5
plastisitesiz,5,T2,d0.3,0.4166666666666667
plastisitesiz,5,T2,d0.5,0.3333333333333333
plastisitesiz,5,T3,ntr1,0.5
plastisitesiz,5,T3,ntr2,0.5
plastisitesiz,5,T3,ntr3,0.5
plastisitesiz,5,T3,ntr5,0.5
plastisitesiz,5,T3,ntr8,0.5416666666666666
plastisitesiz,5,T3,ntr12,0.5
plastisitesiz,5,T3,ntr20,0.5
plastisitesiz,5,T4,nA4_after,0.5
plastisitesiz,5,T4,nA4_B,0.375
plastisitesiz,5,T4,nA8_after,0.5
plastisitesiz,5,T4,nA8_B,0.5
plastisitesiz,5,T4,nA16_after,0.5104166666666666
plastisitesiz,5,T4,nA16_B,0.5625
plastisitesiz,5,T4,nA32_after,0.5833333333333334
plastisitesiz,5,T4,nA32_B,0.25
plastisitesiz,5,T4,nA64_after,0.4947916666666667
plastisitesiz,5,T4,nA64_B,0.25
plastisitesiz,5,T5,cos0.9,0.5
plastisitesiz,5,T5,cos0.7,0.375
plastisitesiz,5,T5,cos0.5,0.375
plastisitesiz,5,T6a,A+B+AB-,0.3888888888888889
plastisitesiz,5,T6b,once,0.0
plastisitesiz,5,T6b,sonra,0.5
