arm,seed,train,combo,combo_mag,newn,newn_mag,shared_frac
thermo,2,1.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.35370113397977837
thermo,3,1.0,0.0,1.0,0.16666666666666666,0.3333333333333333,0.3379194160238904
thermo,4,1.0,0.0,1.0,0.0,0.16666666666666666,0.34436810301104115
thermo,5,1.0,0.0,1.0,0.16666666666666666,0.3333333333333333,0.3264308297844883
thermo,6,1.0,0.0,1.0,0.0,0.16666666666666666,0.33246240325083204
thermo,7,1.0,0.0,1.0,0.16666666666666666,0.3333333333333333,0.32613106617407994
thermo,8,1.0,0.0,0.6666666666666666,0.0,0.0,0.3474197476278292
thermo,9,1.0,0.0,1.0,0.0,0.16666666666666666,0.3453863139129731
thermo,10,1.0,0.0,1.0,0.16666666666666666,0.3333333333333333,0.32758688749557824
thermo,11,1.0,0.0,1.0,0.16666666666666666,0.3333333333333333,0.32437677792926994
thermo,12,1.0,0.0,1.0,0.0,0.0,0.3322327731359122
thermo,13,1.0,0.0,0.6666666666666666,0.0,0.0,0.35433137795588165
thermo,14,1.0,0.0,0.6666666666666666,0.0,0.0,0.33068717500454414
thermo,15,1.0,0.0,1.0,0.16666666666666666,0.3333333333333333,0.32204480547534625
thermo,16,1.0,0.0,1.0,0.16666666666666666,0.3333333333333333,0.3247051191690188
thermo,17,1.0,0.0,1.0,0.16666666666666666,0.3333333333333333,0.3210887984331361
thermo,18,1.0,0.0,1.0,0.16666666666666666,0.3333333333333333,0.3422386041325473
thermo,19,1.0,0.0,0.6666666666666666,0.0,0.0,0.3484964915339277
