soma_r_cv,pos_r_cv,soma_g_max,pos_g_max,lr_near_median_deg,lr_near_lt5deg,n_left,n_right
0.33571676548871543,0.33967469079739027,77.79351895369923,77.49452128310885,57.237469030106425,0,26,25
