obs_rho,p_perm,n_perm,n_pairs,ctrl_mean,ctrl_std,epg2pen_edges,pen2epg_edges
0.05371237818084475,0.06693306693306693,1000,693,0.0046470961779921435,0.032298731431378756,663,698
