arm,seed,split,H,train_H,target_s,n,acc_exact,acc_within2,acc_nominal,pred_mean,pred_slope,stuck,pca_res,sat,active,lam,lam_nom,val_mse,val_acc_nom
A_gercek,3,S1,0,0,ALL,240,0.1,0.9,0.0,-0.16050673644121502,0.5918794838033565,0.16666666666666666,0.07697577344542042,0.1954674220963173,0.6874409820585458,0.001,1e-05,1.3419502628736784,0.6266666666666667
A_gercek,3,S1,0,0,-6,60,0.0,0.95,0.0,-3.773789022447564,,0.016666666666666666,0.04324471439628758,0.1954674220963173,0.6874409820585458,0.001,1e-05,1.3419502628736784,0.6266666666666667
A_gercek,3,S1,0,0,-4,60,0.25,0.9666666666666667,0.0,-2.4619082466005353,,0.25,0.05052869537603823,0.1954674220963173,0.6874409820585458,0.001,1e-05,1.3419502628736784,0.6266666666666667
A_gercek,3,S1,0,0,4,60,0.15,0.95,0.0,2.248461372618927,,0.36666666666666664,0.0955422060759334,0.1954674220963173,0.6874409820585458,0.001,1e-05,1.3419502628736784,0.6266666666666667
A_gercek,3,S1,0,0,6,60,0.0,0.7333333333333333,0.0,3.345208950664312,,0.03333333333333333,0.11858747793342253,0.1954674220963173,0.6874409820585458,0.001,1e-05,1.3419502628736784,0.6266666666666667
A_gercek,3,S1,10,10,ALL,240,0.0,0.058333333333333334,0.0,0.05256620689148142,0.11355157834320227,1.0,0.1162837874691494,0.22302880075542966,0.6803588290840415,1.0,0.0001,2.410996236723017,0.52
A_gercek,3,S1,10,10,-6,60,0.0,0.0,0.0,-0.565855185645768,,1.0,0.055894157822261946,0.22302880075542966,0.6803588290840415,1.0,0.0001,2.410996236723017,0.52
A_gercek,3,S1,10,10,-4,60,0.0,0.0,0.0,-0.478587406273812,,1.0,0.07505758389506124,0.22302880075542966,0.6803588290840415,1.0,0.0001,2.410996236723017,0.52
A_gercek,3,S1,10,10,4,60,0.0,0.23333333333333334,0.0,0.5141805540949266,,1.0,0.15160534542143617,0.22302880075542966,0.6803588290840415,1.0,0.0001,2.410996236723017,0.52
A_gercek,3,S1,10,10,6,60,0.0,0.0,0.0,0.7405268653905791,,1.0,0.18257806273783825,0.22302880075542966,0.6803588290840415,1.0,0.0001,2.410996236723017,0.52
A_gercek,3,S1,20,20,ALL,240,0.0,0.004166666666666667,0.0,-0.02196981509882702,0.1002081610895183,1.0,0.11480946137257161,0.27300224268177525,0.6836638338054769,1.0,0.01,2.3844992588060183,0.4533333333333333
