arm,seed,split,H,train_H,target_s,n,acc_exact,acc_within2,acc_nominal,pred_mean,pred_slope,stuck,pca_res,sat,active,lam,lam_nom,val_mse,val_acc_nom
A_er,4,S1,0,0,ALL,240,0.55,0.9583333333333334,0.0,-0.3234554669227994,0.8187951297568639,0.041666666666666664,0.10568705836834427,0.9539955146364495,0.9997639282341831,1e-06,1e-06,0.8300452236041267,0.66
A_er,4,S1,0,0,-6,60,0.5,0.9666666666666667,0.0,-5.068526504747569,,0.016666666666666666,0.11726241581459275,0.9539955146364495,0.9997639282341831,1e-06,1e-06,0.8300452236041267,0.66
A_er,4,S1,0,0,-4,60,0.7666666666666667,0.95,0.0,-3.7955936397852685,,0.016666666666666666,0.11501883000130711,0.9539955146364495,0.9997639282341831,1e-06,1e-06,0.8300452236041267,0.66
A_er,4,S1,0,0,4,60,0.5666666666666667,0.95,0.0,2.930314876981235,,0.1,0.08284648342838888,0.9539955146364495,0.9997639282341831,1e-06,1e-06,0.8300452236041267,0.66
A_er,4,S1,0,0,6,60,0.36666666666666664,0.9666666666666667,0.0,4.639983399860406,,0.03333333333333333,0.10762050422908838,0.9539955146364495,0.9997639282341831,1e-06,1e-06,0.8300452236041267,0.66
A_er,4,S1,10,10,ALL,240,0.0,0.4375,0.0,0.20400121401303295,0.3503588872749554,0.6291666666666667,0.15838888277589783,0.948890462700661,0.9997639282341831,0.001,0.0001,1.6356432461006232,0.56
A_er,4,S1,10,10,-6,60,0.0,0.0,0.0,-1.6374358749782005,,0.75,0.17071799373834856,0.948890462700661,0.9997639282341831,0.001,0.0001,1.6356432461006232,0.56
A_er,4,S1,10,10,-4,60,0.0,0.75,0.0,-1.478557328457964,,0.7333333333333333,0.16017265821537338,0.948890462700661,0.9997639282341831,0.001,0.0001,1.6356432461006232,0.56
A_er,4,S1,10,10,4,60,0.0,0.7666666666666667,0.0,1.4467543220177352,,0.7833333333333333,0.13210224588954106,0.948890462700661,0.9997639282341831,0.001,0.0001,1.6356432461006232,0.56
A_er,4,S1,10,10,6,60,0.0,0.23333333333333334,0.0,2.485243737470561,,0.25,0.17056263326032844,0.948890462700661,0.9997639282341831,0.001,0.0001,1.6356432461006232,0.56
A_er,4,S1,20,20,ALL,240,0.0,0.3,0.0,0.14356237523258172,0.2599580899644522,0.9166666666666666,0.19373254114927266,0.9499527856468366,0.9997639282341831,0.01,1e-05,2.015695026741361,0.52
A_er,4,S1,20,20,-6,60,0.0,0.0,0.0,-1.2436579375444448,,1.0,0.18367209608001595,0.9499527856468366,0.9997639282341831,0.01,1e-05,2.015695026741361,0.52
A_er,4,S1,20,20,-4,60,0.0,0.65,0.0,-1.0730627141659677,,1.0,0.17875054551312086,0.9499527856468366,0.9997639282341831,0.01,1e-05,2.015695026741361,0.52
A_er,4,S1,20,20,4,60,0.0,0.55,0.0,1.0321890207359725,,0.9666666666666667,0.17898123037991942,0.9499527856468366,0.9997639282341831,0.01,1e-05,2.015695026741361,0.52
A_er,4,S1,20,20,6,60,0.0,0.0,0.0,1.858781131904767,,0.7,0.23352629262403438,0.9499527856468366,0.9997639282341831,0.01,1e-05,2.015695026741361,0.52
A_er,4,H_xfer,0,10,ALL,240,0.11666666666666667,0.25833333333333336,0.0,2.5953285619606086,-0.15184043157946128,0.2791666666666667,0.649363770188917,0.9539955146364495,0.9997639282341831,0.001,0.0001,1.6377001401473834,0.5666666666666667
A_er,4,H_xfer,0,10,-6,60,0.0,0.0,0.0,3.542846286284415,,0.05,0.6558118732434088,0.9539955146364495,0.9997639282341831,0.001,0.0001,1.6377001401473834,0.5666666666666667
A_er,4,H_xfer,0,10,-4,60,0.0,0.016666666666666666,0.0,3.0909540059183653,,0.13333333333333333,0.649916707330685,0.9539955146364495,0.9997639282341831,0.001,0.0001,1.6377001401473834,0.5666666666666667
A_er,4,H_xfer,0,10,4,60,0.4,0.75,0.0,2.3277974383609794,,0.3333333333333333,0.6533278144514434,0.9539955146364495,0.9997639282341831,0.001,0.0001,1.6377001401473834,0.5666666666666667
A_er,4,H_xfer,0,10,6,60,0.06666666666666667,0.26666666666666666,0.0,1.4197165172786754,,0.6,0.6383986857301315,0.9539955146364495,0.9997639282341831,0.001,0.0001,1.6377001401473834,0.5666666666666667
A_er,4,H_xfer,20,10,ALL,240,0.020833333333333332,0.12916666666666668,0.0,0.9111450229597835,-0.01118316377235085,0.8875,0.6924915987193804,0.9499527856468366,0.9997639282341831,0.001,0.0001,1.6341027645550266,0.5666666666666667
A_er,4,H_xfer,20,10,-6,60,0.0,0.0,0.0,1.0266605386625542,,0.9666666666666667,0.7060469761919457,0.9499527856468366,0.9997639282341831,0.001,0.0001,1.6341027645550266,0.5666666666666667
A_er,4,H_xfer,20,10,-4,60,0.0,0.016666666666666666,0.0,0.8932956323685327,,0.8833333333333333,0.6960924801536864,0.9499527856468366,0.9997639282341831,0.001,0.0001,1.6341027645550266,0.5666666666666667
A_er,4,H_xfer,20,10,4,60,0.08333333333333333,0.5,0.0,0.8888233978616579,,0.8,0.6545548274846937,0.9499527856468366,0.9997639282341831,0.001,0.0001,1.6341027645550266,0.5666666666666667
A_er,4,H_xfer,20,10,6,60,0.0,0.0,0.0,0.8358005229463894,,0.9,0.7132721110471956,0.9499527856468366,0.9997639282341831,0.001,0.0001,1.6341027645550266,0.5666666666666667
A_er,4,S2,0,0,ALL,120,0.8416666666666667,0.9833333333333333,0.0,-0.2207240798433001,0.9335958290570292,0.03333333333333333,0.09596551452570092,0.9537751809883538,0.9997639282341831,1e-06,1e-06,0.7333656807262329,0.47333333333333333
A_er,4,S2,0,0,-6,60,0.9166666666666666,0.9833333333333333,0.0,-5.822299054185472,,0.016666666666666666,0.10391669439920914,0.9537751809883538,0.9997639282341831,1e-06,1e-06,0.7333656807262329,0.47333333333333333
A_er,4,S2,0,0,6,60,0.7666666666666667,0.9833333333333333,0.0,5.380850894498872,,0.05,0.08801433465219266,0.9537751809883538,0.9997639282341831,1e-06,1e-06,0.7333656807262329,0.47333333333333333
A_er,4,S2,10,10,ALL,120,0.25,0.9083333333333333,0.0,0.08180272966540846,0.7131879947211729,0.4083333333333333,0.1483059925634751,0.9486130783758262,0.9997639282341831,0.0001,1e-06,2.264076685502701,0.46
A_er,4,S2,10,10,-6,60,0.21666666666666667,0.9,0.0,-4.1973252386616275,,0.4666666666666667,0.15046381907333573,0.9486130783758262,0.9997639282341831,0.0001,1e-06,2.264076685502701,0.46
A_er,4,S2,10,10,6,60,0.2833333333333333,0.9166666666666666,0.0,4.360930697992444,,0.35,0.1461481660536145,0.9486130783758262,0.9997639282341831,0.0001,1e-06,2.264076685502701,0.46
A_er,4,S2,20,20,ALL,120,0.06666666666666667,0.5916666666666667,0.0,-0.26909115358942776,0.5642656221491965,0.7416666666666667,0.1808149670026191,0.9496262197041234,0.9997639282341831,0.001,0.0001,3.3033083948493323,0.43333333333333335
A_er,4,S2,20,20,-6,60,0.11666666666666667,0.6166666666666667,0.0,-3.6546848864846044,,0.6833333333333333,0.17102596489849764,0.9496262197041234,0.9997639282341831,0.001,0.0001,3.3033083948493323,0.43333333333333335
A_er,4,S2,20,20,6,60,0.016666666666666666,0.5666666666666667,0.0,3.1165025793057493,,0.8,0.19060396910674057,0.9496262197041234,0.9997639282341831,0.001,0.0001,3.3033083948493323,0.43333333333333335
A_er,4,H_xfer,0,10,ALL,120,0.016666666666666666,0.11666666666666667,0.0,1.7429751293890756,-0.8833916696677085,0.19166666666666668,0.6668665252606535,0.9537751809883538,0.9997639282341831,0.0001,1e-05,2.2484383441364186,0.44666666666666666
A_er,4,H_xfer,0,10,-6,60,0.0,0.05,0.0,7.043325147395323,,0.13333333333333333,0.6775604917016981,0.9537751809883538,0.9997639282341831,0.0001,1e-05,2.2484383441364186,0.44666666666666666
A_er,4,H_xfer,0,10,6,60,0.03333333333333333,0.18333333333333332,0.0,-3.5573748886171717,,0.25,0.6561725588196088,0.9537751809883538,0.9997639282341831,0.0001,1e-05,2.2484383441364186,0.44666666666666666
A_er,4,H_xfer,20,10,ALL,120,0.05,0.15,0.0,10.081795762888154,0.48372980553691003,0.08333333333333333,0.7245210116000964,0.9496262197041234,0.9997639282341831,0.0001,1e-06,2.2594826445799128,0.44
A_er,4,H_xfer,20,10,-6,60,0.0,0.016666666666666666,0.0,7.179416929666695,,0.11666666666666667,0.6731071275305403,0.9496262197041234,0.9997639282341831,0.0001,1e-06,2.2594826445799128,0.44
A_er,4,H_xfer,20,10,6,60,0.1,0.2833333333333333,0.0,12.984174596109613,,0.05,0.7759348956696525,0.9496262197041234,0.9997639282341831,0.0001,1e-06,2.2594826445799128,0.44
A_er,4,P,0,0,ALL,300,0.8266666666666667,0.9966666666666667,0.43,-0.10684387548011727,0.9689427858009018,,0.08198304575651105,0.953750393452943,0.9997639282341831,1e-05,1e-06,0.6458023979610029,0.42
A_er,4,P,0,0,-6,41,0.975609756097561,1.0,0.5853658536585366,-5.883988968705014,,,0.08537377628069472,0.953750393452943,0.9997639282341831,1e-05,1e-06,0.6458023979610029,0.42
