arm,seed,split,H,train_H,target_s,n,acc_exact,acc_within2,acc_nominal,pred_mean,pred_slope,stuck,pca_res,sat,active,lam,lam_nom,val_mse,val_acc_nom
A_derece,4,S1,0,0,ALL,240,0.12916666666666668,0.6375,0.0,-0.17075650499278558,0.498247988337668,0.2875,0.29750584847611516,0.6663528879446018,0.972851746931067,0.001,0.001,1.3659137921517053,0.56
A_derece,4,S1,0,0,-6,60,0.016666666666666666,0.48333333333333334,0.0,-3.071597945591202,,0.08333333333333333,0.34163202511605134,0.6663528879446018,0.972851746931067,0.001,0.001,1.3659137921517053,0.56
A_derece,4,S1,0,0,-4,60,0.2833333333333333,0.9166666666666666,0.0,-2.3313745195488083,,0.38333333333333336,0.3256884518012788,0.6663528879446018,0.972851746931067,0.001,0.001,1.3659137921517053,0.56
A_derece,4,S1,0,0,4,60,0.21666666666666667,0.8333333333333334,0.0,2.1284868178190854,,0.4166666666666667,0.2687286246813561,0.6663528879446018,0.972851746931067,0.001,0.001,1.3659137921517053,0.56
A_derece,4,S1,0,0,6,60,0.0,0.31666666666666665,0.0,2.5914596273497827,,0.26666666666666666,0.2539742923057741,0.6663528879446018,0.972851746931067,0.001,0.001,1.3659137921517053,0.56
A_derece,4,S1,10,10,ALL,240,0.0,0.16666666666666666,0.0,0.02312337162284613,0.15644690724678306,0.9958333333333333,0.541881323580098,0.6485432404784388,0.9759206798866855,0.1,0.01,2.24848647100534,0.5333333333333333
A_derece,4,S1,10,10,-6,60,0.0,0.0,0.0,-0.8524600516640742,,1.0,0.5873554864282043,0.6485432404784388,0.9759206798866855,0.1,0.01,2.24848647100534,0.5333333333333333
A_derece,4,S1,10,10,-4,60,0.0,0.25,0.0,-0.6864981031995501,,1.0,0.5578049331728042,0.6485432404784388,0.9759206798866855,0.1,0.01,2.24848647100534,0.5333333333333333
A_derece,4,S1,10,10,4,60,0.0,0.4166666666666667,0.0,0.6894921086236282,,0.9833333333333333,0.5151614793173344,0.6485432404784388,0.9759206798866855,0.1,0.01,2.24848647100534,0.5333333333333333
A_derece,4,S1,10,10,6,60,0.0,0.0,0.0,0.9419595327313807,,1.0,0.5072033954020491,0.6485432404784388,0.9759206798866855,0.1,0.01,2.24848647100534,0.5333333333333333
A_derece,4,S1,20,20,ALL,240,0.0,0.016666666666666666,0.0,0.07089973228215242,0.08257124326570324,1.0,0.6905181865230451,0.6461244885111741,0.9771010387157696,1.0,0.1,2.422610461401308,0.44666666666666666
A_derece,4,S1,20,20,-6,60,0.0,0.0,0.0,-0.3746592285042008,,1.0,0.7350257978586723,0.6461244885111741,0.9771010387157696,1.0,0.1,2.422610461401308,0.44666666666666666
A_derece,4,S1,20,20,-4,60,0.0,0.0,0.0,-0.31240530109716097,,1.0,0.7123311356865415,0.6461244885111741,0.9771010387157696,1.0,0.1,2.422610461401308,0.44666666666666666
A_derece,4,S1,20,20,4,60,0.0,0.06666666666666667,0.0,0.3670740140802691,,1.0,0.6695240279038699,0.6461244885111741,0.9771010387157696,1.0,0.1,2.422610461401308,0.44666666666666666
A_derece,4,S1,20,20,6,60,0.0,0.0,0.0,0.6035894446497025,,1.0,0.6451917846430966,0.6461244885111741,0.9771010387157696,1.0,0.1,2.422610461401308,0.44666666666666666
A_derece,4,H_xfer,0,10,ALL,240,0.0,0.004166666666666667,0.0,-0.48458096703639736,-0.059507389168061316,1.0,0.7656973494580847,0.6663528879446018,0.972851746931067,0.1,0.01,2.248606989915879,0.5333333333333333
A_derece,4,H_xfer,0,10,-6,60,0.0,0.0,0.0,-0.1921217656696027,,1.0,0.8067420636403033,0.6663528879446018,0.972851746931067,0.1,0.01,2.248606989915879,0.5333333333333333
A_derece,4,H_xfer,0,10,-4,60,0.0,0.016666666666666666,0.0,-0.17917746599990447,,1.0,0.7968750213606886,0.6663528879446018,0.972851746931067,0.1,0.01,2.248606989915879,0.5333333333333333
A_derece,4,H_xfer,0,10,4,60,0.0,0.0,0.0,-0.671969443680441,,1.0,0.7441990711950321,0.6663528879446018,0.972851746931067,0.1,0.01,2.248606989915879,0.5333333333333333
A_derece,4,H_xfer,0,10,6,60,0.0,0.0,0.0,-0.8950551927956414,,1.0,0.7149732416363143,0.6663528879446018,0.972851746931067,0.1,0.01,2.248606989915879,0.5333333333333333
A_derece,4,H_xfer,20,10,ALL,240,0.0,0.058333333333333334,0.0,-0.2573663014011209,0.014060306005770854,0.9958333333333333,0.8071149591390139,0.6461244885111741,0.9771010387157696,0.1,0.01,2.2485863707153997,0.5333333333333333
A_derece,4,H_xfer,20,10,-6,60,0.0,0.0,0.0,-0.2257112281721652,,0.9833333333333333,0.8317423662888525,0.6461244885111741,0.9771010387157696,0.1,0.01,2.2485863707153997,0.5333333333333333
A_derece,4,H_xfer,20,10,-4,60,0.0,0.23333333333333334,0.0,-0.43331237044194226,,1.0,0.8254013783015455,0.6461244885111741,0.9771010387157696,0.1,0.01,2.2485863707153997,0.5333333333333333
A_derece,4,H_xfer,20,10,4,60,0.0,0.0,0.0,-0.298702307870832,,1.0,0.7884406351142932,0.6461244885111741,0.9771010387157696,0.1,0.01,2.2485863707153997,0.5333333333333333
A_derece,4,H_xfer,20,10,6,60,0.0,0.0,0.0,-0.071739299119544,,1.0,0.7828754568513647,0.6461244885111741,0.9771010387157696,0.1,0.01,2.2485863707153997,0.5333333333333333
A_derece,4,S2,0,0,ALL,120,0.3416666666666667,0.9166666666666666,0.0,-0.594624572919912,0.748719614956776,0.3333333333333333,0.2557337080929879,0.6681794932326094,0.9721435316336167,0.001,1.0,1.5137673755629486,0.38666666666666666
A_derece,4,S2,0,0,-6,60,0.55,1.0,0.0,-5.086942262660565,,0.13333333333333333,0.2816012215314107,0.6681794932326094,0.9721435316336167,0.001,1.0,1.5137673755629486,0.38666666666666666
A_derece,4,S2,0,0,6,60,0.13333333333333333,0.8333333333333334,0.0,3.8976931168207405,,0.5333333333333333,0.22986619465456512,0.6681794932326094,0.9721435316336167,0.001,1.0,1.5137673755629486,0.38666666666666666
A_derece,4,S2,10,10,ALL,120,0.008333333333333333,0.5333333333333333,0.0,-0.14668254952857965,0.5013792536113166,0.8666666666666667,0.4889615984819995,0.6501632829713566,0.9756846081208688,0.01,0.01,3.8256549778722237,0.38
