arm,seed,split,H,train_H,target_s,n,acc_exact,acc_within2,acc_nominal,pred_mean,pred_slope,stuck,pca_res,sat,active,lam,lam_nom,val_mse,val_acc_nom
A_derece,0,S1,0,0,ALL,240,0.1125,0.7416666666666667,0.0,0.20035822140804338,0.5292595820808277,0.25416666666666665,0.2937356415328022,0.6519367721120554,0.9740321057601511,0.001,0.01,1.5350218703607819,0.54
A_derece,0,S1,0,0,-6,60,0.016666666666666666,0.4666666666666667,0.0,-2.7934468020320535,,0.25,0.30915080931696665,0.6519367721120554,0.9740321057601511,0.001,0.01,1.5350218703607819,0.54
A_derece,0,S1,0,0,-4,60,0.15,0.9166666666666666,0.0,-2.160351196361709,,0.45,0.3092879179113296,0.6519367721120554,0.9740321057601511,0.001,0.01,1.5350218703607819,0.54
A_derece,0,S1,0,0,4,60,0.26666666666666666,0.9333333333333333,0.0,2.445237182694342,,0.2833333333333333,0.2779036662252791,0.6519367721120554,0.9740321057601511,0.001,0.01,1.5350218703607819,0.54
A_derece,0,S1,0,0,6,60,0.016666666666666666,0.65,0.0,3.309993701331594,,0.03333333333333333,0.27860017267763326,0.6519367721120554,0.9740321057601511,0.001,0.01,1.5350218703607819,0.54
A_derece,0,S1,10,10,ALL,240,0.0,0.2708333333333333,0.0,0.03196620256875188,0.20689875797102888,0.9791666666666666,0.5704705942431273,0.638250511488826,0.9759206798866855,0.1,0.1,2.108962431410515,0.5066666666666667
A_derece,0,S1,10,10,-6,60,0.0,0.0,0.0,-1.1111594345209,,1.0,0.5542837067896694,0.638250511488826,0.9759206798866855,0.1,0.1,2.108962431410515,0.5066666666666667
A_derece,0,S1,10,10,-4,60,0.0,0.55,0.0,-0.9246854634176527,,0.9833333333333333,0.560177148610787,0.638250511488826,0.9759206798866855,0.1,0.1,2.108962431410515,0.5066666666666667
A_derece,0,S1,10,10,4,60,0.0,0.5333333333333333,0.0,0.9152429405451834,,0.9666666666666667,0.5715757995471267,0.638250511488826,0.9759206798866855,0.1,0.1,2.108962431410515,0.5066666666666667
A_derece,0,S1,10,10,6,60,0.0,0.0,0.0,1.2484667676683767,,0.9666666666666667,0.5958457220249262,0.638250511488826,0.9759206798866855,0.1,0.1,2.108962431410515,0.5066666666666667
A_derece,0,S1,20,20,ALL,240,0.0,0.016666666666666666,0.0,0.05467827223531218,0.09802725287383224,1.0,0.7005774028237602,0.633574323260938,0.9771010387157696,1.0,1.0,2.365042352028115,0.44
A_derece,0,S1,20,20,-6,60,0.0,0.0,0.0,-0.48522759973851676,,1.0,0.6881262977961391,0.633574323260938,0.9771010387157696,1.0,1.0,2.365042352028115,0.44
