arm,seed,task,k,H,acc,val,lam,n_classes,reachable,chance,sat,activity,active_frac,participation_ratio,target,tol
A_dengeli,14,T1,2,0,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
A_dengeli,14,T1,2,10,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
A_dengeli,14,T1,2,20,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
A_dengeli,14,T1,2,40,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
A_dengeli,14,T1,4,0,0.7916666666666666,0.85,0.0001,9.0,5.0,0.2,,,,,,
A_dengeli,14,T1,4,10,0.7916666666666666,0.85,1e-05,9.0,5.0,0.2,,,,,,
A_dengeli,14,T1,4,20,0.85,0.9166666666666666,0.1,9.0,5.0,0.2,,,,,,
A_dengeli,14,T1,4,40,0.7916666666666666,0.85,0.001,9.0,5.0,0.2,,,,,,
A_dengeli,14,T1,6,0,0.7166666666666667,0.6833333333333333,0.001,13.0,7.0,0.14285714285714285,,,,,,
A_dengeli,14,T1,6,10,0.7,0.65,0.001,13.0,7.0,0.14285714285714285,,,,,,
A_dengeli,14,T1,6,20,0.7583333333333333,0.7333333333333333,0.001,13.0,7.0,0.14285714285714285,,,,,,
A_dengeli,14,T1,6,40,0.7333333333333333,0.7,0.0001,13.0,7.0,0.14285714285714285,,,,,,
A_dengeli,14,T1,8,0,0.45,0.5,0.0001,17.0,9.0,0.1111111111111111,,,,,,
A_dengeli,14,T1,8,10,0.4666666666666667,0.525,0.0001,17.0,9.0,0.1111111111111111,,,,,,
A_dengeli,14,T1,8,20,0.48333333333333334,0.5666666666666667,0.0001,17.0,9.0,0.1111111111111111,,,,,,
A_dengeli,14,T1,8,40,0.45,0.5333333333333333,0.0001,17.0,9.0,0.1111111111111111,,,,,,
A_dengeli,14,T1,10,0,0.3416666666666667,0.44166666666666665,1e-06,21.0,9.0,0.1111111111111111,,,,,,
A_dengeli,14,diag,10,0,,,,,,,0.0,0.005088476063778483,0.024315391879131256,1.0567409846214346,,
A_dengeli,14,T1,10,10,0.3,0.38333333333333336,1e-06,21.0,9.0,0.1111111111111111,,,,,,
A_dengeli,14,T1,10,20,0.25833333333333336,0.36666666666666664,0.1,21.0,9.0,0.1111111111111111,,,,,,
A_dengeli,14,T1,10,40,0.2916666666666667,0.35833333333333334,0.0001,21.0,9.0,0.1111111111111111,,,,,,
A_dengeli,14,T3,9,0,0.52,0.8615384615384616,1e-06,,,,,,,,7.0,1.0
A_dengeli,14,T3,10,0,0.78,0.8769230769230769,1e-06,,,,,,,,8.0,1.0
A_dengeli,14,T3,9,0,0.36,0.8634615384615385,1e-06,,,,,,,,9.0,1.0
A_dengeli,14,T3,10,0,0.58,0.8846153846153846,1e-06,,,,,,,,10.0,1.0
A_dengeli,14,T3_x0,10,0,0.06,0.8634615384615385,1e-06,,,,,,,,8.0,0.14
