arm,seed,task,k,H,acc,val,lam,n_classes,reachable,chance,sat,activity,active_frac,participation_ratio,target,tol
A_gercek,27,T1,2.0,0.0,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
A_gercek,27,T1,2.0,10.0,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
A_gercek,27,T1,2.0,20.0,1.0,1.0,1e-05,5.0,3.0,0.3333333333333333,,,,,,
A_gercek,27,T1,2.0,40.0,1.0,1.0,1e-05,5.0,3.0,0.3333333333333333,,,,,,
A_gercek,27,T1,4.0,0.0,0.825,0.8666666666666667,0.0001,9.0,5.0,0.2,,,,,,
A_gercek,27,T1,4.0,10.0,0.875,0.9083333333333333,0.0001,9.0,5.0,0.2,,,,,,
A_gercek,27,T1,4.0,20.0,0.875,0.9,1e-05,9.0,5.0,0.2,,,,,,
A_gercek,27,T1,4.0,40.0,0.7416666666666667,0.7833333333333333,1e-06,9.0,5.0,0.2,,,,,,
A_gercek,27,T1,6.0,0.0,0.38333333333333336,0.49166666666666664,1e-05,13.0,7.0,0.14285714285714285,,,,,,
A_gercek,27,T1,6.0,10.0,0.425,0.49166666666666664,1e-05,13.0,7.0,0.14285714285714285,,,,,,
A_gercek,27,T1,6.0,20.0,0.35,0.475,0.0001,13.0,7.0,0.14285714285714285,,,,,,
A_gercek,27,T1,6.0,40.0,0.35,0.4083333333333333,1e-05,13.0,7.0,0.14285714285714285,,,,,,
A_gercek,27,T1,8.0,0.0,0.38333333333333336,0.39166666666666666,1e-06,17.0,9.0,0.1111111111111111,,,,,,
A_gercek,27,T1,8.0,10.0,0.4,0.35833333333333334,1e-06,17.0,9.0,0.1111111111111111,,,,,,
A_gercek,27,T1,8.0,20.0,0.3,0.3416666666666667,0.1,17.0,9.0,0.1111111111111111,,,,,,
A_gercek,27,T1,8.0,40.0,0.2833333333333333,0.30833333333333335,0.01,17.0,9.0,0.1111111111111111,,,,,,
A_gercek,27,T1,10.0,0.0,0.25833333333333336,0.325,1e-05,21.0,9.0,0.1111111111111111,,,,,,
A_gercek,27,diag,10.0,0.0,,,,,,,0.0,0.0032175924248048775,0.023607176581680833,1.0017255396570865,,
A_gercek,27,T1,10.0,10.0,0.2833333333333333,0.38333333333333336,1e-06,21.0,9.0,0.1111111111111111,,,,,,
A_gercek,27,T1,10.0,20.0,0.26666666666666666,0.3416666666666667,1e-05,21.0,9.0,0.1111111111111111,,,,,,
A_gercek,27,T1,10.0,40.0,0.25,0.31666666666666665,1e-05,21.0,9.0,0.1111111111111111,,,,,,
A_gercek,27,T3,9.0,0.0,0.0,0.31589147286821706,0.0001,,,,,,,,7.0,0.0
A_gercek,27,T3,10.0,0.0,0.0,0.31589147286821706,0.0001,,,,,,,,8.0,0.0
A_gercek,27,T3,9.0,0.0,0.0,0.31976744186046513,0.0001,,,,,,,,9.0,0.0
A_gercek,27,T3,10.0,0.0,0.0,0.31976744186046513,0.0001,,,,,,,,10.0,0.0
A_gercek,27,T3_x0,10.0,0.0,0.0,0.313953488372093,0.0001,,,,,,,,8.0,0.0
A_gercek,27,T2,,,10.579165875700586,,1e-06,,,,,,,,,
A_gercek,27,T2_lag,1.0,,0.9999716672690573,,,,,,,,,,,
A_gercek,27,T2_lag,2.0,,0.9971621888810462,,,,,,,,,,,
A_gercek,27,T2_lag,3.0,,0.9494770789906387,,,,,,,,,,,
A_gercek,27,T2_lag,4.0,,0.7401521080744794,,,,,,,,,,,
A_gercek,27,T2_lag,5.0,,0.5184405366146155,,,,,,,,,,,
A_gercek,27,T2_lag,6.0,,0.4720226950253654,,,,,,,,,,,
A_gercek,27,T2_lag,7.0,,0.41740630339587753,,,,,,,,,,,
A_gercek,27,T2_lag,8.0,,0.39037884064076084,,,,,,,,,,,
A_gercek,27,T2_lag,9.0,,0.36661197431262427,,,,,,,,,,,
A_gercek,27,T2_lag,10.0,,0.3519129753824851,,,,,,,,,,,
A_gercek,27,T2_lag,11.0,,0.33717507743818387,,,,,,,,,,,
A_gercek,27,T2_lag,12.0,,0.3213191495248576,,,,,,,,,,,
A_gercek,27,T2_lag,13.0,,0.31134667752634404,,,,,,,,,,,
A_gercek,27,T2_lag,14.0,,0.3095196392637168,,,,,,,,,,,
A_gercek,27,T2_lag,15.0,,0.30944595697595834,,,,,,,,,,,
A_gercek,27,T2_lag,16.0,,0.3038338099128867,,,,,,,,,,,
A_gercek,27,T2_lag,17.0,,0.3010384954086386,,,,,,,,,,,
A_gercek,27,T2_lag,18.0,,0.30594348604241783,,,,,,,,,,,
