arm,seed,task,k,H,acc,val,lam,n_classes,reachable,chance,sat,activity,active_frac,participation_ratio,target,tol
B_derece,6,T1,2,0,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
B_derece,6,T1,2,10,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
B_derece,6,T1,2,20,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
B_derece,6,T1,2,40,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
B_derece,6,T1,4,0,0.85,0.85,0.0001,9.0,5.0,0.2,,,,,,
B_derece,6,T1,4,10,0.65,0.675,1e-06,9.0,5.0,0.2,,,,,,
B_derece,6,T1,4,20,0.5083333333333333,0.5166666666666667,1e-06,9.0,5.0,0.2,,,,,,
B_derece,6,T1,4,40,0.5416666666666666,0.6083333333333333,0.0001,9.0,5.0,0.2,,,,,,
B_derece,6,T1,6,0,0.5333333333333333,0.5583333333333333,1e-06,13.0,7.0,0.14285714285714285,,,,,,
B_derece,6,T1,6,10,0.39166666666666666,0.48333333333333334,1e-06,13.0,7.0,0.14285714285714285,,,,,,
B_derece,6,T1,6,20,0.44166666666666665,0.45,0.0001,13.0,7.0,0.14285714285714285,,,,,,
B_derece,6,T1,6,40,0.4083333333333333,0.4083333333333333,1e-06,13.0,7.0,0.14285714285714285,,,,,,
B_derece,6,T1,8,0,0.44166666666666665,0.35,1e-05,17.0,9.0,0.1111111111111111,,,,,,
B_derece,6,T1,8,10,0.26666666666666666,0.3333333333333333,0.001,17.0,9.0,0.1111111111111111,,,,,,
B_derece,6,T1,8,20,0.2833333333333333,0.3416666666666667,1e-05,17.0,9.0,0.1111111111111111,,,,,,
B_derece,6,T1,8,40,0.25833333333333336,0.325,1e-05,17.0,9.0,0.1111111111111111,,,,,,
B_derece,6,T1,10,0,0.2833333333333333,0.26666666666666666,1e-06,21.0,9.0,0.1111111111111111,,,,,,
B_derece,6,diag,10,0,,,,,,,0.002674750356633381,0.17657040566986393,0.7983238231098431,1.0184702242097898,,
B_derece,6,T1,10,10,0.23333333333333334,0.3,0.001,21.0,9.0,0.1111111111111111,,,,,,
B_derece,6,T1,10,20,0.18333333333333332,0.2833333333333333,0.0001,21.0,9.0,0.1111111111111111,,,,,,
B_derece,6,T1,10,40,0.23333333333333334,0.275,1e-05,21.0,9.0,0.1111111111111111,,,,,,
B_derece,6,T3,9,0,0.0,0.19029126213592232,1e-06,,,,,,,,7.0,0.0
B_derece,6,T3,10,0,0.0,0.19223300970873786,1e-05,,,,,,,,8.0,0.0
B_derece,6,T3,9,0,0.0,0.20388349514563106,1e-06,,,,,,,,9.0,0.0
B_derece,6,T3,10,0,0.0,0.2,1e-06,,,,,,,,10.0,0.0
B_derece,6,T3_x0,10,0,0.0,0.1941747572815534,1e-06,,,,,,,,8.0,0.0
