arm,seed,task,k,H,acc,val,lam,n_classes,reachable,chance,sat,activity,active_frac,participation_ratio,target,tol
A_derece,7,T1,2,0,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
A_derece,7,T1,2,10,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
A_derece,7,T1,2,20,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
A_derece,7,T1,2,40,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
A_derece,7,T1,4,0,1.0,1.0,1e-06,9.0,5.0,0.2,,,,,,
A_derece,7,T1,4,10,1.0,1.0,1e-06,9.0,5.0,0.2,,,,,,
A_derece,7,T1,4,20,1.0,1.0,1e-06,9.0,5.0,0.2,,,,,,
A_derece,7,T1,4,40,1.0,1.0,1e-06,9.0,5.0,0.2,,,,,,
A_derece,7,T1,6,0,0.6833333333333333,0.7333333333333333,1e-06,13.0,7.0,0.14285714285714285,,,,,,
A_derece,7,T1,6,10,0.8833333333333333,0.9166666666666666,1e-06,13.0,7.0,0.14285714285714285,,,,,,
A_derece,7,T1,6,20,0.975,0.9833333333333333,1e-06,13.0,7.0,0.14285714285714285,,,,,,
A_derece,7,T1,6,40,1.0,1.0,1e-06,13.0,7.0,0.14285714285714285,,,,,,
A_derece,7,T1,8,0,0.5,0.48333333333333334,1e-06,17.0,9.0,0.1111111111111111,,,,,,
A_derece,7,T1,8,10,0.6,0.5916666666666667,1e-06,17.0,9.0,0.1111111111111111,,,,,,
A_derece,7,T1,8,20,0.625,0.6083333333333333,1e-06,17.0,9.0,0.1111111111111111,,,,,,
A_derece,7,T1,8,40,0.65,0.7083333333333334,1e-06,17.0,9.0,0.1111111111111111,,,,,,
A_derece,7,T1,10,0,0.425,0.375,0.001,21.0,9.0,0.1111111111111111,,,,,,
A_derece,7,diag,10,0,,,,,,,0.001380145490154933,0.14285057104054533,0.6628895184135978,2.0526222848994333,,
A_derece,7,T1,10,10,0.4666666666666667,0.375,0.01,21.0,9.0,0.1111111111111111,,,,,,
A_derece,7,T1,10,20,0.4083333333333333,0.35833333333333334,1e-05,21.0,9.0,0.1111111111111111,,,,,,
A_derece,7,T1,10,40,0.48333333333333334,0.39166666666666666,0.0001,21.0,9.0,0.1111111111111111,,,,,,
A_derece,7,T3,9,0,0.0,1.0,1e-06,,,,,,,,7.0,0.08
A_derece,7,T3,10,0,1.0,1.0,1e-06,,,,,,,,8.0,1.0
A_derece,7,T3,9,0,0.0,1.0,1e-06,,,,,,,,9.0,0.0
A_derece,7,T3,10,0,1.0,1.0,1e-06,,,,,,,,10.0,1.0
A_derece,7,T3_x0,10,0,0.02,1.0,1e-06,,,,,,,,8.0,0.02
