arm,seed,task,k,H,acc,val,lam,n_classes,reachable,chance,sat,activity,active_frac,participation_ratio,target,tol
A_er,9,T1,2,0,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
A_er,9,T1,2,10,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
A_er,9,T1,2,20,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
A_er,9,T1,2,40,1.0,1.0,1e-05,5.0,3.0,0.3333333333333333,,,,,,
A_er,9,T1,4,0,0.9,0.8666666666666667,0.0001,9.0,5.0,0.2,,,,,,
A_er,9,T1,4,10,0.8916666666666667,0.8666666666666667,1e-05,9.0,5.0,0.2,,,,,,
A_er,9,T1,4,20,0.8666666666666667,0.8583333333333333,1e-05,9.0,5.0,0.2,,,,,,
A_er,9,T1,4,40,0.49166666666666664,0.39166666666666666,1e-06,9.0,5.0,0.2,,,,,,
A_er,9,T1,6,0,0.625,0.5833333333333334,1e-06,13.0,7.0,0.14285714285714285,,,,,,
A_er,9,T1,6,10,0.575,0.5666666666666667,1e-06,13.0,7.0,0.14285714285714285,,,,,,
A_er,9,T1,6,20,0.5333333333333333,0.525,1e-05,13.0,7.0,0.14285714285714285,,,,,,
A_er,9,T1,6,40,0.3416666666666667,0.30833333333333335,1e-06,13.0,7.0,0.14285714285714285,,,,,,
A_er,9,T1,8,0,0.525,0.43333333333333335,0.0001,17.0,9.0,0.1111111111111111,,,,,,
A_er,9,T1,8,10,0.5,0.475,1e-05,17.0,9.0,0.1111111111111111,,,,,,
A_er,9,T1,8,20,0.31666666666666665,0.35833333333333334,1e-05,17.0,9.0,0.1111111111111111,,,,,,
A_er,9,T1,8,40,0.3,0.3416666666666667,0.0001,17.0,9.0,0.1111111111111111,,,,,,
A_er,9,T1,10,0,0.25833333333333336,0.35833333333333334,0.001,21.0,9.0,0.1111111111111111,,,,,,
A_er,9,diag,10,0,,,,,,,0.037747001014234255,0.4983989987724506,0.9315391879131256,1.0551709543527406,,
A_er,9,T1,10,10,0.2833333333333333,0.3416666666666667,1e-05,21.0,9.0,0.1111111111111111,,,,,,
A_er,9,T1,10,20,0.18333333333333332,0.30833333333333335,1e-05,21.0,9.0,0.1111111111111111,,,,,,
A_er,9,T1,10,40,0.16666666666666666,0.30833333333333335,1e-06,21.0,9.0,0.1111111111111111,,,,,,
A_er,9,T3,9,0,0.0,0.42528735632183906,1e-06,,,,,,,,7.0,0.0
A_er,9,T3,10,0,0.04,0.40804597701149425,1e-06,,,,,,,,8.0,0.42
A_er,9,T3,9,0,0.0,0.4444444444444444,1e-06,,,,,,,,9.0,0.0
A_er,9,T3,10,0,0.0,0.4367816091954023,1e-06,,,,,,,,10.0,0.02
A_er,9,T3_x0,10,0,0.0,0.4482758620689655,1e-06,,,,,,,,8.0,0.0
