arm,seed,task,k,H,acc,val,lam,n_classes,reachable,chance,sat,activity,active_frac,participation_ratio,target,tol
A_isaretperm,13,T1,2,0,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
A_isaretperm,13,T1,2,10,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
A_isaretperm,13,T1,2,20,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
A_isaretperm,13,T1,2,40,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
A_isaretperm,13,T1,4,0,0.8666666666666667,0.9166666666666666,1e-06,9.0,5.0,0.2,,,,,,
A_isaretperm,13,T1,4,10,0.925,0.9333333333333333,1e-05,9.0,5.0,0.2,,,,,,
A_isaretperm,13,T1,4,20,0.8666666666666667,0.85,1e-05,9.0,5.0,0.2,,,,,,
A_isaretperm,13,T1,4,40,0.7666666666666667,0.7583333333333333,1e-05,9.0,5.0,0.2,,,,,,
A_isaretperm,13,T1,6,0,0.6166666666666667,0.6916666666666667,1e-06,13.0,7.0,0.14285714285714285,,,,,,
A_isaretperm,13,T1,6,10,0.7166666666666667,0.7833333333333333,0.01,13.0,7.0,0.14285714285714285,,,,,,
A_isaretperm,13,T1,6,20,0.7333333333333333,0.7833333333333333,0.0001,13.0,7.0,0.14285714285714285,,,,,,
A_isaretperm,13,T1,6,40,0.7333333333333333,0.7833333333333333,0.0001,13.0,7.0,0.14285714285714285,,,,,,
A_isaretperm,13,T1,8,0,0.5416666666666666,0.5,1e-05,17.0,9.0,0.1111111111111111,,,,,,
A_isaretperm,13,T1,8,10,0.5583333333333333,0.5083333333333333,1e-05,17.0,9.0,0.1111111111111111,,,,,,
A_isaretperm,13,T1,8,20,0.475,0.48333333333333334,1e-06,17.0,9.0,0.1111111111111111,,,,,,
A_isaretperm,13,T1,8,40,0.49166666666666664,0.4666666666666667,1e-06,17.0,9.0,0.1111111111111111,,,,,,
A_isaretperm,13,T1,10,0,0.4083333333333333,0.44166666666666665,1e-05,21.0,9.0,0.1111111111111111,,,,,,
A_isaretperm,13,diag,10,0,,,,,,,0.00023607176581680832,0.033095310817886844,0.10576015108593012,1.0393040152262114,,
A_isaretperm,13,T1,10,10,0.4,0.4166666666666667,1e-05,21.0,9.0,0.1111111111111111,,,,,,
A_isaretperm,13,T1,10,20,0.375,0.4083333333333333,1e-05,21.0,9.0,0.1111111111111111,,,,,,
A_isaretperm,13,T1,10,40,0.275,0.2833333333333333,1e-06,21.0,9.0,0.1111111111111111,,,,,,
A_isaretperm,13,T3,9,0,0.0,1.0,1e-06,,,,,,,,7.0,0.0
A_isaretperm,13,T3,10,0,1.0,1.0,1e-06,,,,,,,,8.0,1.0
A_isaretperm,13,T3,9,0,0.0,1.0,1e-06,,,,,,,,9.0,0.0
A_isaretperm,13,T3,10,0,1.0,1.0,1e-06,,,,,,,,10.0,1.0
A_isaretperm,13,T3_x0,10,0,0.0,1.0,1e-06,,,,,,,,8.0,0.04
