arm,seed,task,k,H,acc,val,lam,n_classes,reachable,chance,sat,activity,active_frac,participation_ratio,target,tol
B_gercek,2,T1,2.0,0.0,1.0,1.0,1e-05,5.0,3.0,0.3333333333333333,,,,,,
B_gercek,2,T1,2.0,10.0,1.0,1.0,1e-05,5.0,3.0,0.3333333333333333,,,,,,
B_gercek,2,T1,2.0,20.0,1.0,1.0,1e-05,5.0,3.0,0.3333333333333333,,,,,,
B_gercek,2,T1,2.0,40.0,0.48333333333333334,0.5083333333333333,1e-05,5.0,3.0,0.3333333333333333,,,,,,
B_gercek,2,T1,4.0,0.0,0.775,0.75,1e-05,9.0,5.0,0.2,,,,,,
B_gercek,2,T1,4.0,10.0,0.7583333333333333,0.7416666666666667,1e-05,9.0,5.0,0.2,,,,,,
B_gercek,2,T1,4.0,20.0,0.35833333333333334,0.4583333333333333,0.001,9.0,5.0,0.2,,,,,,
B_gercek,2,T1,4.0,40.0,0.35833333333333334,0.4583333333333333,0.1,9.0,5.0,0.2,,,,,,
B_gercek,2,T1,6.0,0.0,0.2916666666666667,0.39166666666666666,1e-06,13.0,7.0,0.14285714285714285,,,,,,
B_gercek,2,T1,6.0,10.0,0.25833333333333336,0.3416666666666667,0.0001,13.0,7.0,0.14285714285714285,,,,,,
B_gercek,2,T1,6.0,20.0,0.23333333333333334,0.38333333333333336,0.0001,13.0,7.0,0.14285714285714285,,,,,,
B_gercek,2,T1,6.0,40.0,0.275,0.31666666666666665,1e-05,13.0,7.0,0.14285714285714285,,,,,,
B_gercek,2,T1,8.0,0.0,0.21666666666666667,0.325,0.001,17.0,9.0,0.1111111111111111,,,,,,
B_gercek,2,T1,8.0,10.0,0.21666666666666667,0.3333333333333333,1e-05,17.0,9.0,0.1111111111111111,,,,,,
B_gercek,2,T1,8.0,20.0,0.19166666666666668,0.275,1e-05,17.0,9.0,0.1111111111111111,,,,,,
B_gercek,2,T1,8.0,40.0,0.175,0.25,0.0001,17.0,9.0,0.1111111111111111,,,,,,
B_gercek,2,T1,10.0,0.0,0.18333333333333332,0.26666666666666666,0.001,21.0,9.0,0.1111111111111111,,,,,,
B_gercek,2,diag,10.0,0.0,,,,,,,0.0,0.002607749808870722,0.01783166904422254,1.0000399302151541,,
B_gercek,2,T1,10.0,10.0,0.16666666666666666,0.275,0.1,21.0,9.0,0.1111111111111111,,,,,,
B_gercek,2,T1,10.0,20.0,0.20833333333333334,0.26666666666666666,0.01,21.0,9.0,0.1111111111111111,,,,,,
