arm,seed,task,k,H,acc,val,lam,n_classes,reachable,chance,sat,activity,active_frac,participation_ratio,target,tol
A_agirlik,11,T1,2,0,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
A_agirlik,11,T1,2,10,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
A_agirlik,11,T1,2,20,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
A_agirlik,11,T1,2,40,0.9583333333333334,0.9416666666666667,1e-05,5.0,3.0,0.3333333333333333,,,,,,
A_agirlik,11,T1,4,0,0.8666666666666667,0.8416666666666667,0.0001,9.0,5.0,0.2,,,,,,
A_agirlik,11,T1,4,10,0.8666666666666667,0.8416666666666667,0.0001,9.0,5.0,0.2,,,,,,
A_agirlik,11,T1,4,20,0.725,0.8,1e-05,9.0,5.0,0.2,,,,,,
A_agirlik,11,T1,4,40,0.6916666666666667,0.7,0.0001,9.0,5.0,0.2,,,,,,
A_agirlik,11,T1,6,0,0.725,0.7916666666666666,0.001,13.0,7.0,0.14285714285714285,,,,,,
A_agirlik,11,T1,6,10,0.725,0.7833333333333333,0.0001,13.0,7.0,0.14285714285714285,,,,,,
A_agirlik,11,T1,6,20,0.7083333333333334,0.725,1e-05,13.0,7.0,0.14285714285714285,,,,,,
A_agirlik,11,T1,6,40,0.525,0.5,1e-06,13.0,7.0,0.14285714285714285,,,,,,
A_agirlik,11,T1,8,0,0.55,0.65,1e-05,17.0,9.0,0.1111111111111111,,,,,,
A_agirlik,11,T1,8,10,0.625,0.6083333333333333,1e-05,17.0,9.0,0.1111111111111111,,,,,,
A_agirlik,11,T1,8,20,0.48333333333333334,0.49166666666666664,1e-05,17.0,9.0,0.1111111111111111,,,,,,
A_agirlik,11,T1,8,40,0.35833333333333334,0.38333333333333336,0.0001,17.0,9.0,0.1111111111111111,,,,,,
A_agirlik,11,T1,10,0,0.45,0.5166666666666667,1e-05,21.0,9.0,0.1111111111111111,,,,,,
A_agirlik,11,diag,10,0,,,,,,,0.0,0.017117900066358334,0.06657223796033994,1.0588071666274603,,
A_agirlik,11,T1,10,10,0.4,0.425,0.0001,21.0,9.0,0.1111111111111111,,,,,,
A_agirlik,11,T1,10,20,0.35,0.36666666666666664,1e-05,21.0,9.0,0.1111111111111111,,,,,,
A_agirlik,11,T1,10,40,0.3416666666666667,0.30833333333333335,1e-05,21.0,9.0,0.1111111111111111,,,,,,
A_agirlik,11,T3,9,0,0.0,0.8714011516314779,1e-06,,,,,,,,7.0,0.0
A_agirlik,11,T3,10,0,0.88,0.8502879078694817,1e-06,,,,,,,,8.0,1.0
A_agirlik,11,T3,9,0,0.0,0.8541266794625719,1e-06,,,,,,,,9.0,0.0
A_agirlik,11,T3,10,0,1.0,0.8733205374280231,1e-06,,,,,,,,10.0,1.0
A_agirlik,11,T3_x0,10,0,0.02,0.8445297504798465,1e-06,,,,,,,,8.0,0.02
