arm,seed,task,k,H,acc,val,lam,n_classes,reachable,chance,sat,activity,active_frac,participation_ratio,target,tol
B_dengeli,6,T1,2,0,1.0,1.0,1e-05,5.0,3.0,0.3333333333333333,,,,,,
B_dengeli,6,T1,2,10,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
B_dengeli,6,T1,2,20,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
B_dengeli,6,T1,2,40,0.9916666666666667,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
B_dengeli,6,T1,4,0,0.48333333333333334,0.5583333333333333,1e-06,9.0,5.0,0.2,,,,,,
B_dengeli,6,T1,4,10,0.5416666666666666,0.44166666666666665,0.0001,9.0,5.0,0.2,,,,,,
B_dengeli,6,T1,4,20,0.5416666666666666,0.44166666666666665,0.0001,9.0,5.0,0.2,,,,,,
B_dengeli,6,T1,4,40,0.5333333333333333,0.43333333333333335,1e-05,9.0,5.0,0.2,,,,,,
B_dengeli,6,T1,6,0,0.3,0.36666666666666664,1e-06,13.0,7.0,0.14285714285714285,,,,,,
B_dengeli,6,T1,6,10,0.275,0.4083333333333333,1e-06,13.0,7.0,0.14285714285714285,,,,,,
B_dengeli,6,T1,6,20,0.26666666666666666,0.4166666666666667,0.0001,13.0,7.0,0.14285714285714285,,,,,,
B_dengeli,6,T1,6,40,0.2833333333333333,0.375,0.01,13.0,7.0,0.14285714285714285,,,,,,
B_dengeli,6,T1,8,0,0.2916666666666667,0.2916666666666667,0.0001,17.0,9.0,0.1111111111111111,,,,,,
B_dengeli,6,T1,8,10,0.2916666666666667,0.2916666666666667,0.001,17.0,9.0,0.1111111111111111,,,,,,
B_dengeli,6,T1,8,20,0.2916666666666667,0.2916666666666667,0.001,17.0,9.0,0.1111111111111111,,,,,,
B_dengeli,6,T1,8,40,0.19166666666666668,0.2833333333333333,1.0,17.0,9.0,0.1111111111111111,,,,,,
B_dengeli,6,T1,10,0,0.175,0.24166666666666667,0.0001,21.0,9.0,0.1111111111111111,,,,,,
B_dengeli,6,diag,10,0,,,,,,,0.0,0.0024380679782722153,0.01783166904422254,1.0000340888527273,,
B_dengeli,6,T1,10,10,0.26666666666666666,0.24166666666666667,1e-06,21.0,9.0,0.1111111111111111,,,,,,
B_dengeli,6,T1,10,20,0.2,0.25833333333333336,0.0001,21.0,9.0,0.1111111111111111,,,,,,
B_dengeli,6,T1,10,40,0.225,0.26666666666666666,1e-06,21.0,9.0,0.1111111111111111,,,,,,
B_dengeli,6,T3,9,0,0.0,0.26990291262135924,0.0001,,,,,,,,7.0,0.0
B_dengeli,6,T3,10,0,0.0,0.26990291262135924,0.0001,,,,,,,,8.0,0.0
B_dengeli,6,T3,9,0,0.0,0.26990291262135924,0.0001,,,,,,,,9.0,0.0
B_dengeli,6,T3,10,0,0.0,0.26990291262135924,0.0001,,,,,,,,10.0,0.0
B_dengeli,6,T3_x0,10,0,0.0,0.26990291262135924,0.0001,,,,,,,,8.0,0.0
