arm,seed,task,k,H,acc,val,lam,n_classes,reachable,chance,sat,activity,active_frac,participation_ratio,target,tol
B_gercek,9,T1,2.0,0.0,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
B_gercek,9,T1,2.0,10.0,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
B_gercek,9,T1,2.0,20.0,0.9916666666666667,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
B_gercek,9,T1,2.0,40.0,0.9166666666666666,0.8833333333333333,1e-06,5.0,3.0,0.3333333333333333,,,,,,
B_gercek,9,T1,4.0,0.0,0.9,0.8666666666666667,1e-05,9.0,5.0,0.2,,,,,,
B_gercek,9,T1,4.0,10.0,0.9,0.8666666666666667,0.0001,9.0,5.0,0.2,,,,,,
B_gercek,9,T1,4.0,20.0,0.45,0.49166666666666664,0.01,9.0,5.0,0.2,,,,,,
B_gercek,9,T1,4.0,40.0,0.45,0.49166666666666664,0.0001,9.0,5.0,0.2,,,,,,
B_gercek,9,T1,6.0,0.0,0.375,0.4083333333333333,1e-05,13.0,7.0,0.14285714285714285,,,,,,
B_gercek,9,T1,6.0,10.0,0.36666666666666664,0.325,1e-06,13.0,7.0,0.14285714285714285,,,,,,
B_gercek,9,T1,6.0,20.0,0.35833333333333334,0.3,1e-05,13.0,7.0,0.14285714285714285,,,,,,
B_gercek,9,T1,6.0,40.0,0.26666666666666666,0.25833333333333336,1e-06,13.0,7.0,0.14285714285714285,,,,,,
B_gercek,9,T1,8.0,0.0,0.25,0.325,1.0,17.0,9.0,0.1111111111111111,,,,,,
B_gercek,9,T1,8.0,10.0,0.31666666666666665,0.30833333333333335,1e-06,17.0,9.0,0.1111111111111111,,,,,,
B_gercek,9,T1,8.0,20.0,0.25,0.35833333333333334,0.1,17.0,9.0,0.1111111111111111,,,,,,
B_gercek,9,T1,8.0,40.0,0.25833333333333336,0.38333333333333336,0.0001,17.0,9.0,0.1111111111111111,,,,,,
B_gercek,9,T1,10.0,0.0,0.23333333333333334,0.30833333333333335,0.01,21.0,9.0,0.1111111111111111,,,,,,
B_gercek,9,diag,10.0,0.0,,,,,,,0.0,0.002641515918254707,0.01783166904422254,1.0001872627643786,,
B_gercek,9,T1,10.0,10.0,0.2916666666666667,0.2833333333333333,1e-06,21.0,9.0,0.1111111111111111,,,,,,
B_gercek,9,T1,10.0,20.0,0.20833333333333334,0.26666666666666666,0.01,21.0,9.0,0.1111111111111111,,,,,,
B_gercek,9,T1,10.0,40.0,0.2,0.26666666666666666,0.0001,21.0,9.0,0.1111111111111111,,,,,,
B_gercek,9,T3,9.0,0.0,0.0,0.1781609195402299,1e-06,,,,,,,,7.0,0.0
B_gercek,9,T3,10.0,0.0,0.0,0.1685823754789272,0.001,,,,,,,,8.0,0.0
B_gercek,9,T3,9.0,0.0,0.0,0.17049808429118773,0.001,,,,,,,,9.0,0.0
B_gercek,9,T3,10.0,0.0,0.0,0.1724137931034483,0.001,,,,,,,,10.0,0.0
B_gercek,9,T3_x0,10.0,0.0,0.0,0.1743295019157088,0.001,,,,,,,,8.0,0.06
B_gercek,9,T2,,,7.057707749003957,,1e-06,,,,,,,,,
B_gercek,9,T2_lag,1.0,,0.9555613082399854,,,,,,,,,,,
B_gercek,9,T2_lag,2.0,,0.6743985904279424,,,,,,,,,,,
B_gercek,9,T2_lag,3.0,,0.4339333879612086,,,,,,,,,,,
B_gercek,9,T2_lag,4.0,,0.41125489412654515,,,,,,,,,,,
B_gercek,9,T2_lag,5.0,,0.37728257640814905,,,,,,,,,,,
B_gercek,9,T2_lag,6.0,,0.3620025722183761,,,,,,,,,,,
B_gercek,9,T2_lag,7.0,,0.3585550100887997,,,,,,,,,,,
B_gercek,9,T2_lag,8.0,,0.3532299958174491,,,,,,,,,,,
B_gercek,9,T2_lag,9.0,,0.33473846362388376,,,,,,,,,,,
B_gercek,9,T2_lag,10.0,,0.3045125208219937,,,,,,,,,,,
B_gercek,9,T2_lag,11.0,,0.2574435769669595,,,,,,,,,,,
B_gercek,9,T2_lag,12.0,,0.2070601338659616,,,,,,,,,,,
B_gercek,9,T2_lag,13.0,,0.16489548585108155,,,,,,,,,,,
B_gercek,9,T2_lag,14.0,,0.15747011009952294,,,,,,,,,,,
