arm,seed,task,k,H,acc,val,lam,n_classes,reachable,chance,sat,activity,active_frac,participation_ratio,target,tol
A_w0,4,T1,2.0,0.0,0.45,0.4666666666666667,1e-05,5.0,3.0,0.3333333333333333,,,,,,
A_w0,4,T1,2.0,10.0,0.4666666666666667,0.48333333333333334,1e-06,5.0,3.0,0.3333333333333333,,,,,,
A_w0,4,T1,2.0,20.0,0.475,0.5,1e-06,5.0,3.0,0.3333333333333333,,,,,,
A_w0,4,T1,2.0,40.0,0.475,0.5416666666666666,1e-06,5.0,3.0,0.3333333333333333,,,,,,
A_w0,4,T1,4.0,0.0,0.4166666666666667,0.43333333333333335,1e-06,9.0,5.0,0.2,,,,,,
A_w0,4,T1,4.0,10.0,0.4166666666666667,0.375,1e-05,9.0,5.0,0.2,,,,,,
A_w0,4,T1,4.0,20.0,0.36666666666666664,0.4,1e-06,9.0,5.0,0.2,,,,,,
A_w0,4,T1,4.0,40.0,0.4166666666666667,0.375,1e-05,9.0,5.0,0.2,,,,,,
A_w0,4,T1,6.0,0.0,0.35833333333333334,0.4166666666666667,1e-05,13.0,7.0,0.14285714285714285,,,,,,
A_w0,4,T1,6.0,10.0,0.35833333333333334,0.44166666666666665,1e-05,13.0,7.0,0.14285714285714285,,,,,,
A_w0,4,T1,6.0,20.0,0.3416666666666667,0.4166666666666667,1e-05,13.0,7.0,0.14285714285714285,,,,,,
A_w0,4,T1,6.0,40.0,0.4083333333333333,0.4166666666666667,1e-05,13.0,7.0,0.14285714285714285,,,,,,
A_w0,4,T1,8.0,0.0,0.275,0.23333333333333334,1e-06,17.0,9.0,0.1111111111111111,,,,,,
A_w0,4,T1,8.0,10.0,0.20833333333333334,0.2833333333333333,1e-06,17.0,9.0,0.1111111111111111,,,,,,
A_w0,4,T1,8.0,20.0,0.2833333333333333,0.23333333333333334,0.0001,17.0,9.0,0.1111111111111111,,,,,,
A_w0,4,T1,8.0,40.0,0.2833333333333333,0.26666666666666666,1e-06,17.0,9.0,0.1111111111111111,,,,,,
A_w0,4,T1,10.0,0.0,0.26666666666666666,0.24166666666666667,1e-06,21.0,9.0,0.1111111111111111,,,,,,
A_w0,4,diag,10.0,0.0,,,,,,,0.0,0.0028152984084803636,0.023607176581680833,1.0000000000000016,,
A_w0,4,T1,10.0,10.0,0.20833333333333334,0.2,1e-06,21.0,9.0,0.1111111111111111,,,,,,
A_w0,4,T1,10.0,20.0,0.25833333333333336,0.225,1e-06,21.0,9.0,0.1111111111111111,,,,,,
A_w0,4,T1,10.0,40.0,0.25,0.21666666666666667,0.0001,21.0,9.0,0.1111111111111111,,,,,,
A_w0,4,T3,9.0,0.0,0.0,0.0674373795761079,1e-06,,,,,,,,7.0,0.0
A_w0,4,T3,10.0,0.0,0.0,0.057803468208092484,1e-06,,,,,,,,8.0,0.0
A_w0,4,T3,9.0,0.0,0.0,0.08670520231213873,1e-06,,,,,,,,9.0,0.0
A_w0,4,T3,10.0,0.0,0.0,0.0789980732177264,1e-06,,,,,,,,10.0,0.0
A_w0,4,T3_x0,10.0,0.0,0.0,0.08477842003853564,1e-06,,,,,,,,8.0,0.0
A_w0,4,T2,,,0.3885768436791781,,0.01,,,,,,,,,
A_w0,4,T2_lag,1.0,,0.18082540802467553,,,,,,,,,,,
A_w0,4,T2_lag,2.0,,0.07172458093522517,,,,,,,,,,,
A_w0,4,T2_lag,3.0,,0.004891910695764799,,,,,,,,,,,
A_w0,4,T2_lag,4.0,,0.0025510632830745288,,,,,,,,,,,
A_w0,4,T2_lag,5.0,,0.00046104609112925156,,,,,,,,,,,
A_w0,4,T2_lag,6.0,,0.00010990717907346942,,,,,,,,,,,
A_w0,4,T2_lag,7.0,,1.4617040973959386e-05,,,,,,,,,,,
A_w0,4,T2_lag,8.0,,0.006312715523429486,,,,,,,,,,,
A_w0,4,T2_lag,9.0,,0.0018489509188626058,,,,,,,,,,,
A_w0,4,T2_lag,10.0,,0.00467507353688384,,,,,,,,,,,
A_w0,4,T2_lag,11.0,,0.0006710729209582465,,,,,,,,,,,
A_w0,4,T2_lag,12.0,,0.0008894196902754295,,,,,,,,,,,
A_w0,4,T2_lag,13.0,,4.8449483954127766e-05,,,,,,,,,,,
A_w0,4,T2_lag,14.0,,0.007963529088240901,,,,,,,,,,,
A_w0,4,T2_lag,15.0,,0.0011449474246204734,,,,,,,,,,,
A_w0,4,T2_lag,16.0,,0.0008455352672929123,,,,,,,,,,,
A_w0,4,T2_lag,17.0,,0.0009549647575207959,,,,,,,,,,,
A_w0,4,T2_lag,18.0,,0.0004174979111601092,,,,,,,,,,,
A_w0,4,T2_lag,19.0,,8.244728547729494e-05,,,,,,,,,,,
A_w0,4,T2_lag,20.0,,1.578234535356262e-05,,,,,,,,,,,
A_w0,4,T2_lag,21.0,,0.004755509900631422,,,,,,,,,,,
A_w0,4,T2_lag,22.0,,0.008426088305879554,,,,,,,,,,,
A_w0,4,T2_lag,23.0,,0.010561186342208023,,,,,,,,,,,
A_w0,4,T2_lag,24.0,,0.010221940806850197,,,,,,,,,,,
A_w0,4,T2_lag,25.0,,0.00721575793694875,,,,,,,,,,,
A_w0,4,T2_lag,26.0,,0.0027051555035629443,,,,,,,,,,,
A_w0,4,T2_lag,27.0,,6.266342111442383e-06,,,,,,,,,,,
A_w0,4,T2_lag,28.0,,0.0042767096542720385,,,,,,,,,,,
A_w0,4,T2_lag,29.0,,0.0022630368181533315,,,,,,,,,,,
A_w0,4,T2_lag,30.0,,0.009435113582846254,,,,,,,,,,,
A_w0,4,T2_lag,31.0,,0.0021327774815729102,,,,,,,,,,,
A_w0,4,T2_lag,32.0,,0.00017124772399708133,,,,,,,,,,,
A_w0,4,T2_lag,33.0,,0.0009943760191063152,,,,,,,,,,,
A_w0,4,T2_lag,34.0,,7.974300819597715e-06,,,,,,,,,,,
A_w0,4,T2_lag,35.0,,0.004139203350926391,,,,,,,,,,,
A_w0,4,T2_lag,36.0,,9.734686921074266e-05,,,,,,,,,,,
A_w0,4,T2_lag,37.0,,8.57635416210493e-05,,,,,,,,,,,
A_w0,4,T2_lag,38.0,,0.0005230605313937085,,,,,,,,,,,
A_w0,4,T2_lag,39.0,,5.176897548525089e-05,,,,,,,,,,,
A_w0,4,T2_lag,40.0,,0.0001977238893587886,,,,,,,,,,,
A_w0,4,T2_lag,41.0,,0.0001400267773655165,,,,,,,,,,,
A_w0,4,T2_lag,42.0,,0.003519860392634249,,,,,,,,,,,
A_w0,4,T2_lag,43.0,,0.00022468082191737072,,,,,,,,,,,
A_w0,4,T2_lag,44.0,,0.00021094829187233275,,,,,,,,,,,
A_w0,4,T2_lag,45.0,,0.0024313396058489836,,,,,,,,,,,
A_w0,4,T2_lag,46.0,,0.00545312461158124,,,,,,,,,,,
A_w0,4,T2_lag,47.0,,0.008977134132467935,,,,,,,,,,,
A_w0,4,T2_lag,48.0,,0.0036118462240228516,,,,,,,,,,,
A_w0,4,T2_lag,49.0,,0.0013010167238061833,,,,,,,,,,,
A_w0,4,T2_lag,50.0,,0.0004895349718406019,,,,,,,,,,,
A_w0,4,T2_lag,51.0,,0.0002701146664874319,,,,,,,,,,,
A_w0,4,T2_lag,52.0,,0.00019644422770500713,,,,,,,,,,,
A_w0,4,T2_lag,53.0,,0.0005380075513415954,,,,,,,,,,,
A_w0,4,T2_lag,54.0,,0.0020008326200868115,,,,,,,,,,,
A_w0,4,T2_lag,55.0,,2.1221419764432573e-07,,,,,,,,,,,
A_w0,4,T2_lag,56.0,,1.8620169926282526e-05,,,,,,,,,,,
A_w0,4,T2_lag,57.0,,0.0015066094648730946,,,,,,,,,,,
A_w0,4,T2_lag,58.0,,0.0015062923846074932,,,,,,,,,,,
A_w0,4,T2_lag,59.0,,0.00013385427384118138,,,,,,,,,,,
A_w0,4,T2_lag,60.0,,0.0013294162718523583,,,,,,,,,,,
A_w0,4,T4,,0.5,6.25415241904887e-61,6.159195273565185e-61,,,,,,,,,,
A_w0,4,T4,,0.8,6.25415241904887e-61,6.159195273565185e-61,,,,,,,,,,
A_w0,4,T4,,0.95,6.25415241904887e-61,6.159195273565185e-61,,,,,,,,,,
A_w0,4,T4,,1.1,6.25415241904887e-61,6.159195273565185e-61,,,,,,,,,,
A_w0,4,T4,,1.3,6.25415241904887e-61,6.159195273565185e-61,,,,,,,,,,
