arm,seed,task,k,H,acc,val,lam,n_classes,reachable,chance,sat,activity,active_frac,participation_ratio,target,tol
B_derece,0,T1,2,0,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
B_derece,0,T1,2,10,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
B_derece,0,T1,2,20,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
B_derece,0,T1,2,40,1.0,1.0,1e-06,5.0,3.0,0.3333333333333333,,,,,,
B_derece,0,T1,4,0,0.7583333333333333,0.825,1e-05,9.0,5.0,0.2,,,,,,
B_derece,0,T1,4,10,0.7166666666666667,0.775,1e-05,9.0,5.0,0.2,,,,,,
B_derece,0,T1,4,20,0.6583333333333333,0.6333333333333333,0.01,9.0,5.0,0.2,,,,,,
B_derece,0,T1,4,40,0.6166666666666667,0.6833333333333333,0.0001,9.0,5.0,0.2,,,,,,
B_derece,0,T1,6,0,0.6333333333333333,0.6916666666666667,1e-06,13.0,7.0,0.14285714285714285,,,,,,
B_derece,0,T1,6,10,0.5,0.4583333333333333,0.0001,13.0,7.0,0.14285714285714285,,,,,,
B_derece,0,T1,6,20,0.4583333333333333,0.425,1e-05,13.0,7.0,0.14285714285714285,,,,,,
B_derece,0,T1,6,40,0.4666666666666667,0.44166666666666665,0.0001,13.0,7.0,0.14285714285714285,,,,,,
B_derece,0,T1,8,0,0.425,0.38333333333333336,0.0001,17.0,9.0,0.1111111111111111,,,,,,
B_derece,0,T1,8,10,0.2833333333333333,0.35833333333333334,0.01,17.0,9.0,0.1111111111111111,,,,,,
B_derece,0,T1,8,20,0.2916666666666667,0.35,0.001,17.0,9.0,0.1111111111111111,,,,,,
B_derece,0,T1,8,40,0.26666666666666666,0.35,0.0001,17.0,9.0,0.1111111111111111,,,,,,
B_derece,0,T1,10,0,0.30833333333333335,0.325,1e-06,21.0,9.0,0.1111111111111111,,,,,,
B_derece,0,diag,10,0,,,,,,,0.0029438764727637767,0.1863849049779003,0.827567760342368,1.0763506752579077,,
B_derece,0,T1,10,10,0.25,0.31666666666666665,1e-05,21.0,9.0,0.1111111111111111,,,,,,
B_derece,0,T1,10,20,0.2,0.31666666666666665,1e-06,21.0,9.0,0.1111111111111111,,,,,,
B_derece,0,T1,10,40,0.24166666666666667,0.31666666666666665,1e-06,21.0,9.0,0.1111111111111111,,,,,,
B_derece,0,T3,9,0,0.0,0.2399232245681382,1e-05,,,,,,,,7.0,0.0
B_derece,0,T3,10,0,0.0,0.23224568138195778,1e-05,,,,,,,,8.0,0.0
B_derece,0,T3,9,0,0.0,0.22648752399232247,1e-05,,,,,,,,9.0,0.0
B_derece,0,T3,10,0,0.0,0.23416506717850288,1e-05,,,,,,,,10.0,0.0
B_derece,0,T3_x0,10,0,0.04,0.23416506717850288,1e-05,,,,,,,,8.0,0.06
